year,country,code,gdp,pop,unemp,hc
2003,Heavily indebted poor countries (HIPC),HPC,3.36937E+11,513601222,5.212151206,NA
2003,High income,HIC,4.03261E+13,1096166107,7.154186992,NA
2003,Honduras,HND,11777398118,7106323,5.3,NA
2003,"Hong Kong SAR, China",HKG,1.6161E+11,6730800,7.86,NA
2003,Hungary,HUN,1.21417E+11,10129552,5.79,NA
2003,IBRD only,IBD,1.286E+13,4122166290,6.52025777,NA
2003,Iceland,ISL,11367392498,289521,4,NA
2003,IDA & IBRD total,IBT,1.3834E+13,5280932681,6.125061354,NA
2003,IDA blend,IDB,4.66854E+11,386309887,3.365809613,NA
2003,IDA only,IDX,5.08332E+11,772456504,4.830685199,NA
2003,IDA total,IDA,9.78788E+11,1158766391,4.384248951,NA
2003,India,IND,1.02501E+12,1111523146,5.77,NA
2003,Indonesia,IDN,5.14553E+11,220309473,6.66,NA
2003,"Iran, Islamic Rep.",IRN,3.71476E+11,68122947,11.54,NA
2003,Iraq,IRQ,69316206140,25644503,9.06,NA
2003,Ireland,IRL,1.92667E+11,3996521,4.48,NA
2003,Isle of Man,IMN,4144547304,78878,NA,NA
2003,Israel,ISR,1.76489E+11,6689700,13.51,NA
2003,Italy,ITA,2.11732E+12,57313203,8.87,NA
2003,Jamaica,JAM,13252442630,2709438,11.74,NA
2003,Japan,JPN,5.45918E+12,127718000,5.3,NA
2003,Jordan,JOR,17152143825,5434036,14.5,NA
2003,Kazakhstan,KAZ,91059947284,14909019,8.78,NA
2003,Kenya,KEN,28139282294,34678781,2.94,NA
2003,Kiribati,KIR,151638508.2,88840,NA,NA
2003,"Korea, Dem. People's Rep.",PRK,NA,23542434,2.99,NA
2003,"Korea, Rep.",KOR,8.44208E+11,47892330,3.6,NA
2003,Kosovo,XKX,4204896518,1703466,NA,NA
2003,Kuwait,KWT,89342986741,2161626,1.3,NA
2003,Kyrgyz Republic,KGZ,3612335900,5043300,9.92,NA
2003,Lao PDR,LAO,4255861752,5576640,1.62,NA
2003,Late-demographic dividend,LTE,8.33087E+12,2087310573,5.807677723,NA
2003,Latin America & Caribbean,LCN,4.02871E+12,542599527,8.921246216,NA
2003,Latin America & Caribbean (excluding high income),LAC,3.44464E+12,491558169,8.439809559,NA
2003,Latin America & the Caribbean (IDA & IBRD countries),TLA,3.85833E+12,526462542,9.033976526,NA
2003,Latvia,LVA,20351040747,2287955,12.06,NA
2003,Least developed countries: UN classification,LDC,4.33111E+11,708587940,4.490290912,NA
2003,Lebanon,LBN,24353553965,4388378,8.01,NA
2003,Lesotho,LSO,1783130569,2018355,32.72,NA
2003,Liberia,LBR,1305386047,3077055,2.33,NA
2003,Libya,LBY,52809344318,5620545,19.23,NA
2003,Liechtenstein,LIE,NA,34172,NA,NA
2003,Lithuania,LTU,30504370150,3415213,12.88,NA
2003,Low & middle income,LMY,1.30317E+13,5230164654,5.932579741,NA
2003,Low income,LIC,2.45233E+11,421725011,5.059649929,NA
2003,Lower middle income,LMC,3.47325E+12,2573512638,5.691789476,NA
2003,Luxembourg,LUX,44114522872,451630,3.68,NA
2003,"Macao SAR, China",MAC,12134278607,460157,6,NA
2003,Madagascar,MDG,7881374890,17279139,5.01,NA
2003,Malawi,MWI,4470442420,12000183,6.05,NA
2003,Malaysia,MYS,1.82138E+11,24698821,3.61,NA
2003,Maldives,MDV,1898547004,302681,4.39,NA
2003,Mali,MLI,7886841302,11982692,7.86,NA
2003,Malta,MLT,7500705070,398582,7.49,NA
2003,Marshall Islands,MHL,146146356.9,53465,NA,NA
2003,Mauritania,MRT,4168299109,2857150,10,NA
2003,Mauritius,MUS,7476926214,1213370,8.3,NA
2003,Mexico,MEX,9.24331E+11,103081020,3.46,NA
2003,"Micronesia, Fed. Sts.",FSM,303422361.3,106902,NA,NA
2003,Middle East & North Africa,MEA,1.98813E+12,333608806,11.8794631,NA
2003,Middle East & North Africa (excluding high income),MNA,9.84546E+11,294343659,12.88990829,NA
2003,Middle East & North Africa (IDA & IBRD countries),TMN,9.78965E+11,291188690,12.81375866,NA
2003,Middle income,MIC,1.27891E+13,4808439643,5.998177492,NA
2003,Moldova,MDA,5156967630,2902320,7.95,NA
2003,Monaco,MCO,4657527907,33144,NA,NA
2003,Mongolia,MNG,4427116614,2468765,6.8,NA
2003,Montenegro,MNE,3164741539,612267,30.63,NA
2003,Morocco,MAR,67451637211,29782884,11.92,NA
2003,Mozambique,MOZ,6719156643,19331097,3,NA
2003,Myanmar,MMR,23604665405,48148907,0.83,NA
2003,Namibia,NAM,8062402982,1879113,21.71,NA
2003,Nauru,NRU,NA,9990,NA,NA
2003,Nepal,NPL,11887928617,25080880,1.69,NA
2003,Netherlands,NLD,7.59537E+11,16225302,3.59,NA
2003,New Caledonia,NCL,NA,225296,16.57,NA
2003,New Zealand,NZL,1.28272E+11,4027200,4.75,NA
2003,Nicaragua,NIC,6977597019,5292115,7.6,NA
2003,Niger,NER,5592965663,12647983,2.28,NA
2003,Nigeria,NGA,2.20708E+11,131900634,3.84,NA
2003,North America,NAC,1.46632E+13,321815286,6.154587296,NA
2003,North Macedonia,MKD,7061373134,2053426,36.69,NA
2003,Northern Mariana Islands,MNP,1462000000,57954,NA,NA
2003,Norway,NOR,3.8318E+11,4564855,4.22,NA
2003,Not classified,INX,NA,NA,NA,NA
2003,OECD members,OED,4.02562E+13,1227854277,7.297968347,NA
2003,Oman,OMN,42651547279,2386164,3.63,NA
2003,Other small states,OSS,1.92856E+11,22018460,13.17894795,NA
2003,Pacific island small states,PSS,5755860061,2027859,3.624203293,NA
2003,Pakistan,PAK,1.31096E+11,153093371,0.64,NA
2003,Palau,PLW,190341288.8,19812,NA,NA
2003,Panama,PAN,17836198454,3209056,3.81,NA
2003,Papua New Guinea,PNG,9788519882,6223378,2.66,NA
2003,Paraguay,PRY,19656932292,5632983,6.81,NA
2003,Peru,PER,94828254301,27372217,4.79,NA
2003,Philippines,PHL,1.46174E+11,83051970,3.53,NA
2003,Poland,POL,3.49609E+11,38204570,19.37,NA
2003,Portugal,PRT,2.25131E+11,10458821,6.13,NA
2003,Post-demographic dividend,PST,3.8174E+13,1035711715,6.857935345,NA
2003,Pre-demographic dividend,PRE,6.31583E+11,599938100,5.190345172,NA
2003,Puerto Rico,PRI,98831210248,3826095,11.78,NA
2003,Qatar,QAT,41632198911,681791,0.65,NA
2003,Romania,ROU,1.2515E+11,21574326,6.95,NA
2003,Russian Federation,RUS,1.12354E+12,144648618,8.21,NA
2003,Rwanda,RWA,3494783797,8557160,0.92,NA
2003,Samoa,WSM,580990127,177481,5.15,NA
2003,San Marino,SMR,1872834797,28561,NA,NA
2003,Sao Tome and Principe,STP,132793661.1,150405,16.36,NA
2003,Saudi Arabia,SAU,4.05E+11,22456645,5.56,NA
2003,Senegal,SEN,12740403284,10541470,6.7,NA
2003,Serbia,SRB,31383228830,7480591,15.2,NA
2003,Seychelles,SYC,739416038.8,82781,NA,NA
2003,Sierra Leone,SLE,1793466334,5201074,3.45,NA
2003,Singapore,SGP,1.46528E+11,4114826,5.93,NA
2003,Sint Maarten (Dutch part),SXM,NA,31472,NA,NA
2003,Slovak Republic,SVK,63314435397,5373374,17.12,NA
2003,Slovenia,SVN,40524389923,1995733,6.48,NA
2003,Small states,SST,2.53536E+11,30697300,11.93261399,NA
2003,Solomon Islands,SLB,582734548.5,447016,2.14,NA
2003,Somalia,SOM,NA,9815412,13.57,NA
2003,South Africa,ZAF,2.92743E+11,46719203,32.31,NA
2003,South Asia,SAS,1.29262E+12,1468324423,5.208511582,NA
2003,South Asia (IDA & IBRD),TSA,1.29262E+12,1468324423,5.208511582,NA
2003,South Sudan,SSD,NA,6935665,12.75,NA
2003,Spain,ESP,1.26722E+12,42187645,11.28,NA
2003,Sri Lanka,LKA,37163768055,19224036,8.22,NA
2003,St. Kitts and Nevis,KNA,634283486.2,45749,NA,NA
2003,St. Lucia,LCA,1243772197,160530,22.18,NA
2003,St. Martin (French part),MAF,NA,32055,NA,NA
2003,St. Vincent and the Grenadines,VCT,596599676.3,108322,20.69,NA
2003,Sub-Saharan Africa,SSF,9.44076E+11,719716165,6.629646471,NA
2003,Sub-Saharan Africa (excluding high income),SSA,9.43336E+11,719633384,6.629646471,NA
2003,Sub-Saharan Africa (IDA & IBRD countries),TSS,9.44076E+11,719716165,6.629646471,NA
2003,Sudan,SDN,41582956268,29460517,15.48,NA
2003,Suriname,SUR,3070810677,487938,10.3,NA
2003,Sweden,SWE,4.22942E+11,8958229,5.56,NA
2003,Switzerland,CHE,5.07514E+11,7339001,4.12,NA
2003,Syrian Arab Republic,SYR,NA,17415214,10.28,NA
2003,Tajikistan,TJK,3481110105,6541550,13.87,NA
2003,Tanzania,TZA,20591113842,36337778,3.21,NA
2003,Thailand,THA,2.56246E+11,64549867,1.54,NA
2003,Timor-Leste,TLS,601738370.4,947110,3.38,NA
2003,Togo,TGO,3073341559,5330629,4.48,NA
2003,Tonga,TON,374757410.4,99591,5.18,NA
2003,Trinidad and Tobago,TTO,15955762092,1283564,3.72,NA
2003,Tunisia,TUN,32089773872,9945282,14.51,NA
2003,Turkey,TUR,5.55518E+11,66089402,10.54,NA
2003,Turkmenistan,TKM,11617416309,4655752,9,NA
2003,Turks and Caicos Islands,TCA,NA,25008,NA,NA
2003,Tuvalu,TUV,30747970.85,9724,NA,NA
2003,Uganda,UGA,15875365609,25980547,3.6,NA
2003,Ukraine,UKR,1.12533E+11,47812949,9.06,NA
2003,United Arab Emirates,ARE,2.24019E+11,3711931,2.71,NA
2003,United Kingdom,GBR,2.29681E+12,59647577,4.81,NA
2003,United States,USA,1.33393E+13,290107933,5.99,NA
2003,Upper middle income,UMC,9.31586E+12,2234927005,6.260888846,NA
2003,Uruguay,URY,26726412659,3323661,16.66,NA
2003,Uzbekistan,UZB,27243021064,25567650,8.85,NA
2003,Vanuatu,VUT,498205493.4,198960,4.74,NA
2003,"Venezuela, RB",VEN,2.51191E+11,25551624,16.78,NA
2003,Vietnam,VNM,73800255067,82301650,2.25,NA
2003,Virgin Islands (U.S.),VIR,3967611884,108505,6.89,NA
2003,West Bank and Gaza,PSE,5626948357,3154969,23,NA
2003,World,WLD,5.36181E+13,6351882385,6.200708576,NA
2003,"Yemen, Rep.",YEM,22773435258,18985001,12.04,NA
2003,Zambia,ZMB,11631714140,11256740,14.8,NA
2003,Zimbabwe,ZWE,13207175802,11982219,4.72,NA
2004,Afghanistan,AFG,8239343661,24726689,11.61,NA
2004,Africa Eastern and Southern,AFE,5.95326E+11,441630149,7.329253097,NA
2004,Africa Western and Central,AFW,4.09769E+11,297353098,4.655351912,NA
2004,Albania,ALB,8739893897,3026939,16.52,NA
2004,Algeria,DZA,1.34306E+11,32692153,17.65,NA
2004,American Samoa,ASM,629529148,59684,NA,NA
2004,Andorra,AND,3507994167,76250,NA,NA
2004,Angola,AGO,48935949384,18758138,3.85,NA
2004,Antigua and Barbuda,ATG,1079401546,80347,NA,NA
2004,Arab World,ARB,1.61843E+12,307862846,11.26625862,NA
2004,Argentina,ARG,3.06489E+11,38491970,13.52,NA
2004,Armenia,ARM,6730881886,3000715,10.54,NA
2004,Aruba,ABW,2666444959,98744,NA,NA
2004,Australia,AUS,9.6464E+11,20127400,5.4,NA
2004,Austria,AUT,3.59212E+11,8171966,5.83,NA
2004,Azerbaijan,AZE,19337049159,8306500,7.99,NA
2004,"Bahamas, The",BHS,9878922051,318893,10.2,NA
2004,Bahrain,BHR,18376569149,829846,1.03,NA
2004,Bangladesh,BGD,80592862795,136986429,4.3,NA
2004,Barbados,BRB,4310500000,275283,9.57,NA
2004,Belarus,BLR,36784583396,9730146,9.16,NA
2004,Belgium,BEL,4.36687E+11,10421137,7.36,NA
2004,Belize,BLZ,1200238951,276516,10.66,NA
2004,Benin,BEN,7764376201,7750003,0.77,NA
2004,Bermuda,BMU,6625450451,63740,NA,NA
2004,Bhutan,BTN,909706453.9,638809,2.49,NA
2004,Bolivia,BOL,15031978174,9069044,2.87,NA
2004,Bosnia and Herzegovina,BIH,13719579897,3764194,29.54,NA
2004,Botswana,BWA,9785090060,1765533,21.76,NA
2004,Brazil,BRA,1.71973E+12,184006479,9.11,NA
2004,British Virgin Islands,VGB,NA,22329,NA,NA
2004,Brunei Darussalam,BRN,13213206307,359434,5.95,NA
2004,Bulgaria,BGR,40080703028,7716860,12.04,NA
2004,Burkina Faso,BFA,7119351972,13030576,3.37,NA
2004,Burundi,BDI,1613819866,7131688,1.85,NA
2004,Cabo Verde,CPV,1171578994,456619,10.75,NA
2004,Cambodia,KHM,7186162900,13066475,1.31,NA
2004,Cameroon,CMR,21607445414,17259322,5.13,NA
2004,Canada,CAN,1.36897E+12,31940655,7.19,NA
2004,Caribbean small states,CSS,57030575729,6696985,9.826438439,NA
2004,Cayman Islands,CYM,NA,47899,NA,NA
2004,Central African Republic,CAF,1670857385,3959883,4.44,NA
2004,Central Europe and the Baltics,CEB,1.08377E+12,106331716,12.93416902,NA
2004,Chad,TCD,7172881359,9734761,1.26,NA
2004,Channel Islands,CHI,NA,150722,6.07,NA
2004,Chile,CHL,1.71787E+11,16014972,10.16,NA
2004,China,CHN,3.19774E+12,1296075000,4.5,NA
2004,Colombia,COL,2.19857E+11,42075953,13.72,NA
2004,Comoros,COM,765961084.5,597230,4.57,NA
2004,"Congo, Dem. Rep.",COD,15514731493,53068869,2.89,NA
2004,"Congo, Rep.",COG,9265497739,3510468,19.94,NA
2004,Costa Rica,CRI,28507593400,4225156,6.39,NA
2004,Cote d'Ivoire,CIV,21944798441,17970493,5.36,NA
2004,Croatia,HRV,55879107778,4304600,13.66,NA
2004,Cuba,CUB,44497068633,11250369,1.85,NA
2004,Curacao,CUW,NA,134192,NA,NA
2004,Cyprus,CYP,21524054090,1010410,4.33,NA
2004,Czech Republic,CZE,1.73501E+11,10197101,8.21,NA
2004,Denmark,DNK,3.11348E+11,5404523,5.2,NA
2004,Djibouti,DJI,NA,771599,11.62,NA
2004,Dominica,DMA,413551717.5,70387,NA,NA
2004,Dominican Republic,DOM,37183651729,8974444,6.3,NA
2004,Early-demographic dividend,EAR,6.50904E+12,2646483605,6.371478806,NA
2004,East Asia & Pacific,EAS,1.28028E+13,2115458625,4.413075236,NA
2004,East Asia & Pacific (excluding high income),EAP,4.50917E+12,1880248912,4.388568053,NA
2004,East Asia & Pacific (IDA & IBRD countries),TEA,4.50023E+12,1856486255,4.408999665,NA
2004,Ecuador,ECU,55917517446,13596390,5,NA
2004,"Egypt, Arab Rep.",EGY,1.55335E+11,74172073,10.32,NA
2004,El Salvador,SLV,16480135825,6023801,6.05,NA
2004,Equatorial Guinea,GNQ,10351000830,716949,8.51,NA
2004,Eritrea,ERI,1610908110,2719809,6.84,NA
2004,Estonia,EST,18265259033,1362550,10.25,NA
2004,Eswatini,SWZ,3559359513,1026287,26.96,NA
2004,Ethiopia,ETH,15972968197,74239508,2.71,NA
2004,Euro area,EMU,1.19226E+13,327682513,9.24665516,NA
2004,Europe & Central Asia,ECS,1.91223E+13,868808153,9.116242851,NA
2004,Europe & Central Asia (excluding high income),ECA,2.41652E+12,391535458,9.168401884,NA
2004,Europe & Central Asia (IDA & IBRD countries),TEC,2.83943E+12,434022280,10.08616347,NA
2004,European Union,EUU,1.35772E+13,434040244,9.882398685,NA
2004,Faroe Islands,FRO,NA,47600,NA,NA
2004,Fiji,FJI,3010663628,817864,3.94,NA
2004,Finland,FIN,2.31518E+11,5228172,10.36,NA
2004,Fragile and conflict affected situations,FCS,1.0612E+12,633460044,5.664657342,NA
2004,France,FRA,2.49532E+12,62704901,8.91,NA
2004,French Polynesia,PYF,NA,255995,11.62,NA
2004,Gabon,GAB,13103478950,1353788,17.08,NA
2004,"Gambia, The",GMB,1284918527,1496524,9.5,NA
2004,Georgia,GEO,8650248302,3927340,12.62,NA
2004,Germany,DEU,3.17958E+12,82516260,10.73,NA
2004,Ghana,GHA,22177561952,21272328,6.4,NA
2004,Gibraltar,GIB,NA,32930,NA,NA
2004,Greece,GRC,2.99967E+11,10955141,10.31,NA
2004,Greenland,GRL,2025657439,56911,NA,NA
2004,Grenada,GRD,712302884.5,104346,NA,NA
2004,Guam,GUM,4695352941,158094,7.7,NA
2004,Guatemala,GTM,32925152375,12682108,2.97,NA
2004,Guinea,GIN,5704327967,8925729,4.51,NA
2004,Guinea-Bissau,GNB,691339891.6,1313492,3.13,NA
2004,Guyana,GUY,2836516866,745737,11.34,NA
2004,Haiti,HTI,9997759780,9047082,13.06,NA
2004,Heavily indebted poor countries (HIPC),HPC,3.55182E+11,528444638,5.103850326,NA
2004,High income,HIC,4.16621E+13,1103693618,6.97615149,NA
2004,Honduras,HND,12511401250,7282953,5.99,NA
2004,"Hong Kong SAR, China",HKG,1.7567E+11,6783500,6.74,NA
2004,Hungary,HUN,1.27272E+11,10107146,5.83,NA
2004,IBRD only,IBD,1.38523E+13,4166322561,6.334126722,NA
2004,Iceland,ISL,12254321874,292074,4.03,NA
2004,IDA & IBRD total,IBT,1.48919E+13,5352930991,5.950257977,NA
2004,IDA blend,IDB,5.02198E+11,395320129,3.189870612,NA
2004,IDA only,IDX,5.37854E+11,791288301,4.752464094,NA
2004,IDA total,IDA,1.04436E+12,1186608430,4.275479635,NA
2004,India,IND,1.10622E+12,1129623466,5.72,NA
2004,Indonesia,IDN,5.4044E+11,223285666,7.3,NA
2004,"Iran, Islamic Rep.",IRN,3.87761E+11,68951279,10.3,NA
2004,Iraq,IRQ,1.06318E+11,26313838,9.01,NA
2004,Ireland,IRL,2.05734E+11,4070262,4.49,NA
2004,Isle of Man,IMN,4360063892,79515,NA,NA
2004,Israel,ISR,1.83903E+11,6809000,13.03,NA
2004,Italy,ITA,2.14746E+12,57685327,7.87,NA
2004,Jamaica,JAM,13427868539,2725017,11.44,NA
2004,Japan,JPN,5.57954E+12,127761000,4.7,NA
2004,Jordan,JOR,18621604829,5580241,14.67,NA
2004,Kazakhstan,KAZ,99801702225,15012984,8.4,NA
2004,Kenya,KEN,29575595617,35635267,2.91,NA
2004,Kiribati,KIR,149167770.7,90498,NA,NA
2004,"Korea, Dem. People's Rep.",PRK,NA,23732740,2.95,NA
2004,"Korea, Rep.",KOR,8.88085E+11,48082519,3.7,NA
2004,Kosovo,XKX,4314733701,1704622,NA,NA
2004,Kuwait,KWT,98491974878,2200498,1.7,NA
2004,Kyrgyz Republic,KGZ,3866167967,5104700,8.53,NA
2004,Lao PDR,LAO,4526436482,5662199,1.49,NA
2004,Late-demographic dividend,LTE,8.98746E+12,2100746553,5.623968532,NA
2004,Latin America & Caribbean,LCN,4.28401E+12,549590680,8.383785418,NA
2004,Latin America & Caribbean (excluding high income),LAC,3.63009E+12,497915775,7.958024032,NA
2004,Latin America & the Caribbean (IDA & IBRD countries),TLA,4.10153E+12,533415243,8.49955492,NA
2004,Latvia,LVA,22081137161,2263122,11.71,NA
2004,Least developed countries: UN classification,LDC,4.61726E+11,726331171,4.460681327,NA
2004,Lebanon,LBN,25980236115,4569377,7.85,NA
2004,Lesotho,LSO,1813307811,2005953,31.77,NA
2004,Liberia,LBR,1339585174,3135654,2.3,NA
2004,Libya,LBY,55165501857,5710163,19.14,NA
2004,Liechtenstein,LIE,NA,34444,NA,NA
2004,Lithuania,LTU,32508351733,3377075,10.68,NA
2004,Low & middle income,LMY,1.40142E+13,5301861509,5.768151179,NA
2004,Low income,LIC,2.59738E+11,434055590,4.920254461,NA
2004,Lower middle income,LMC,3.70231E+12,2616457516,5.583436331,NA
2004,Luxembourg,LUX,45708018252,458095,5.11,NA
2004,"Macao SAR, China",MAC,15365718262,471600,4.9,NA
2004,Madagascar,MDG,8295699053,17802992,3.72,NA
2004,Malawi,MWI,4712762649,12301837,6,NA
2004,Malaysia,MYS,1.94493E+11,25190647,3.54,NA
2004,Maldives,MDV,2013100661,311265,5.36,NA
2004,Mali,MLI,8009875921,12369078,8.75,NA
2004,Malta,MLT,7511226168,401268,7.32,NA
2004,Marshall Islands,MHL,147533715,54476,NA,NA
2004,Mauritania,MRT,4365574615,2939246,9.94,NA
2004,Mauritius,MUS,7800678605,1221003,8.34,NA
2004,Mexico,MEX,9.6057E+11,104514934,3.94,NA
2004,"Micronesia, Fed. Sts.",FSM,294076488.2,106624,NA,NA
2004,Middle East & North Africa,MEA,2.14938E+12,340143477,10.73324602,NA
2004,Middle East & North Africa (excluding high income),MNA,1.0659E+12,299502746,11.56217461,NA
2004,Middle East & North Africa (IDA & IBRD countries),TMN,1.05905E+12,296266120,11.47545196,NA
2004,Middle income,MIC,1.37562E+13,4867805919,5.83257716,NA
2004,Moldova,MDA,5538583218,2895147,8.17,NA
2004,Monaco,MCO,4772591409,33499,NA,NA
2004,Mongolia,MNG,4897515726,2496394,6.96,NA
2004,Montenegro,MNE,3304814676,613353,30.5,NA
2004,Morocco,MAR,70687304633,30115196,10.83,NA
2004,Mozambique,MOZ,7251072486,19910549,3.01,NA
2004,Myanmar,MMR,26806558393,48564489,0.82,NA
2004,Namibia,NAM,9051623394,1907737,22.09,NA
2004,Nauru,NRU,39240729.32,9906,NA,NA
2004,Nepal,NPL,12444593149,25419337,1.63,NA
2004,Netherlands,NLD,7.74613E+11,16281779,4.65,NA
2004,New Caledonia,NCL,NA,228750,16.31,NA
2004,New Zealand,NZL,1.33439E+11,4087500,4.01,NA
2004,Nicaragua,NIC,7348258871,5364930,6.41,NA
2004,Niger,NER,5613312960,13125914,2.69,NA
2004,Nigeria,NGA,2.41125E+11,135320420,3.81,NA
2004,North America,NAC,1.52217E+13,324809693,5.703679304,NA
2004,North Macedonia,MKD,7391428039,2057044,37.16,NA
2004,Northern Mariana Islands,MNP,1417000000,57240,NA,NA
2004,Norway,NOR,3.9839E+11,4591910,4.26,NA
2004,Not classified,INX,NA,NA,NA,NA
2004,OECD members,OED,4.15511E+13,1236872189,7.186814436,NA
2004,Oman,OMN,43202692721,2445524,3.71,NA
2004,Other small states,OSS,2.10539E+11,22442097,12.76550208,NA
2004,Pacific island small states,PSS,5983752791,2050583,3.505911909,NA
2004,Pakistan,PAK,1.4099E+11,156664698,0.63,NA
2004,Palau,PLW,199584279.2,19861,NA,NA
2004,Panama,PAN,19177851509,3269356,3.77,NA
2004,Papua New Guinea,PNG,10054882711,6354247,2.54,NA
2004,Paraguay,PRY,20454496272,5730556,6.51,NA
2004,Peru,PER,99530031846,27624226,4.9,NA
2004,Philippines,PHL,1.55777E+11,84710544,3.55,NA
2004,Poland,POL,3.67029E+11,38182222,19.07,NA
2004,Portugal,PRT,2.29158E+11,10483861,6.32,NA
2004,Post-demographic dividend,PST,3.93665E+13,1041075191,6.660299389,NA
2004,Pre-demographic dividend,PRE,7.12612E+11,617518659,5.1365272,NA
2004,Puerto Rico,PRI,1.07478E+11,3826878,10.31,NA
2004,Qatar,QAT,49633455974,753332,0.71,NA
2004,Romania,ROU,1.38201E+11,21451748,7.72,NA
2004,Russian Federation,RUS,1.20444E+12,144067316,7.76,NA
2004,Rwanda,RWA,3755064100,8680516,0.93,NA
2004,Samoa,WSM,607860924.9,178597,5.19,NA
2004,San Marino,SMR,1958027133,28942,NA,NA
2004,Sao Tome and Principe,STP,137882611.5,153736,16.12,NA
2004,Saudi Arabia,SAU,4.37231E+11,23132686,5.82,NA
2004,Senegal,SEN,13331977657,10810086,7.79,NA
2004,Serbia,SRB,34216568531,7463157,18.5,NA
2004,Seychelles,SYC,718339327.3,82475,NA,NA
2004,Sierra Leone,SLE,1911798254,5433995,3.42,NA
2004,Singapore,SGP,1.60916E+11,4166664,5.84,NA
2004,Sint Maarten (Dutch part),SXM,NA,32488,NA,NA
2004,Slovak Republic,SVK,66656728458,5372280,18.6,NA
2004,Slovenia,SVN,42290926202,1997012,6.01,NA
2004,Small states,SST,2.73601E+11,31189665,11.55933205,NA
2004,Solomon Islands,SLB,621499018.2,458549,2.1,NA
2004,Somalia,SOM,NA,10130251,13.49,NA
2004,South Africa,ZAF,3.06076E+11,47291610,29.45,NA
2004,South Asia,SAS,1.3906E+12,1493757846,5.1638337,NA
2004,South Asia (IDA & IBRD),TSA,1.3906E+12,1493757846,5.1638337,NA
2004,South Sudan,SSD,NA,7213354,12.68,NA
2004,Spain,ESP,1.30679E+12,42921895,11.09,NA
2004,Sri Lanka,LKA,39187357999,19387153,8.38,NA
2004,St. Kitts and Nevis,KNA,659631653.1,46323,NA,NA
2004,St. Lucia,LCA,1334162207,161821,20.97,NA
2004,St. Martin (French part),MAF,NA,33187,NA,NA
2004,St. Vincent and the Grenadines,VCT,621396323.3,108520,20.37,NA
2004,Sub-Saharan Africa,SSF,1.00523E+12,738983247,6.326174602,NA
2004,Sub-Saharan Africa (excluding high income),SSA,1.00451E+12,738900772,6.326174602,NA
2004,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.00523E+12,738983247,6.326174602,NA
2004,Sudan,SDN,43197750241,30214189,15.4,NA
2004,Suriname,SUR,3331829593,493680,9.49,NA
2004,Sweden,SWE,4.41285E+11,8993531,6.69,NA
2004,Switzerland,CHE,5.21834E+11,7389625,4.32,NA
2004,Syrian Arab Republic,SYR,NA,17827827,9.59,NA
2004,Tajikistan,TJK,3839664409,6662391,13.42,NA
2004,Tanzania,TZA,22136232861,37379766,3.27,NA
2004,Thailand,THA,2.72362E+11,64995303,1.51,NA
2004,Timor-Leste,TLS,604145345.1,971889,3.35,NA
2004,Togo,TGO,3043263831,5467770,4.43,NA
2004,Tonga,TON,365723131.2,100214,3.48,NA
2004,Trinidad and Tobago,TTO,17224253398,1290115,3.8,NA
2004,Tunisia,TUN,34090824979,10022278,14.23,NA
2004,Turkey,TUR,6.09937E+11,67010930,10.84,NA
2004,Turkmenistan,TKM,12198334458,4703396,8.12,NA
2004,Turks and Caicos Islands,TCA,NA,26709,NA,NA
2004,Tuvalu,TUV,30332202.59,9871,NA,NA
2004,Uganda,UGA,16956038791,26821300,2.69,NA
2004,Ukraine,UKR,1.26159E+11,47451626,8.59,NA
2004,United Arab Emirates,ARE,2.4545E+11,4068577,2.9,NA
2004,United Kingdom,GBR,2.34932E+12,59987905,4.59,NA
2004,United States,USA,1.38461E+13,292805298,5.53,NA
2004,Upper middle income,UMC,1.0054E+13,2251348403,6.048659507,NA
2004,Uruguay,URY,28063845200,3321486,12.98,NA
2004,Uzbekistan,UZB,29272353868,25864350,7.82,NA
2004,Vanuatu,VUT,518070903.4,204123,4.68,NA
2004,"Venezuela, RB",VEN,2.97126E+11,25996594,15.07,NA
2004,Vietnam,VNM,79362145321,83062819,2.14,NA
2004,Virgin Islands (U.S.),VIR,4084246168,108466,6.97,NA
2004,West Bank and Gaza,PSE,6860670261,3236626,23.22,NA
2004,World,WLD,5.59814E+13,6431551721,6.026956083,NA
2004,"Yemen, Rep.",YEM,23678154701,19540096,12.12,NA
2004,Zambia,ZMB,12449702237,11550641,15.37,NA
2004,Zimbabwe,ZWE,12440164041,12019911,4.39,NA
2005,Afghanistan,AFG,9164598458,25654274,11.52,NA
2005,Africa Eastern and Southern,AFE,6.32905E+11,453404076,7.131358868,NA
2005,Africa Western and Central,AFW,4.34378E+11,305520588,4.640471853,NA
2005,Albania,ALB,9223202584,3011487,16.4,NA
2005,Algeria,DZA,1.4223E+11,33149720,15.27,NA
2005,American Samoa,ASM,626959641.3,59557,NA,NA
2005,Andorra,AND,3697348535,78871,NA,NA
2005,Angola,AGO,56290491777,19433604,3.81,NA
2005,Antigua and Barbuda,ATG,1149280181,81462,NA,NA
2005,Arab World,ARB,1.70846E+12,314965776,11.10038186,NA
2005,Argentina,ARG,3.33618E+11,38892924,11.51,NA
2005,Armenia,ARM,7666474469,2981262,10.34,NA
2005,Aruba,ABW,2698824916,100028,NA,NA
2005,Australia,AUS,9.9555E+11,20394800,5.03,NA
