year,recipient_iso3,pmm_fh,pmm_polity,gdp,pop,unemp,disaster,civilwar,dist,distw,distwces,trade,atopally
2008,DJI,3,2,8954193419,816361,11.1,0,0,7769.80322265625,7830.535947534179,7792.645520196564,148173072,0
2009,DJI,3.5,-2,8340378285,827820,11.46,0,0,7769.80322265625,7830.535947534179,7792.645520196564,208507504,0
2010,DJI,4,5,1128611700,840194,11.52,0,0,7769.80322265625,7830.535947534179,7792.645520196564,316226560,0
2011,DJI,2,-4,11436744719,853671,11.51,0,0,7769.80322265625,7830.535947534179,7792.645520196564,349315456,0
2012,DJI,3.5,-1,15256303191,868136,11.52,0,0,7769.80322265625,7830.535947534179,7792.645520196564,628449792,0
2013,DJI,2.5,-1,16750541640,883296,11.54,0,0,7769.80322265625,7830.535947534179,7792.645520196564,717424640,0
2014,DJI,3,-2,20709938758,898707,11.45,0,0,7769.80322265625,7830.535947534179,7792.645520196564,754897856,0
2000,GNQ,1,-5,3372419178,606180,8.54,0,0,11235.12890625,11402.84403284149,11382.802173630174,16499.93945,0
2001,GNQ,2,-5,5509854251,631662,8.52,0,0,11235.12890625,11402.84403284149,11382.802173630174,1943158.375,0
2002,GNQ,1.5,-5,6582228040,658388,8.57,0,0,11235.12890625,11402.84403284149,11382.802173630174,2206973.5,0
2003,GNQ,1.5,-5,7500794439,686670,8.56,0,0,11235.12890625,11402.84403284149,11382.802173630174,3415082.5,0
2004,GNQ,1.5,-5,10351000830,716949,8.51,0,0,11235.12890625,11402.84403284149,11382.802173630174,6080458,0
2005,GNQ,1.5,-5,12084658969,749527,8.42,0,0,11235.12890625,11402.84403284149,11382.802173630174,11376378,0
2006,GNQ,1.5,-5,13015771986,784494,8.26,0,0,11235.12890625,11402.84403284149,11382.802173630174,24528004,0
2007,GNQ,1.5,-5,15004857088,821686,8.12,0,0,11235.12890625,11402.84403284149,11382.802173630174,51066704,0
2008,GNQ,1,-5,17675587976,860839,8.06,0,0,11235.12890625,11402.84403284149,11382.802173630174,165646352,0
2009,GNQ,1.5,-6,17913034099,901589,8.37,0,0,11235.12890625,11402.84403284149,11382.802173630174,253422560,0
2010,GNQ,2,-4,16314443429,943640,8.42,0,0,11235.12890625,11402.84403284149,11382.802173630174,324627584,0
2011,GNQ,1.5,-6,17378785259,986861,8.42,0,0,11235.12890625,11402.84403284149,11382.802173630174,184503568,0
2012,GNQ,2,-6,18823461406,1031191,8.43,0,0,11235.12890625,11402.84403284149,11382.802173630174,251125952,0
2013,GNQ,2,-4,18045450381,1076412,8.44,0,0,11235.12890625,11402.84403284149,11382.802173630174,251523024,0
2014,GNQ,2,-4,18120350964,1122273,8.36,0,0,11235.12890625,11402.84403284149,11382.802173630174,222565904,0
2000,IDN,4.5,6,453414000000,211513822,6.08,464.9999859,1,5220.87939453125,4684.44133883133,4562.06102725678,1739908480,0
2001,IDN,4.5,6,469934000000,214427419,6.08,579.4999991,1,5220.87939453125,4684.44133883133,4562.06102725678,1280026880,0
2002,IDN,4.5,6,491078000000,217357790,6.6,248.4999998,1,5220.87939453125,4684.44133883133,4562.06102725678,1619597056,0
2003,IDN,4.5,6,514553000000,220309473,6.66,459.9999999,1,5220.87939453125,4684.44133883133,4562.06102725678,1811367552,1
2004,IDN,4.5,8,540440000000,223285666,7.3,166041.1199,1,5220.87939453125,4684.44133883133,4562.06102725678,2240064512,1
2005,IDN,5.5,8,571205000000,226289468,7.95,1198.50097,1,5220.87939453125,4684.44133883133,4562.06102725678,3213561344,1
2006,IDN,5.5,8,602627000000,229318262,7.55,7301.534931,0,5220.87939453125,4684.44133883133,4562.06102725678,3607068928,1
2007,IDN,5.5,8,640863000000,232374239,8.06,689.9999935,0,5220.87939453125,4684.44133883133,4562.06102725678,4276988928,1
2008,IDN,5.5,8,679403000000,235469755,7.21,131.9999996,0,5220.87939453125,4684.44133883133,4562.06102725678,8295046144,1
2009,IDN,5.5,8,710852000000,238620554,6.11,1496.999762,0,5220.87939453125,4684.44133883133,4562.06102725678,8988277760,1
2010,IDN,5.5,8,755094000000,241834226,5.61,1294.000306,0,5220.87939453125,4684.44133883133,4562.06102725678,13218113536,1
2011,IDN,5.5,8,801682000000,245115988,5.15,128.9999995,0,5220.87939453125,4684.44133883133,4562.06102725678,16360108032,1
2012,IDN,5.5,8,850024000000,248451714,4.47,90.99999996,0,5220.87939453125,4684.44133883133,4562.06102725678,18603415552,1
2013,IDN,5,8,897262000000,251805314,4.34,173.0000016,0,5220.87939453125,4684.44133883133,4562.06102725678,19093561344,1
2014,IDN,5.5,8,942185000000,255128076,4.05,242.9999999,0,5220.87939453125,4684.44133883133,4562.06102725678,18611304448,1
2000,IND,5.5,9,873357000000,1056575548,5.75,2242.437787,1,3785.01318359375,4204.047516448593,4046.0012682275014,3170905344,1
2001,IND,5.5,9,915488000000,1075000094,5.73,20764.15877,1,3785.01318359375,4204.047516448593,4046.0012682275014,1256735104,1
2002,IND,5.5,9,950313000000,1093317187,5.77,883.302189,1,3785.01318359375,4204.047516448593,4046.0012682275014,1736868224,1
2003,IND,5.5,9,1025010000000,1111523146,5.77,633.2821338,1,3785.01318359375,4204.047516448593,4046.0012682275014,2289371392,1
2004,IND,5.5,9,1106220000000,1129623466,5.72,17718.87521,1,3785.01318359375,4204.047516448593,4046.0012682275014,3317109760,1
2005,IND,5.5,9,1193870000000,1147609924,5.65,3749.15198,1,3785.01318359375,4204.047516448593,4046.0012682275014,5459021312,1
2006,IND,5.5,9,1290110000000,1165486291,5.52,1381.36463,1,3785.01318359375,4204.047516448593,4046.0012682275014,8593888256,1
2007,IND,5.5,9,1388940000000,1183209471,5.41,2051.00007,1,3785.01318359375,4204.047516448593,4046.0012682275014,12340370432,1
2008,IND,5.5,9,1431810000000,1200669762,5.36,1734.947159,1,3785.01318359375,4204.047516448593,4046.0012682275014,16469113856,1
2009,IND,5.5,9,1544380000000,1217726217,5.61,1650.188873,1,3785.01318359375,4204.047516448593,4046.0012682275014,18512687104,1
2010,IND,5.5,9,1675620000000,1234281163,5.65,990.4368701,1,3785.01318359375,4204.047516448593,4046.0012682275014,26749591552,1
2011,IND,5.5,9,1763440000000,1250287939,5.65,824.7629692,1,3785.01318359375,4204.047516448593,4046.0012682275014,34514558976,1
2012,IND,5.5,9,1859660000000,1265780243,5.66,334.1529185,1,3785.01318359375,4204.047516448593,4046.0012682275014,33176221696,1
2013,IND,5.5,9,1978420000000,1280842119,5.67,6556.513259,1,3785.01318359375,4204.047516448593,4046.0012682275014,32914716672,1
2014,IND,5.5,9,2125020000000,1295600768,5.6,866.6232915,1,3785.01318359375,4204.047516448593,4046.0012682275014,35418259456,1
2000,IRN,2,3,315801000000,65623397,11.48,14.00000001,1,5609.03759765625,5864.218368306732,5811.0842140027435,1755173504,0
2001,IRN,2,3,318497000000,66449111,12.09,681.8683612,1,5609.03759765625,5864.218368306732,5811.0842140027435,534855200,0
2002,IRN,2,3,341706000000,67284801,12.8,291.0000511,0,5609.03759765625,5864.218368306732,5811.0842140027435,640451328,0
2003,IRN,2,3,371476000000,68122947,11.54,26817.63235,0,5609.03759765625,5864.218368306732,5811.0842140027435,899721344,0
2004,IRN,2,-6,387761000000,68951279,10.3,704.9997935,0,5609.03759765625,5864.218368306732,5811.0842140027435,886450176,0
2005,IRN,2,-6,400130000000,69762345,12.1,736.9994067,1,5609.03759765625,5864.218368306732,5811.0842140027435,1325913088,0
2006,IRN,2,-6,420135000000,70554756,11.2,80.00000296,1,5609.03759765625,5864.218368306732,5811.0842140027435,1405071488,0
2007,IRN,2,-6,454401000000,71336476,10.6,24,1,5609.03759765625,5864.218368306732,5811.0842140027435,1940764672,0
2008,IRN,2,-6,455541000000,72120608,10.48,58.00000021,1,5609.03759765625,5864.218368306732,5811.0842140027435,2786150400,0
2009,IRN,2,-5,460130000000,72924833,11.97,0,1,5609.03759765625,5864.218368306732,5811.0842140027435,2744614656,0
2010,IRN,2,0,486808000000,73762519,13.52,19.99999912,1,5609.03759765625,5864.218368306732,5811.0842140027435,3710406656,0
2011,IRN,2.5,1,499687000000,74634959,12.45,2.000000037,1,5609.03759765625,5864.218368306732,5811.0842140027435,10159017984,0
2012,IRN,2,-3,462488000000,75539881,12.63,323.9417544,0,5609.03759765625,5864.218368306732,5811.0842140027435,8081604096,0
2013,IRN,2,-4,461590000000,76481963,10.44,69.00000046,0,5609.03759765625,5864.218368306732,5811.0842140027435,10124618752,0
2014,IRN,2.5,-2,482839000000,77465769,10.57,17.97766922,0,5609.03759765625,5864.218368306732,5811.0842140027435,16269842432,0
2000,JOR,4,-2,14787230539,5122495,13.7,9.000000018,0,7061.98779296875,7297.4737026771545,7270.295462663685,108746856,0
2001,JOR,3,-2,15566511285,5217328,14.7,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,165218128,0
2002,JOR,2.5,-2,16466848428,5317514,15.3,5.000000014,0,7061.98779296875,7297.4737026771545,7270.295462663685,222896496,0
2003,JOR,3,-2,17152143825,5434036,14.5,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,278539392,0
2004,JOR,3.5,-2,18621604829,5580241,14.67,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,375681184,0
2005,JOR,3.5,-2,20138631536,5765639,14.8,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,532692288,0
2006,JOR,3.5,-2,21768445941,5991547,14,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,659537792,0
2007,JOR,3.5,-3,23548271163,6255290,13.1,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,653821760,0
2008,JOR,3,-3,25251357245,6556473,12.7,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,959740928,0
2009,JOR,3.5,-2,26519912222,6893258,12.9,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,1006246528,0
2010,JOR,3.5,-3,27133804225,7261541,12.5,2.00000005,0,7061.98779296875,7297.4737026771545,7270.295462663685,1083429376,0
2011,JOR,3.5,-2,27876505257,7662858,12.9,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,1158112256,0
2012,JOR,3.5,4,28553725368,8089963,12.2,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,1262903424,0
2013,JOR,3.5,2,29298962574,8518992,12.6,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,1459636096,0
2014,JOR,1.5,-4,30290462349,8918822,11.9,0,0,7061.98779296875,7297.4737026771545,7270.295462663685,1453726464,0
2000,KGZ,2.5,-3,3205081829,4898400,7.54,8.000000029,0,3471.801513671875,3786.579728095245,3729.020793503234,110506144,0
2001,KGZ,2.5,-3,3375644150,4945100,7.84,7.000000138,0,3471.801513671875,3786.579728095245,3729.020793503234,33725500,0
2002,KGZ,2.5,-3,3375059333,4990700,12.55,12.00000002,0,3471.801513671875,3786.579728095245,3729.020793503234,39446224,0
2003,KGZ,2.5,-3,3612335900,5043300,9.92,42.9999992,0,3471.801513671875,3786.579728095245,3729.020793503234,47581848,0
2004,KGZ,2.5,-3,3866167967,5104700,8.53,47.00000011,0,3471.801513671875,3786.579728095245,3729.020793503234,43737056,0
2005,KGZ,3.5,3,3859382247,5162600,8.11,23.00000009,0,3471.801513671875,3786.579728095245,3729.020793503234,56605792,0
2006,KGZ,3.5,4,3979134970,5218400,8.27,9.000000048,0,3471.801513671875,3786.579728095245,3729.020793503234,133502152,0
2007,KGZ,3.5,3,4319067487,5268400,8.1,2.999999971,0,3471.801513671875,3786.579728095245,3729.020793503234,177697952,0
2008,KGZ,3.5,3,4681938955,5318700,8.22,80.00000068,0,3471.801513671875,3786.579728095245,3729.020793503234,396118752,0
2009,KGZ,2.5,-5,4817073505,5383300,8.41,26.00000021,0,3471.801513671875,3786.579728095245,3729.020793503234,3691265536,0
2010,KGZ,3.5,-1,4794357795,5447900,8.64,10.99999993,0,3471.801513671875,3786.579728095245,3729.020793503234,2918421504,0
2011,KGZ,3,0,5079922897,5514600,8.53,3.999999886,0,3471.801513671875,3786.579728095245,3729.020793503234,3349396480,0
2012,KGZ,4,4,5075444934,5607200,8.43,12.00000012,0,3471.801513671875,3786.579728095245,3729.020793503234,3532763136,0
2013,KGZ,4,4,5629453576,5719600,8.33,8.000000036,0,3471.801513671875,3786.579728095245,3729.020793503234,3571854336,0
2014,KGZ,4,5,5855984962,5835500,8.05,8.999999998,0,3471.801513671875,3786.579728095245,3729.020793503234,3506310400,0
2000,LAO,1.5,-7,3582186705,5323701,1.95,15.00000011,0,2778.652099609375,2440.4619964544295,2212.3441186348314,53461012,0
2001,LAO,1.5,-7,3788213052,5409584,1.82,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,41576560,0
2002,LAO,1.5,-7,4012427673,5493247,1.73,1.999999999,0,2778.652099609375,2440.4619964544295,2212.3441186348314,39824604,0
2003,LAO,1.5,-7,4255861752,5576640,1.62,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,66181888,1
2004,LAO,1.5,-7,4526436482,5662199,1.49,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,60420072,1
2005,LAO,1.5,-7,4848156050,5751675,1.35,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,63728268,1
2006,LAO,1.5,-7,5266031526,5846075,1.15,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,100865208,1
2007,LAO,1.5,-7,5666082926,5944950,0.99,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,97530512,1
2008,LAO,1.5,-7,6109448405,6046630,0.85,5.999999993,0,2778.652099609375,2440.4619964544295,2212.3441186348314,160447136,1
2009,LAO,1.5,-7,6567765473,6148621,0.81,26.00000011,0,2778.652099609375,2440.4619964544295,2212.3441186348314,265695424,1
2010,LAO,1,-7,7127792630,6249168,0.71,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,339185888,1
2011,LAO,1,-7,7700771123,6347564,0.71,48.00000018,0,2778.652099609375,2440.4619964544295,2212.3441186348314,324113920,1
2012,LAO,1.5,-7,8318842593,6444527,0.71,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,650557056,1
2013,LAO,1.5,-7,8986537875,6541302,0.71,23.00000003,0,2778.652099609375,2440.4619964544295,2212.3441186348314,1210635264,1
2014,LAO,1,-7,9670589853,6639763,0.7,0,0,2778.652099609375,2440.4619964544295,2212.3441186348314,1235156480,1
2000,LKA,4.5,5,34271798041,18777606,7.74,10.00000002,1,5171.4912109375,4914.149336584854,4816.666324575684,129732856,0
2001,LKA,4.5,6,33742158886,18911727,7.9,0,1,5171.4912109375,4914.149336584854,4816.666324575684,153105424,0
2002,LKA,4.5,6,35079926055,19062476,8.76,2,0,5171.4912109375,4914.149336584854,4816.666324575684,171954032,0
2003,LKA,5,5,37163768055,19224036,8.22,235.0000116,1,5171.4912109375,4914.149336584854,4816.666324575684,201515536,0
2004,LKA,5,5,39187357999,19387153,8.38,35405.2017,0,5171.4912109375,4914.149336584854,4816.666324575684,247985936,0
2005,LKA,5,5,41633334151,19544988,7.67,6.000000002,1,5171.4912109375,4914.149336584854,4816.666324575684,346805632,0
2006,LKA,4,6,44825899741,19695977,6.5,29.00000028,1,5171.4912109375,4914.149336584854,4816.666324575684,423776384,0
2007,LKA,4,6,47872638203,19842044,5.97,32.99999988,1,5171.4912109375,4914.149336584854,4816.666324575684,461696384,1
2008,LKA,4,6,50721102373,19983984,5.22,47.99999991,1,5171.4912109375,4914.149336584854,4816.666324575684,606244672,1
2009,LKA,3,0,52516077579,20123508,5.85,4.000000012,1,5171.4912109375,4914.149336584854,4816.666324575684,660476928,1
2010,LKA,4,5,56725749222,20261738,4.78,36.99999998,0,5171.4912109375,4914.149336584854,4816.666324575684,802560192,1
2011,LKA,4,5,61493396998,20398496,4.12,64.99999945,0,5171.4912109375,4914.149336584854,4816.666324575684,1305740416,1
2012,LKA,3,-2,67116705113,20425000,3.88,53.00000008,0,5171.4912109375,4914.149336584854,4816.666324575684,616668800,1
2013,LKA,3.5,-2,69395808982,20585000,4.24,117.0000004,0,5171.4912109375,4914.149336584854,4816.666324575684,1893371008,1
2014,LKA,4.5,6,72838327289,20778000,4.19,288.5000102,0,5171.4912109375,4914.149336584854,4816.666324575684,2074844800,1
2000,LSO,4,4,1634886335,2032805,35.27,0,0,11972.859375,11813.464358477782,11776.659311573212,10069729,0
2001,LSO,4,6,1693114156,2035738,34.35,1.000000001,0,11972.859375,11813.464358477782,11776.659311573212,11645891,0
2002,LSO,5.5,8,1705369525,2029832,33.58,0,0,11972.859375,11813.464358477782,11776.659311573212,16394336,0
2003,LSO,5.5,8,1783130569,2018355,32.72,0,0,11972.859375,11813.464358477782,11776.659311573212,15240141,0
2004,LSO,5.5,8,1813307811,2005953,31.77,0,0,11972.859375,11813.464358477782,11776.659311573212,25918426,0
2005,LSO,5.5,8,1876159280,1996115,30.78,0,0,11972.859375,11813.464358477782,11776.659311573212,30700888,0
2006,LSO,5.5,8,1955522598,1989933,29.69,0,0,11972.859375,11813.464358477782,11776.659311573212,35022848,0
2007,LSO,5.5,8,2037418210,1986926,28.65,0,0,11972.859375,11813.464358477782,11776.659311573212,29305632,0
2008,LSO,5.5,8,2149925019,1987130,27.76,0,0,11972.859375,11813.464358477782,11776.659311573212,43382376,0
2009,LSO,5,8,2122932396,1990135,27.5,0,0,11972.859375,11813.464358477782,11776.659311573212,32348226,0
2010,LSO,5.5,8,2234731974,1995575,26.81,0,0,11972.859375,11813.464358477782,11776.659311573212,38243360,0
2011,LSO,5.5,7,2337848144,2003793,26.04,26.00000036,0,11972.859375,11813.464358477782,11776.659311573212,45630008,0
2012,LSO,5.5,8,2485946655,2014988,25.3,0,0,11972.859375,11813.464358477782,11776.659311573212,59807748,0
2013,LSO,5.5,6,2530508031,2028528,24.58,0,0,11972.859375,11813.464358477782,11776.659311573212,57454036,0
2014,LSO,5,8,2573793484,2043448,24.47,0,0,11972.859375,11813.464358477782,11776.659311573212,53942172,0
2000,MDG,5,7,7733390473,15766806,5.8,152.9999981,0,9676.3251953125,9529.575970397185,9476.068391763809,40931132,0
2001,MDG,5,7,8195865456,16260933,5.35,0,0,9676.3251953125,9529.575970397185,9476.068391763809,55225352,0
2002,MDG,4.5,7,7178924839,16765122,5.2,22.99999991,0,9676.3251953125,9529.575970397185,9476.068391763809,22168950,0
2003,MDG,5,7,7881374890,17279139,5.01,105.0000013,0,9676.3251953125,9529.575970397185,9476.068391763809,120065336,0
2004,MDG,5,7,8295699053,17802992,3.72,395.0000105,0,9676.3251953125,9529.575970397185,9476.068391763809,158190128,0
2005,MDG,5,7,8690229650,18336722,2.62,106.9999996,0,9676.3251953125,9529.575970397185,9476.068391763809,148381744,0
2006,MDG,4.5,7,9159372432,18880265,2.84,4.000000002,0,9676.3251953125,9529.575970397185,9476.068391763809,167782592,0
2007,MDG,4.5,7,9682424275,19433520,3.06,10.99999999,0,9676.3251953125,9529.575970397185,9476.068391763809,239764128,0
2008,MDG,4.5,7,10332370458,19996476,3.34,104.9999997,0,9676.3251953125,9529.575970397185,9476.068391763809,452116800,0
2009,MDG,5,8,9921275541,20569115,3.88,27.00000005,0,9676.3251953125,9529.575970397185,9476.068391763809,307957440,0
2010,MDG,4.5,6,9982711030,21151640,4.28,0,0,9676.3251953125,9529.575970397185,9476.068391763809,282191392,0
2011,MDG,4,7,10140281078,21743970,2.02,35.00000004,0,9676.3251953125,9529.575970397185,9476.068391763809,345588704,0
2012,MDG,4.5,0,10445619788,22346641,0.6,34.99999977,0,9676.3251953125,9529.575970397185,9476.068391763809,377350464,0
2013,MDG,4,5,10685909460,22961259,0.94,51.00000008,0,9676.3251953125,9529.575970397185,9476.068391763809,451621792,0
2014,MDG,4.5,6,11042733589,23589897,1.33,16.99999998,0,9676.3251953125,9529.575970397185,9476.068391763809,504239008,0
2000,MKD,4.5,6,7021546709,2034823,32.2,0,0,7531.091796875,7872.9579314193725,7850.636545718075,14465635,0
2001,MKD,4,6,6806177853,2042844,30.52,0,1,7531.091796875,7872.9579314193725,7850.636545718075,13013667,0
2002,MKD,5,9,6907839381,2048930,31.94,0,0,7531.091796875,7872.9579314193725,7850.636545718075,16327080,0
2003,MKD,5,9,7061373134,2053426,36.69,2.000000001,0,7531.091796875,7872.9579314193725,7850.636545718075,29592258,0
2004,MKD,5,9,7391428039,2057044,37.16,0,0,7531.091796875,7872.9579314193725,7850.636545718075,44797196,0
2005,MKD,5,9,7740605652,2060280,37.25,1,0,7531.091796875,7872.9579314193725,7850.636545718075,63264620,0
2006,MKD,5,9,8138242512,2063132,36.03,0,0,7531.091796875,7872.9579314193725,7850.636545718075,75756104,0
2007,MKD,5,9,8665070571,2065408,34.93,0,0,7531.091796875,7872.9579314193725,7850.636545718075,122767496,0
2008,MKD,5,9,9139223354,2067309,33.76,0,0,7531.091796875,7872.9579314193725,7850.636545718075,171226368,0
2009,MKD,5.5,9,9106448741,2069030,32.18,1.000000016,0,7531.091796875,7872.9579314193725,7850.636545718075,186192464,0
2010,MKD,5,9,9412311666,2070737,32.02,0,0,7531.091796875,7872.9579314193725,7850.636545718075,185972720,0
2011,MKD,5.5,8,9632549033,2072484,31.38,0.999999999,0,7531.091796875,7872.9579314193725,7850.636545718075,63093788,0
2012,MKD,5,9,9588606960,2074275,31.02,0,0,7531.091796875,7872.9579314193725,7850.636545718075,61801084,0
2013,MKD,5.5,8,9869098420,2076065,29,1,0,7531.091796875,7872.9579314193725,7850.636545718075,44666760,0
2014,MKD,5,9,10227260192,2077780,28.03,0,0,7531.091796875,7872.9579314193725,7850.636545718075,51241360,0
2000,MLI,5.5,6,6075764625,10946448,5.33,15.00000004,0,11841.599609375,12010.717867402649,11992.161057516334,8455190,0
2001,MLI,5.5,6,7009988743,11271603,6.1,1.999999999,0,11841.599609375,12010.717867402649,11992.161057516334,17523576,0
2002,MLI,5.5,7,7227740601,11616890,6.97,1.999999999,0,11841.599609375,12010.717867402649,11992.161057516334,15869365,0
2003,MLI,6,7,7886841302,11982692,7.86,0,0,11841.599609375,12010.717867402649,11992.161057516334,23716936,0
2004,MLI,6,7,8009875921,12369078,8.75,0,0,11841.599609375,12010.717867402649,11992.161057516334,35280444,0
2005,MLI,6,7,8533303592,12775509,9.76,0,0,11841.599609375,12010.717867402649,11992.161057516334,39972808,0
2006,MLI,6,7,8931142153,13203378,10.72,1,0,11841.599609375,12010.717867402649,11992.161057516334,44797624,0
2007,MLI,5.5,7,9243162037,13651455,11.71,18.00000003,1,11841.599609375,12010.717867402649,11992.161057516334,68868584,0
2008,MLI,5.5,7,9684351571,14113578,10.23,0,1,11841.599609375,12010.717867402649,11992.161057516334,100229000,0
2009,MLI,5.5,7,10149812717,14581427,9.28,24.99999993,1,11841.599609375,12010.717867402649,11992.161057516334,118895600,0
2010,MLI,5.5,8,10689167195,15049352,8.07,0,0,11841.599609375,12010.717867402649,11992.161057516334,163442464,0
2011,MLI,6,8,11032624437,15514593,6.9,1,0,11841.599609375,12010.717867402649,11992.161057516334,204302576,0
2012,MLI,5.5,8,10940310648,15979492,6.62,0,1,11841.599609375,12010.717867402649,11992.161057516334,202206592,0
2013,MLI,5,7,11191398248,16449854,6.35,37.00000023,1,11841.599609375,12010.717867402649,11992.161057516334,193159088,0
2014,MLI,6,7,11984273436,16934213,6.38,0,1,11841.599609375,12010.717867402649,11992.161057516334,198511952,0
2000,NER,4,5,4863999084,11331561,1.48,2,0,11024.166015625,10977.152125023651,10952.09500513278,8032569.5,0
2001,NER,4,5,5217521099,11751364,1.47,4.000000002,0,11024.166015625,10977.152125023651,10952.09500513278,14465635,0
2002,NER,4,5,5474143339,12189988,1.86,3.999999998,0,11024.166015625,10977.152125023651,10952.09500513278,25937960,0
2003,NER,4,5,5592965663,12647983,2.28,7.000000006,0,11024.166015625,10977.152125023651,10952.09500513278,31762736,0
2004,NER,5,6,5613312960,13125914,2.69,0,0,11024.166015625,10977.152125023651,10952.09500513278,16434447,0
2005,NER,5,6,6024873704,13624474,3.1,0,0,11024.166015625,10977.152125023651,10952.09500513278,20518500,0
2006,NER,5,6,6382211974,14143969,2.33,4.000000001,0,11024.166015625,10977.152125023651,10952.09500513278,42903084,0
2007,NER,4.5,6,6582787287,14685404,1.7,6.999999997,1,11024.166015625,10977.152125023651,10952.09500513278,16895992,0
2008,NER,4.5,6,7091729840,15250913,1.22,7.000000009,1,11024.166015625,10977.152125023651,10952.09500513278,99768800,0
2009,NER,4,5,7230912194,15843131,0.91,3,0,11024.166015625,10977.152125023651,10952.09500513278,200563104,0
2010,NER,4.5,5,7851191899,16464025,0.58,4.999999999,0,11024.166015625,10977.152125023651,10952.09500513278,195119296,0
2011,NER,4,5,8036303921,17114770,0.32,16.00000002,0,11024.166015625,10977.152125023651,10952.09500513278,97586936,0
2012,NER,4.5,4,8884049167,17795209,2.18,91.0000018,0,11024.166015625,10977.152125023651,10952.09500513278,111692904,0
2013,NER,5,5,9356247986,18504287,1.22,32.00000013,0,11024.166015625,10977.152125023651,10952.09500513278,129732856,0
2014,NER,5,6,9977702763,19240182,0.52,36.00000015,0,11024.166015625,10977.152125023651,10952.09500513278,159828128,0
2000,NGA,4,4,168314000000,122283853,3.83,36.00000002,0,11466.0625,11356.994600437927,11329.17625481151,1375870208,0
2001,NGA,3.5,4,178274000000,125394046,3.82,200.0000006,0,11466.0625,11356.994600437927,11329.17625481151,365937312,0
2002,NGA,3.5,4,205602000000,128596079,3.85,0,0,11466.0625,11356.994600437927,11329.17625481151,493248576,0
2003,NGA,4,4,220708000000,131900634,3.84,15.99999999,0,11466.0625,11356.994600437927,11329.17625481151,653685248,0
2004,NGA,4,4,241125000000,135320420,3.81,93.99999988,1,11466.0625,11356.994600437927,11329.17625481151,1032935616,0
2005,NGA,4,4,256649000000,138865014,3.77,60.00000002,0,11466.0625,11356.994600437927,11329.17625481151,1394684928,0
2006,NGA,4,4,272201000000,142538305,3.69,39.99999997,0,11466.0625,11356.994600437927,11329.17625481151,1707223168,0
2007,NGA,4,4,290142000000,146339971,3.62,90.99999996,0,11466.0625,11356.994600437927,11329.17625481151,2089151872,0
2008,NGA,3.5,4,309769000000,150269622,3.59,0,0,11466.0625,11356.994600437927,11329.17625481151,4043816192,0
2009,NGA,4.5,5,334665000000,154324939,3.75,31,1,11466.0625,11356.994600437927,11329.17625481151,3867780352,0
2010,NGA,5,6,361457000000,158503203,3.77,40.00000001,0,11466.0625,11356.994600437927,11329.17625481151,4765852160,0
2011,NGA,4.5,5,380642000000,162805080,3.77,185.0000002,1,11466.0625,11356.994600437927,11329.17625481151,6316806144,0
2012,NGA,3,3,396744000000,167228803,3.74,377.9999962,1,11466.0625,11356.994600437927,11329.17625481151,6481388544,0
2013,NGA,4.5,6,423212000000,171765819,3.7,19,1,11466.0625,11356.994600437927,11329.17625481151,8475380736,0
2014,NGA,4,4,449915000000,176404931,4.56,15,1,11466.0625,11356.994600437927,11329.17625481151,10327884800,0
2000,SUR,6.5,9,2696863364,470944,12.69,0,0,14866.916015625,15231.127102104187,15133.595784122605,6969595,0
2001,SUR,6.5,8,2810131626,476574,11.83,0,0,14866.916015625,15231.127102104187,15133.595784122605,5973609.5,0
2002,SUR,6.5,8,2888815337,482228,11.08,0,0,14866.916015625,15231.127102104187,15133.595784122605,5466998,0
2003,SUR,6.5,8,3070810677,487938,10.3,0,0,14866.916015625,15231.127102104187,15133.595784122605,5462625.5,0
2004,SUR,6.5,8,3331829593,493680,9.49,0,0,14866.916015625,15231.127102104187,15133.595784122605,6318101,0
2005,SUR,6,8,3481761947,499461,9.28,0,0,14866.916015625,15231.127102104187,15133.595784122605,10620516,0
2006,SUR,6,7,3683479343,505292,9,3.000000073,0,14866.916015625,15231.127102104187,15133.595784122605,9579122,0
2007,SUR,6,7,3871759941,511181,8.74,0,0,14866.916015625,15231.127102104187,15133.595784122605,11895823,0
