year,recipient_iso3,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2002,AFG,NA,0.447,26890054382.385,22600774,5152785033972.09,1280400000,1285.999798,1,4180.4375,4434.381992228317,4369.992802879414,79936,19910993,0,0.1271514,0.9117647,NA,South Asia
2003,AFG,NA,0.463,29265058689.4061,23680871,5670023166308.18,1288400000,137.0000003,1,4180.4375,4434.381992228317,4369.992802879414,612288,26446713,0,0.06329,0.9485294,NA,South Asia
2004,AFG,NA,0.493,29678901146.3632,24726689,6243467841396.09,1296075000,18.00000003,1,4180.4375,4434.381992228317,4369.992802879414,947329,56973084,0,0.0690319,0.9469697,NA,South Asia
2005,AFG,NA,0.605,33011757107.8906,25654274,6954885516694.85,1303720000,561.0000677,1,4180.4375,4434.381992228317,4369.992802879414,1511677,51208556,0,0.0766138,0.9493671,NA,South Asia
2006,AFG,NA,0.666,34780330056.488,26433058,7839613419837.17,1311020000,382.0000069,1,4180.4375,4434.381992228317,4369.992802879414,185744,100486966,0,0.5018814,0.9166667,NA,South Asia
2007,AFG,NA,0.667,39589169629.938904,27100542,8955257903305.3,1317885000,296.0000261,1,4180.4375,4434.381992228317,4369.992802879414,2376291,169532599,0,0.0494248,0.9438202,NA,South Asia
2008,AFG,NA,0.674,41143038133.026,27722281,9819501089971.55,1324655000,0,1,4180.4375,4434.381992228317,4369.992802879414,2693017,151626761,0,0.0259363,0.9277778,-47951776.13,South Asia
2009,AFG,NA,0.668,49943751386.6576,28394806,10742409055886.5,1331260000,100.9999999,1,4180.4375,4434.381992228317,4369.992802879414,1375868,213366201,0,0.095249,0.9473684,-55860135.47,South Asia
2010,AFG,NA,0.66,57116893447.1231,29185511,11884957832311.2,1337705000,349.9999974,1,4180.4375,4434.381992228317,4369.992802879414,3680419,175264609,0,0.0097494,0.9583333,-192022479.5,South Asia
2011,AFG,NA,0.656,57360414055.1093,30117411,13020070209403.8,1345035000,61.99999998,1,4180.4375,4434.381992228317,4369.992802879414,4403087,230009966,0,0.060318,0.9076087,-51036283.61,South Asia
2012,AFG,NA,0.657,64675178730.6937,31161378,14043934216102.1,1354190000,333.0000057,1,4180.4375,4434.381992228317,4369.992802879414,5186565,464033546,0,0.072863,0.9117647,-65684511.34,South Asia
2013,AFG,NA,0.659,68297470348.5577,32269592,15134607226924.2,1363240000,154.9999966,1,4180.4375,4434.381992228317,4369.992802879414,9595295,328258809,0,0.2764499,0.9416667,-47774027.01,South Asia
2014,AFG,-1,0.655,70158264544.684,33370804,16258467389928.8,1371860000,574.9999869,1,4180.4375,4434.381992228317,4369.992802879414,17371806,393559251,0,0.0254714,0.9342105,-42994416.21,South Asia
2015,AFG,-1,0.653,71176481723.2911,34413603,17403279549482.5,1379860000,191.9999994,0,4180.4375,4434.381992228317,4369.992802879414,11770644,361819889,0,0.5770068,0.8623188,-166983554.9,South Asia
2016,AFG,-1,0.63,72785293847.6716,35383028,18595188781703.6,1387790000,77.99999873,0,4180.4375,4434.381992228317,4369.992802879414,4534101,430653261,0,0.2491919,0.8640777,-79585268.75,South Asia
2017,AFG,-1,0.635,74711922906.3738,36296111,19887033884256.7,1396215000,155.0000002,0,4180.4375,4434.381992228317,4369.992802879414,3427619,541205985,0,0.5518366,0.7743363,-40273161,South Asia
2002,AGO,-2,0.327,91427834244.5352,17519418,5152785033972.09,1280400000,7.999999995,1,11769.5146484375,11829.967001156616,11803.086859800445,1087049343,61310901,0,0.1261423,0.8277778,-1643393000,Sub-Saharan Africa
2003,AGO,-2,0.348,94161526488.4468,18121477,5670023166308.18,1288400000,14.99999998,0,11769.5146484375,11829.967001156616,11803.086859800445,2205934880,145791215,0,0.6001755,0.9050633,-3481071780,Sub-Saharan Africa
2004,AGO,-2,0.349,104472213644.531,18758138,6243467841396.09,1296075000,28.00000002,1,11769.5146484375,11829.967001156616,11803.086859800445,4717339146,193517905,0,0.3051307,0.9126984,-1413991820,Sub-Saharan Africa
2005,AGO,-2,0.354,120174387345.433,19433604,6954885516694.85,1303720000,0,0,11769.5146484375,11829.967001156616,11803.086859800445,6581828714,372793946,0,0.23275,0.9130435,1523198987,Sub-Saharan Africa
2006,AGO,-2,0.354,134054529081.281,20149905,7839613419837.17,1311020000,0,0,11769.5146484375,11829.967001156616,11803.086859800445,10933295107,894185633,0,0.4437889,0.9010417,228299945.9,Sub-Saharan Africa
2007,AGO,-2,0.354,152835568617.106,20905360,8955257903305.3,1317885000,104.9999988,1,11769.5146484375,11829.967001156616,11803.086859800445,12888664603,1234518651,0,0.327506,0.9032258,1805123607,Sub-Saharan Africa
2008,AGO,-2,0.381,169907301622.794,21695636,9819501089971.55,1324655000,7,0,11769.5146484375,11829.967001156616,11803.086859800445,22382523829,2942469756,0,0.0838169,0.9022989,890672963.9,Sub-Saharan Africa
2009,AGO,-2,0.439,171368504420.408,22514275,10742409055886.5,1331260000,62.00000006,1,11769.5146484375,11829.967001156616,11803.086859800445,14675830702,2385960008,0,4.354e-4,0.9487179,-2198545055,Sub-Saharan Africa
2010,AGO,-2,0.57,179697013732.907,23356247,11884957832311.2,1337705000,25.00000005,0,11769.5146484375,11829.967001156616,11803.086859800445,22815049454,2003872576,0,0.155523,0.9166667,4567640566,Sub-Saharan Africa
2011,AGO,-2,0.571,185932500111.876,24220660,13020070209403.8,1345035000,129.9999994,0,11769.5146484375,11829.967001156616,11803.086859800445,24922180492,2784153366,0,0.0395278,0.8915663,5116413414,Sub-Saharan Africa
2012,AGO,-2,0.568,201811135626.822,25107925,14043934216102.1,1354190000,0,0,11769.5146484375,11829.967001156616,11803.086859800445,33561896917,4039171270,0,0.108812,0.9038462,2351103731,Sub-Saharan Africa
2013,AGO,-2,0.562,211800786835.41,26015786,15134607226924.2,1363240000,8.999999996,0,11769.5146484375,11829.967001156616,11803.086859800445,31972669347,3964058933,0,0.2158126,0.942623,8041583617,Sub-Saharan Africa
2014,AGO,-2,0.562,222009584757.969,26941773,16258467389928.8,1371860000,0,0,11769.5146484375,11829.967001156616,11803.086859800445,31106015046,5974996819,0,0.1136612,0.9276316,-2770722211,Sub-Saharan Africa
2015,AGO,-2,0.562,224096474853.328,27884380,17403279549482.5,1379860000,73.99999985,0,11769.5146484375,11829.967001156616,11803.086859800445,16001611383,3717145883,0,0.8242046,0.9333333,-10813085379,Sub-Saharan Africa
2016,AGO,-2,0.562,218314785810.082,28842482,18595188781703.6,1387790000,112.9999979,0,11769.5146484375,11829.967001156616,11803.086859800445,13966117080,1680398624,0,0.4609703,0.8454545,452522618.9,Sub-Saharan Africa
2017,AGO,-2,0.576,217987313632.157,29816769,19887033884256.7,1396215000,11,0,11769.5146484375,11829.967001156616,11803.086859800445,20698709467,2257453225,0,0.2228755,0.8076923,8749300466,Sub-Saharan Africa
2002,ALB,7,0.742,20606188274.0957,3051010,5152785033972.09,1280400000,6.999999995,0,7686.0791015625,8026.048389128113,8004.22609619096,85053,18685900,0,1.699082,0.6086957,-135000000,Europe & Central Asia
2003,ALB,7,0.746,21745429719.1089,3039616,5670023166308.18,1288400000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,57918,32194331,0,2.216468,0.6569767,-178036400.7,Europe & Central Asia
2004,ALB,7,0.74,22944617953.9331,3026939,6243467841396.09,1296075000,1.000000014,0,7686.0791015625,8026.048389128113,8004.22609619096,5957247,63247738,0,2.052833,0.6103896,-327681210.2,Europe & Central Asia
2005,ALB,9,0.754,24212634883.9104,3011487,6954885516694.85,1303720000,3.000000001,0,7686.0791015625,8026.048389128113,8004.22609619096,7042678,83209654,0,2.293837,0.6024096,-258417488.7,Europe & Central Asia
2006,ALB,9,0.774,25641824164.7197,2992547,7839613419837.17,1311020000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,12841603,66055212,0,1.959453,0.6805556,-314638316.8,Europe & Central Asia
2007,ALB,9,0.778,27176041049.7866,2970017,8955257903305.3,1317885000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,66341169,89979474,0,1.474717,0.6858974,-647365283.8,Europe & Central Asia
2008,ALB,9,0.775,29214255387.6091,2947314,9819501089971.55,1324655000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,88259172,196105777,0,1.63769,0.6666667,-881244175.1,Europe & Central Asia
2009,ALB,9,0.773,30194186044.7209,2927519,10742409055886.5,1331260000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,64319826,207861575,0,1.376666,0.7108434,-950761387.6,Europe & Central Asia
2010,ALB,9,0.774,31313465847.0655,2913021,11884957832311.2,1337705000,1.999999976,0,7686.0791015625,8026.048389128113,8004.22609619096,147572616,199277724,0,1.783464,0.7068966,-1043511678,Europe & Central Asia
2011,ALB,9,0.774,32110520730.793,2905195,13020070209403.8,1345035000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,155367791,281482764,0,1.764558,0.655914,-846616681.6,Europe & Central Asia
2012,ALB,9,0.773,32565604773.863,2900401,14043934216102.1,1354190000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,142720886,343904583,0,1.838312,0.6918605,-834803023.1,Europe & Central Asia
2013,ALB,9,0.746,32891917845.9358,2895092,15134607226924.2,1363240000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,234840915,324596499,0,1.518893,0.6428571,-1225674342,Europe & Central Asia
2014,ALB,9,0.75,33475568104.7524,2889104,16258467389928.8,1371860000,0,0,7686.0791015625,8026.048389128113,8004.22609619096,189322397,378269750,0,1.790204,0.6578947,-1074294190,Europe & Central Asia
2015,ALB,9,0.749,34218299363.5332,2880703,17403279549482.5,1379860000,1,0,7686.0791015625,8026.048389128113,8004.22609619096,127861359,430190806,0,1.237973,0.6478873,-910256726,Europe & Central Asia
2016,ALB,9,0.749,35352629377.7734,2876101,18595188781703.6,1387790000,1.999999999,0,7686.0791015625,8026.048389128113,8004.22609619096,128596467,506540419,0,1.493758,0.626087,-1037328978,Europe & Central Asia
2017,ALB,9,0.76,36696816738.7393,2873457,19887033884256.7,1396215000,1,0,7686.0791015625,8026.048389128113,8004.22609619096,196222142,454033529,0,1.429915,0.6694215,-1128922245,Europe & Central Asia
2002,BDI,2,0.405,5629970267.35008,6704118,5152785033972.09,1280400000,0,1,10011.623046875,9997.050326437378,9965.252117795892,490731,2227060,0,0.2023532,0.86184210000000006,NA,Sub-Saharan Africa
2003,BDI,3,0.413,5561074747.03563,6909161,5670023166308.18,1288400000,0,1,10011.623046875,9997.050326437378,9965.252117795892,1734586,3444756,0,0.4664519,0.9197531,-4618.425671,Sub-Saharan Africa
2004,BDI,5,0.416,5829878068.53526,7131688,6243467841396.09,1296075000,3.000000005,1,10011.623046875,9997.050326437378,9965.252117795892,318687,4814095,0,0.6838136,0.8933333,-44690.7076,Sub-Saharan Africa
2005,BDI,6,0.533,5882346971.20465,7364857,6954885516694.85,1303720000,0,1,10011.623046875,9997.050326437378,9965.252117795892,327082,11889091,0,0.292182,0.9520548,-584701.6926,Sub-Saharan Africa
2006,BDI,6,0.666,6200805891.82039,7607850,7839613419837.17,1311020000,21.99999997,1,10011.623046875,9997.050326437378,9965.252117795892,1746395,10178765,0,0.8685489,0.8613861,-31593.77819,Sub-Saharan Africa
2007,BDI,6,0.662,6414854765.17377,7862226,8955257903305.3,1317885000,4.999999991,0,10011.623046875,9997.050326437378,9965.252117795892,673626,13034353,0,0.5429138,0.8472222,-465213.1473,Sub-Saharan Africa
2008,BDI,6,0.66,6726726592.90757,8126104,9819501089971.55,1324655000,9.000000043,1,10011.623046875,9997.050326437378,9965.252117795892,121419,17682014,0,0.4234804,0.8563218,-3251690.822,Sub-Saharan Africa
2009,BDI,6,0.648,6983199655.00684,8397661,10742409055886.5,1331260000,0,0,10011.623046875,9997.050326437378,9965.252117795892,969077,33987913,0,0.3769331,0.9125,-348404.5346,Sub-Saharan Africa
2010,BDI,6,0.588,7341029824.51826,8675606,11884957832311.2,1337705000,8.999999956,0,10011.623046875,9997.050326437378,9965.252117795892,3458396,33360723,0,0.5254462,0.7857143,-780582.0036,Sub-Saharan Africa
2011,BDI,6,0.536,7637064192.37346,8958406,13020070209403.8,1345035000,11.99999998,0,10011.623046875,9997.050326437378,9965.252117795892,13748216,42543830,0,0.4794011,0.9117647,-3354999.181,Sub-Saharan Africa
2012,BDI,6,0.536,7976662009.32705,9245992,14043934216102.1,1354190000,0,0,10011.623046875,9997.050326437378,9965.252117795892,10677713,46459684,0,0.7281349,0.8809524,-604919.6515,Sub-Saharan Africa
2013,BDI,6,0.529,8369447994.2156,9540302,15134607226924.2,1363240000,0,0,10011.623046875,9997.050326437378,9965.252117795892,9306831,50962328,0,0.0644903,0.9326923,-116560393.8,Sub-Saharan Africa
2014,BDI,6,0.516,8724367008.49515,9844301,16258467389928.8,1371860000,96.00000037,1,10011.623046875,9997.050326437378,9965.252117795892,4143095,51602365,0,0.1908831,0.859375,-81719783.8,Sub-Saharan Africa
2015,BDI,-1,0.404,8384116688.14199,10160034,17403279549482.5,1379860000,37.00000005,0,10011.623046875,9997.050326437378,9965.252117795892,2815539,40088753,0,0.9637996,0.8888889,-49470693.08,Sub-Saharan Africa
2016,BDI,-1,0.328,8333811911.79175,10488002,18595188781703.6,1387790000,25.99999982,0,10011.623046875,9997.050326437378,9965.252117795892,2736689,45047488,0,1.019872,0.9174312,-18977.0905,Sub-Saharan Africa
2017,BDI,-1,0.315,8375481076.5592,10827010,19887033884256.7,1396215000,6.000000005,0,10011.623046875,9997.050326437378,9965.252117795892,6929048,45252632,0,1.205132,0.8603604,-306525.819,Sub-Saharan Africa
2002,BEN,6,0.824,18754921695.056,7295400,5152785033972.09,1280400000,0,0,11545.876953125,11663.807856619262,11645.768926344477,17005899,420854521,0,0.2236488,0.7820513,-12215422.28,Sub-Saharan Africa
2003,BEN,6,0.823,19400761822.8883,7520556,5670023166308.18,1288400000,0,0,11545.876953125,11663.807856619262,11645.768926344477,68398282,471061511,0,0.2806645,0.92,-44516493.5,Sub-Saharan Africa
2004,BEN,6,0.823,20260154372.6862,7750003,6243467841396.09,1296075000,0,0,11545.876953125,11663.807856619262,11645.768926344477,111272693,577262340,0,0.3976031,0.9113924,-65271226.22,Sub-Saharan Africa
2005,BEN,6,0.836,20607244157.9321,7982223,6954885516694.85,1303720000,0,0,11545.876953125,11663.807856619262,11645.768926344477,139392855,952951911,0,0.1408847,0.9444444,-53450076.84,Sub-Saharan Africa
2006,BEN,7,0.851,21419940047.2018,8216893,7839613419837.17,1311020000,0,0,11545.876953125,11663.807856619262,11645.768926344477,89382926,1452096313,0,0.3551714,0.8941176,-54978160.78,Sub-Saharan Africa
2007,BEN,7,0.845,22702212482.9423,8454790,8955257903305.3,1317885000,9.999999984,0,11545.876953125,11663.807856619262,11645.768926344477,113159474,1975914634,0,0.1731407,0.9127907,-261682357.9,Sub-Saharan Africa
2008,BEN,7,0.838,23813843817.0103,8696915,9819501089971.55,1324655000,15.00000007,0,11545.876953125,11663.807856619262,11645.768926344477,110161584,2314114926,0,0.2217821,0.8977273,-174531373.9,Sub-Saharan Africa
2009,BEN,7,0.838,24366156424.6825,8944713,10742409055886.5,1331260000,9.999999989,0,11545.876953125,11663.807856619262,11645.768926344477,93782107,1952662272,0,0.3630528,0.9320988,-103514099,Sub-Saharan Africa
2010,BEN,7,0.841,24881272742.8566,9199254,11884957832311.2,1337705000,46.00000018,0,11545.876953125,11663.807856619262,11645.768926344477,125631617,2273677526,0,0.688898,0.9109589,-194907272.3,Sub-Saharan Africa
2011,BEN,7,0.823,25618692190.0679,9460829,13020070209403.8,1345035000,0,0,11545.876953125,11663.807856619262,11645.768926344477,176474574,2874684516,0,0.3190132,0.9042553,-101574683.5,Sub-Saharan Africa
2012,BEN,7,0.82,26851264681.8907,9729254,14043934216102.1,1354190000,4,0,11545.876953125,11663.807856619262,11645.768926344477,261537667,2413661597,0,0.3291112,0.8795181,-241215299.3,Sub-Saharan Africa
2013,BEN,7,0.819,28782255584.8599,10004594,15134607226924.2,1363240000,0,0,11545.876953125,11663.807856619262,11645.768926344477,206006603,2992476675,0,0.053855600000000003,0.9274194,-301753783.2,Sub-Saharan Africa
2014,BEN,7,0.823,30612139032.0882,10286839,16258467389928.8,1371860000,0,0,11545.876953125,11663.807856619262,11645.768926344477,266630687,3485979171,0,0.3426824,0.8939394,-388459043.3,Sub-Saharan Africa
2015,BEN,7,0.844,31156469106.8687,10575962,17403279549482.5,1379860000,0,0,11545.876953125,11663.807856619262,11645.768926344477,77849434,2989072543,0,0.2839561,0.8157895,-117056378,Sub-Saharan Africa
2016,BEN,7,0.867,32196993426.2032,10872072,18595188781703.6,1387790000,0,0,11545.876953125,11663.807856619262,11645.768926344477,55392328,2039435616,0,0.1578151,0.8396226,-114409648.3,Sub-Saharan Africa
2017,BEN,7,0.868,34023063767.8647,11175192,19887033884256.7,1396215000,0,0,11545.876953125,11663.807856619262,11645.768926344477,91590374,1926508591,0,0.2009799,0.7393617,-168995331.7,Sub-Saharan Africa
2002,BGD,6,0.718,319558822053.732,132478077,5152785033972.09,1280400000,132,0,3036.238037109375,2943.368114466095,2789.0724686328394,32358560,1066270705,0,0.3631986,0.9108911,-49662443.99,South Asia
2003,BGD,6,0.723,334704527804.944,134791598,5670023166308.18,1288400000,290.9999998,0,3036.238037109375,2943.368114466095,2789.0724686328394,33392785,1334669027,0,0.0293355,0.9494382,-265507414.1,South Asia
2004,BGD,6,0.723,352241481692.06,136986429,6243467841396.09,1296075000,1002,0,3036.238037109375,2943.368114466095,2789.0724686328394,57006736,1906268226,0,0.2983759,0.9411765,-444836578,South Asia
2005,BGD,6,0.723,375263790993.136,139035505,6954885516694.85,1303720000,231.9999999,1,3036.238037109375,2943.368114466095,2789.0724686328394,78603114,2402740257,0,0.2737582,0.9444444,-811382056.1,South Asia
2006,BGD,6,0.654,400301034558.105,140921154,7839613419837.17,1311020000,153.9999999,1,3036.238037109375,2943.368114466095,2789.0724686328394,98835268,3090402929,0,0.0936231,0.9669811,-452928348.1,South Asia
2007,BGD,-6,0.414,428556680807.776,142660381,8955257903305.3,1317885000,5504.999782,0,3036.238037109375,2943.368114466095,2789.0724686328394,114171063,3349758080,1,0.3648589,0.9619565,-516766232.5,South Asia
2008,BGD,-6,0.419,454329178590.704,144304164,9819501089971.55,1324655000,68.00000002,0,3036.238037109375,2943.368114466095,2789.0724686328394,131909511,4556074057,1,0.1788673,0.9347826,-1137762261,South Asia
2009,BGD,5,0.671,477250652626.965,145924795,10742409055886.5,1331260000,23,0,3036.238037109375,2943.368114466095,2789.0724686328394,140721650,4441066871,1,0.2066649,0.95,-720457353.6,South Asia
2010,BGD,5,0.682,503842048119.057,147575433,11884957832311.2,1337705000,107.0000001,0,3036.238037109375,2943.368114466095,2789.0724686328394,268875896,6789096629,1,0.1565937,0.9655172,-1165816161,South Asia
2011,BGD,5,0.671,536412308289.44,149273134,13020070209403.8,1345035000,40.00000001,0,3036.238037109375,2943.368114466095,2789.0724686328394,449036340,7810657633,1,0.3186024,0.9255319,-967290773.5,South Asia
2012,BGD,5,0.666,571394215868.571,151005733,14043934216102.1,1354190000,272,0,3036.238037109375,2943.368114466095,2789.0724686328394,479727412,7970093212,1,0.0225719,0.9127907,-1295344530,South Asia
2013,BGD,4,0.628,605755610764.767,152761413,15134607226924.2,1363240000,50,0,3036.238037109375,2943.368114466095,2789.0724686328394,602366367,9705086684,1,0.4508251,0.9444444,-2056085293,South Asia
2014,BGD,1,0.545,642470817903.932,154517385,16258467389928.8,1371860000,79.00000002,0,3036.238037109375,2943.368114466095,2789.0724686328394,761107883,11782272267,1,0.1965632,0.9487179,-2497421016,South Asia
2015,BGD,1,0.533,684569616926.867,156256287,17403279549482.5,1379860000,158.9999999,0,3036.238037109375,2943.368114466095,2789.0724686328394,816845185,13894707663,1,0.7018999,0.8661972,-2771250741,South Asia
2016,BGD,1,0.528,733266327481.642,157977151,18595188781703.6,1387790000,170,0,3036.238037109375,2943.368114466095,2789.0724686328394,869397551,14300635412,1,0.4874269,0.8521739,-2292208318,South Asia
2017,BGD,1,0.524,781590411613.399,159685421,19887033884256.7,1396215000,163,0,3036.238037109375,2943.368114466095,2789.0724686328394,875144719,15169021003,0,0.3680311,0.7644628,-1683653529,South Asia
2002,BGR,9,0.875,94329506504.2682,7837161,5152785033972.09,1280400000,1,0,7364.44677734375,7576.192204337311,7550.9865174545,21474542,97603274,0,1.737542,0.63,-876321850.2,Europe & Central Asia
2003,BGR,9,0.875,99269688289.2725,7775327,5670023166308.18,1288400000,1.999999999,0,7364.44677734375,7576.192204337311,7550.9865174545,58732932,166471358,0,2.145304,0.6813187,-2070285898,Europe & Central Asia
2004,BGR,9,0.875,105732568261.713,7716860,6243467841396.09,1296075000,7.00000001,0,7364.44677734375,7576.192204337311,7550.9865174545,67141464,337968135,0,1.854597,0.6941176,-2879178250,Europe & Central Asia
2005,BGR,9,0.867,113193425726.925,7658972,6954885516694.85,1303720000,0.999999989,0,7364.44677734375,7576.192204337311,7550.9865174545,89119496,441636731,0,1.657252,0.7121212,-4004786052,Europe & Central Asia
2006,BGR,9,0.87,120893509686.099,7601022,7839613419837.17,1311020000,0.999999996,0,7364.44677734375,7576.192204337311,7550.9865174545,81850608,1782817930,0,1.883899,0.6880734,-7582756076,Europe & Central Asia
2007,BGR,9,0.871,128862061317.083,7545338,8955257903305.3,1317885000,13,0,7364.44677734375,7576.192204337311,7550.9865174545,158003697,818656787,0,1.574822,0.7119565,-12903082289,Europe & Central Asia
2008,BGR,9,0.875,136743288136.013,7492561,9819501089971.55,1324655000,3.00000001,0,7364.44677734375,7576.192204337311,7550.9865174545,216781956,1124844722,0,1.634429,0.6612903,-9179244610,Europe & Central Asia
2009,BGR,9,0.87,132269247011.209,7444443,10742409055886.5,1331260000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,140997020,596052099,0,1.593818,0.6785714,-3535417639,Europe & Central Asia
2010,BGR,9,0.856,134308576170.373,7395599,11884957832311.2,1337705000,0.999999982,0,7364.44677734375,7576.192204337311,7550.9865174545,322999381,660906308,0,1.906217,0.7093023,-1253650000,Europe & Central Asia
2011,BGR,9,0.854,137130675695.732,7348328,13020070209403.8,1345035000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,459981528,1005615637,0,1.770198,0.6648936,-1611440000,Europe & Central Asia
2012,BGR,9,0.851,138165916835.062,7305888,14043934216102.1,1354190000,5.999999997,0,7364.44677734375,7576.192204337311,7550.9865174545,840157165,1054597122,0,1.79734,0.6714286,-1378130000,Europe & Central Asia
2013,BGR,9,0.847,137391505208.716,7265115,15134607226924.2,1363240000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,956742907,1116984160,0,1.485624,0.6484375,-1637500000,Europe & Central Asia
2014,BGR,9,0.848,138719901125.652,7223938,16258467389928.8,1371860000,4.000000002,0,7364.44677734375,7576.192204337311,7550.9865174545,984859638,1178062014,0,1.843764,0.6346154,-211260000,Europe & Central Asia
2015,BGR,9,0.848,143475295512.222,7177991,17403279549482.5,1379860000,4.999999998,0,7364.44677734375,7576.192204337311,7550.9865174545,748306600,1043259427,0,1.25654,0.6458333,-2098190000,Europe & Central Asia
2016,BGR,9,0.849,147836693810.46,7127822,18595188781703.6,1387790000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,590108479,1055552573,0,1.526468,0.6239316,-661410000,Europe & Central Asia
2017,BGR,9,0.821,151920196034.544,7075947,19887033884256.7,1396215000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,969183021,1169047355,0,1.396896,0.6708333,-1511540000,Europe & Central Asia
2002,BLR,-7,0.47,88411500624.1222,9865548,5152785033972.09,1280400000,3.734341448,0,6480.6005859375,6851.684010948181,6821.943293963835,63778360,16222290,0,0.4494751,0.8282828,-453300000,Europe & Central Asia
2003,BLR,-7,0.466,94638492857.1568,9796749,5670023166308.18,1288400000,3.191162129,0,6480.6005859375,6851.684010948181,6821.943293963835,96721469,32224659,0,0.8631901,0.9157303,-170300000,Europe & Central Asia
2004,BLR,-7,0.463,105474357168.12,9730146,6243467841396.09,1296075000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,153953618,64945697,0,0.5603087,0.93125,-162500000,Europe & Central Asia
2005,BLR,-7,0.448,115388948348.906,9663915,6954885516694.85,1303720000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,490442463,81279477,0,0.5217894,0.90625,-304100000,Europe & Central Asia
2006,BLR,-7,0.441,126927837197.965,9604924,7839613419837.17,1311020000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,428773420,215798524,0,0.4128269,0.940367,-354100000,Europe & Central Asia
2007,BLR,-7,0.435,137843639493.308,9560953,8955257903305.3,1317885000,2.983377651,0,6480.6005859375,6851.684010948181,6821.943293963835,612587580,227227351,0,0.0878984,0.9505495,-1792100000,Europe & Central Asia
2008,BLR,-7,0.437,151903689949.072,9527985,9819501089971.55,1324655000,5.463254628,0,6480.6005859375,6851.684010948181,6821.943293963835,497824135,361362946,0,0.0634756,0.9731183,-2157300000,Europe & Central Asia
2009,BLR,-7,0.441,152207490204.709,9504583,10742409055886.5,1331260000,5.418402902,0,6480.6005859375,6851.684010948181,6821.943293963835,529594008,280421170,0,0.2173735,0.9634146,-1774200000,Europe & Central Asia
2010,BLR,-7,0.445,164077036415.003,9483836,11884957832311.2,1337705000,3.596249948,0,6480.6005859375,6851.684010948181,6821.943293963835,476097301,795610109,0,0.5275712,0.9294118,-1342800000,Europe & Central Asia
2011,BLR,-7,0.428,172902260196.085,9461643,13020070209403.8,1345035000,6.00596991,0,6480.6005859375,6851.684010948181,6821.943293963835,599466415,705134767,0,0.1818555,0.9120879,-3876900000,Europe & Central Asia
2012,BLR,-7,0.435,175819355671.141,9446836,14043934216102.1,1354190000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,663130414,919816968,0,0.5009223,0.9156627,-1308100000,Europe & Central Asia
2013,BLR,-7,0.471,177583651637.882,9443211,15134607226924.2,1363240000,2.990950439,0,6480.6005859375,6851.684010948181,6821.943293963835,580512302,872159994,0,0.2053795,0.9035088,-1983900000,Europe & Central Asia
2014,BLR,-7,0.471,180649428903.241,9448515,16258467389928.8,1371860000,2.888854951,0,6480.6005859375,6851.684010948181,6821.943293963835,738277242,1110594383,0,0.5086365,0.9041096,-1788600000,Europe & Central Asia
2015,BLR,-7,0.48,173731331560.254,9461076,17403279549482.5,1379860000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,1010810007,748901088,0,0.0723262,0.8656716,-1545700000,Europe & Central Asia
2016,BLR,-7,0.485,169342102526.663,9469379,18595188781703.6,1387790000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,435188908,1090019147,0,0.1239436,0.8486239,-1124000000,Europe & Central Asia
2017,BLR,-7,0.488,173630155305.786,9458989,19887033884256.7,1396215000,0,0,6480.6005859375,6851.684010948181,6821.943293963835,515383927,933361512,0,0.1308451,0.8478261,-1208500000,Europe & Central Asia
2002,BWA,8,0.872,18575229496.092,1704637,5152785033972.09,1280400000,0,0,11792.978515625,11577.53436309967,11540.955815879572,5083,18977534,0,0.0430444,0.8611111,-365114185.4,Sub-Saharan Africa
2003,BWA,8,0.872,19434500057.8302,1734387,5670023166308.18,1288400000,0,0,11792.978515625,11577.53436309967,11540.955815879572,2175988,22769682,0,0.4494414,0.9137931,-211973062.2,Sub-Saharan Africa
2004,BWA,8,0.877,19960362983.3267,1765533,6243467841396.09,1296075000,0,0,11792.978515625,11577.53436309967,11540.955815879572,2860708,49541361,0,0.3292182,0.9315068,-429642225.6,Sub-Saharan Africa
2005,BWA,8,0.881,20869885999.523,1799077,6954885516694.85,1303720000,0,0,11792.978515625,11577.53436309967,11540.955815879572,4004099,58513171,0,0.2496483,0.9320988,-363607719.7,Sub-Saharan Africa
