year,recipient_iso3,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2008,ARG,8,0.908,925990210832.673,40080159,9819501089971.55,1324655000,11,0,19297.466796875,19110.127210772705,19099.0293440421,9361349629,5054732598,0,0.7176458,0.8138298,-8334618541,Latin America & Caribbean
2009,ARG,8,0.905,871185248000,40482786,10742409055886.5,1331260000,21.99999999,0,19297.466796875,19110.127210772705,19099.0293440421,4306017303,3482892910,0,0.5961438,0.8928571,-3305612521,Latin America & Caribbean
2010,ARG,8,0.9,959396223037.209,40788453,11884957832311.2,1337705000,6.999999992,0,19297.466796875,19110.127210772705,19099.0293440421,6804128143,6115764185,0,0.8765143,0.8735632,-10367957946,Latin America & Caribbean
2011,ARG,8,0.9,1016997908810.97,41261490,13020070209403.8,1345035000,1.999999996,0,19297.466796875,19110.127210772705,19099.0293440421,6256571958,8502556365,0,0.6698222,0.8736842,-9351930945,Latin America & Caribbean
2012,ARG,8,0.902,1006559234253.78,41733271,14043934216102.1,1354190000,4.000000008,0,19297.466796875,19110.127210772705,19099.0293440421,6560805532,7869366024,0,0.7536336,0.8604651,-14269084339,Latin America & Caribbean
2013,ARG,8,0.904,1030770242883.07,42202935,15134607226924.2,1363240000,58.00000086,0,19297.466796875,19110.127210772705,19099.0293440421,6085768453,8750429703,0,0.3890482,0.8984375,-8931688999,Latin America & Caribbean
2014,ARG,8,0.912,1004870951838,42669500,16258467389928.8,1371860000,7.999999993,0,19297.466796875,19110.127210772705,19099.0293440421,5246944098,7679829418,0,0.6868584,0.8910256,-3144794109,Latin America & Caribbean
2015,ARG,9,0.906,1032315583600.75,43131966,17403279549482.5,1379860000,17,0,19297.466796875,19110.127210772705,19099.0293440421,5717476184,8805106457,0,0.0863811,0.8402778,-10883760784,Latin America & Caribbean
2016,ARG,9,0.894,1010840035079.44,43590368,18595188781703.6,1387790000,3,0,19297.466796875,19110.127210772705,19099.0293440421,5118095612,7200837601,0,0.3108012,0.7777778,-1473633407,Latin America & Caribbean
2017,ARG,9,0.892,1039330591568.54,44044811,19887033884256.7,1396215000,1,0,19297.466796875,19110.127210772705,19099.0293440421,4754226912,9067210848,0,0.2609253,0.7520661,-10361231244,Latin America & Caribbean
2002,CRI,10,0.96,53536385097.8716,4100922,5152785033972.09,1280400000,10.99999994,0,14090.978515625,14458.744185914611,14423.89731136936,184494270,81651337,0,0.3692214,0.78125,-590835689.6,Latin America & Caribbean
2003,CRI,10,0.96,55847647136.362,4164053,5670023166308.18,1288400000,3.000000002,0,14090.978515625,14458.744185914611,14423.89731136936,560899817,98516519,0,0.9836859,0.8444444,-622098560,Latin America & Caribbean
2004,CRI,10,0.959,58318681906.6268,4225156,6243467841396.09,1296075000,10.0000001,0,14090.978515625,14458.744185914611,14423.89731136936,641289829,154418073,0,0.8387569,0.8414634,-877263569.9,Latin America & Caribbean
2005,CRI,10,0.959,60637821316.2271,4285504,6954885516694.85,1303720000,6.000000005,0,14090.978515625,14458.744185914611,14423.89731136936,922082265,228767341,0,0.7110921,0.859375,-1379189636,Latin America & Caribbean
2006,CRI,10,0.962,65080569800.779,4345421,7839613419837.17,1311020000,0,0,14090.978515625,14458.744185914611,14423.89731136936,1747273688,408749465,0,0.6225358,0.8990826,-1582059955,Latin America & Caribbean
2007,CRI,10,0.963,70427024505.5277,4404626,8955257903305.3,1317885000,19.00000013,0,14090.978515625,14458.744185914611,14423.89731136936,2306640284,568232180,0,0.4849751,0.8913043,-1811870261,Latin America & Caribbean
2008,CRI,10,0.963,73763980087.9483,4463123,9819501089971.55,1324655000,7.999999938,0,14090.978515625,14458.744185914611,14423.89731136936,2270520976,619157577,0,0.5446523,0.8225806,-2239506641,Latin America & Caribbean
2009,CRI,10,0.963,73119684220.2243,4520739,10742409055886.5,1331260000,22.00000066,0,14090.978515625,14458.744185914611,14423.89731136936,2646447346,537823130,0,0.4664122,0.9047619,-1340318000,Latin America & Caribbean
2010,CRI,10,0.965,77039150445.8162,4577371,11884957832311.2,1337705000,51.00000158,0,14090.978515625,14458.744185914611,14423.89731136936,3106845176,688034798,0,0.5739375,0.8908046,-1589209908,Latin America & Caribbean
2011,CRI,10,0.965,80431306916.8609,4633086,13020070209403.8,1345035000,3.999999999,0,14090.978515625,14458.744185914611,14423.89731136936,3844029666,884537342,0,0.5856274,0.8631579,-2328216841,Latin America & Caribbean
2012,CRI,10,0.964,84358439803.8543,4688003,14043934216102.1,1354190000,7.00000012,0,14090.978515625,14458.744185914611,14423.89731136936,5270199824,901755870,0,0.6487126,0.85465120000000006,-1802734886,Latin America & Caribbean
2013,CRI,10,0.964,86462985572.7768,4742111,15134607226924.2,1363240000,0,0,14090.978515625,14458.744185914611,14423.89731136936,4758053622,926976817,0,0.3270683,0.8828125,-2401451080,Latin America & Caribbean
2014,CRI,10,0.964,89525599525.2697,4795390,16258467389928.8,1371860000,0.999999993,0,14090.978515625,14458.744185914611,14423.89731136936,4186268799,1109538247,0,0.6339322,0.8782051,-2817739362,Latin America & Caribbean
2015,CRI,10,0.964,92795146907.0457,4847805,17403279549482.5,1379860000,0,0,14090.978515625,14458.744185914611,14423.89731136936,825959521,1330677283,0,0.0101015,0.8263889,-2541308964,Latin America & Caribbean
2016,CRI,10,0.962,96696554844.9626,4899336,18595188781703.6,1387790000,8.99999996,0,14090.978515625,14458.744185914611,14423.89731136936,697413446,1494675738,0,0.2842868,0.7608696,-2127035024,Latin America & Caribbean
2017,CRI,10,0.961,100716906502.777,4949955,19887033884256.7,1396215000,19.00000006,0,14090.978515625,14458.744185914611,14423.89731136936,791620705,1495083265,0,0.1582003,0.7355372,-2652093384,Latin America & Caribbean
2002,ISR,6,0.894,188180863418.581,6570000,5152785033972.09,1280400000,1.999999951,1,7146.982421875,7375.10208305664,7348.569462415825,517646543,899439666,0,2.810582,0.315,-601700000,Middle East & North Africa
2003,ISR,6,0.894,190343730675.647,6689700,5670023166308.18,1288400000,0,1,7146.982421875,7375.10208305664,7348.569462415825,690402184,1140901174,0,3.318211,0.3202247,-1236300000,Middle East & North Africa
2004,ISR,6,0.894,199699156117.01,6809000,6243467841396.09,1296075000,0,1,7146.982421875,7375.10208305664,7348.569462415825,942862536,1541986013,0,3.300163,0.2658228,1594000000,Middle East & North Africa
2005,ISR,6,0.894,208004267327.004,6930100,6954885516694.85,1303720000,0,1,7146.982421875,7375.10208305664,7348.569462415825,1073541931,1954336521,0,3.203154,0.3387097,-1873100000,Middle East & North Africa
2006,ISR,6,0.894,220020295618.228,7053700,7839613419837.17,1311020000,0,1,7146.982421875,7375.10208305664,7348.569462415825,1314405010,2561315252,0,3.313129,0.3425926,1042400000,Middle East & North Africa
2007,ISR,6,0.893,233445639118.823,7180100,8955257903305.3,1317885000,0,1,7146.982421875,7375.10208305664,7348.569462415825,1653937533,3673391873,0,2.926107,0.2901235,-193600000,Middle East & North Africa
2008,ISR,6,0.893,241520191513.143,7308800,9819501089971.55,1324655000,0,1,7146.982421875,7375.10208305664,7348.569462415825,1792823275,4257001665,0,2.977859,0.3670213,-3065000000,Middle East & North Africa
2009,ISR,6,0.892,244280706390.67,7485600,10742409055886.5,1331260000,0,1,7146.982421875,7375.10208305664,7348.569462415825,1524121036,3652651123,0,2.960345,0.2891566,-2855800000,Middle East & North Africa
2010,ISR,6,0.889,258167349521.499,7623600,11884957832311.2,1337705000,2,1,7146.982421875,7375.10208305664,7348.569462415825,2607390704,5037049627,0,3.259393,0.3012048,958700000,Middle East & North Africa
2011,ISR,6,0.889,272476507220.977,7765800,13020070209403.8,1345035000,0,1,7146.982421875,7375.10208305664,7348.569462415825,3037704818,6740797880,0,3.089487,0.3483146,-1252100000,Middle East & North Africa
2012,ISR,6,0.89,280168508678.34,7910500,14043934216102.1,1354190000,0,1,7146.982421875,7375.10208305664,7348.569462415825,2922830923,6988137193,0,3.231223,0.3313953,-6741700000,Middle East & North Africa
2013,ISR,6,0.882,293552725255.394,8059500,15134607226924.2,1363240000,3.999999997,0,7146.982421875,7375.10208305664,7348.569462415825,3181317438,7645304406,0,3.067675,0.2419355,-7984000000,Middle East & North Africa
2014,ISR,6,0.881,305661032074.613,8215700,16258467389928.8,1371860000,0,1,7146.982421875,7375.10208305664,7348.569462415825,3140636714,7739105565,0,3.308661,0.2692308,-1523400000,Middle East & North Africa
2015,ISR,6,0.879,312629123715.228,8380100,17403279549482.5,1379860000,0,0,7146.982421875,7375.10208305664,7348.569462415825,2802031169,8615948860,0,2.666345,0.2847222,-367800000,Middle East & North Africa
2016,ISR,6,0.879,326580991869.529,8546000,18595188781703.6,1387790000,0,0,7146.982421875,7375.10208305664,7348.569462415825,3172902895,8174292923,0,2.830104,0.3693694,2590400000,Middle East & North Africa
2017,ISR,6,0.873,340875586977.724,8713300,19887033884256.7,1396215000,0,0,7146.982421875,7375.10208305664,7348.569462415825,4206235859,8918466720,0,2.862705,0.3067227,-9268600000,Middle East & North Africa
2002,MHL,NA,NA,187622731.913825,52368,5152785033972.09,1280400000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,10589,23694354,0,3.234068,0.2545455,NA,East Asia & Pacific
2003,MHL,NA,NA,184590981.388761,53465,5670023166308.18,1288400000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,58081,100205886,0,2.860548,0.4153846,NA,East Asia & Pacific
2004,MHL,NA,NA,186343291.956138,54476,6243467841396.09,1296075000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,1816,104576901,0,2.038652,0.49375,NA,East Asia & Pacific
2005,MHL,NA,NA,190728774.669748,55257,6954885516694.85,1303720000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,70,280972823,0,2.633305,0.4342105,-3279622.362,East Asia & Pacific
2006,MHL,NA,NA,190059584.318784,55765,7839613419837.17,1311020000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,201960,457176226,0,2.863172,0.4216867,1063238.275,East Asia & Pacific
2007,MHL,NA,NA,196199282.528768,56046,8955257903305.3,1317885000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,35254,517275781,0,2.39547,0.4303797,-6987311.988,East Asia & Pacific
2008,MHL,NA,NA,184074969.740035,56166,9819501089971.55,1324655000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,1400,456962190,0,2.001787,0.4817073,-5694746.716,East Asia & Pacific
2009,MHL,NA,NA,189936884.480488,56255,10742409055886.5,1331260000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,11869579,1354779169,0,1.869647,0.474026,-14649434.96,East Asia & Pacific
2010,MHL,NA,NA,202603093.541368,56361,11884957832311.2,1337705000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,5240851,1946028749,0,2.164472,0.51875,9356673.132,East Asia & Pacific
2011,MHL,NA,NA,201362536.546137,56524,13020070209403.8,1345035000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,16541578,2190067095,0,2.062893,0.4807692,4380881.138,East Asia & Pacific
2012,MHL,NA,NA,196740842.636975,56712,14043934216102.1,1354190000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,23381031,1823394734,0,2.173792,0.4621212,-21373811.81,East Asia & Pacific
2013,MHL,NA,NA,204645849.75337,56933,15134607226924.2,1363240000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,77754193,1422971401,0,1.506375,0.4830508,-32548149.32,East Asia & Pacific
2014,MHL,NA,NA,202701029.302712,57183,16258467389928.8,1371860000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,43328454,1237975027,0,1.692483,0.5153846,-9047685.078,East Asia & Pacific
2015,MHL,NA,NA,205972464.71738,57444,17403279549482.5,1379860000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,24970881,3403806561,0,0.9893515,0.4453125,5393638.499,East Asia & Pacific
2016,MHL,NA,NA,208677463.892241,57723,18595188781703.6,1387790000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,20084464,3950779262,0,1.215832,0.5346535,3055847.449,East Asia & Pacific
2017,MHL,NA,NA,215460579.884415,58053,19887033884256.7,1396215000,0,0,6537.86474609375,6240.025659519958,6203.710349357002,18269177,3096407943,0,1.31052,0.5274725,-5835497.48,East Asia & Pacific
2002,MWI,4,0.722,12144638610.3214,11713663,5152785033972.09,1280400000,8.999999988,0,10394.818359375,10296.912855912018,10259.035976614803,605142,6517920,0,0.0445546,0.8465909,-5899999.359,Sub-Saharan Africa
2003,MWI,5,0.722,12837567900.2855,12000183,5670023166308.18,1288400000,11.99999997,0,10394.818359375,10296.912855912018,10259.035976614803,8797,10774716,0,0.4593063,0.9126984,-64574722.13,Sub-Saharan Africa
2004,MWI,6,0.714,13533427972.4659,12301837,6243467841396.09,1296075000,0,0,10394.818359375,10296.912855912018,10259.035976614803,44545,18764543,0,0.8590492,0.8431373,-105979651.7,Sub-Saharan Africa
2005,MWI,6,0.713,13975798627.6567,12625950,6954885516694.85,1303720000,11,0,10394.818359375,10296.912855912018,10259.035976614803,2067729,16350954,0,0.350527,0.8933333,-136676912.7,Sub-Saharan Africa
2006,MWI,6,0.718,14632661162.1621,12973693,7839613419837.17,1311020000,7.999999984,0,10394.818359375,10296.912855912018,10259.035976614803,985933,30741469,0,0.8186921,0.8382353,-29651504.16,Sub-Saharan Africa
2007,MWI,6,0.718,16037396634.4912,13341808,8955257903305.3,1317885000,2.000000001,0,10394.818359375,10296.912855912018,10259.035976614803,758947,42387748,0,0.3641624,0.9090909,-110744409.6,Sub-Saharan Africa
2008,MWI,6,0.718,17262611522.8864,13727899,9819501089971.55,1324655000,0,0,10394.818359375,10296.912855912018,10259.035976614803,8111324,81050453,0,0.0640657,0.9036145,-176875328.4,Sub-Saharan Africa
2009,MWI,6,0.747,18700260846.9001,14128161,10742409055886.5,1331260000,4,0,10394.818359375,10296.912855912018,10259.035976614803,16989942,65134183,0,0.2983445,0.9121622,-50460381.28,Sub-Saharan Africa
2010,MWI,6,0.756,19985729051.0517,14539609,11884957832311.2,1337705000,0,0,10394.818359375,10296.912855912018,10259.035976614803,31475698,80077073,0,0.392044,0.9235294,-54710315.08,Sub-Saharan Africa
2011,MWI,6,0.758,20955847353.5593,14962118,13020070209403.8,1345035000,4.000000005,0,10394.818359375,10296.912855912018,10259.035976614803,46036472,112097469,0,0.347786,0.875,-811806625.9,Sub-Saharan Africa
2012,MWI,6,0.769,21351032619.7484,15396010,14043934216102.1,1354190000,2,0,10394.818359375,10296.912855912018,10259.035976614803,47503176,249066923,0,0.6260466,0.8731343,4343665.027,Sub-Saharan Africa
2013,MWI,6,0.79,22461286315.037,15839287,15134607226924.2,1363240000,4.999999992,0,10394.818359375,10296.912855912018,10259.035976614803,38420985,213792784,0,0.4361364,0.8545455,-455562539.6,Sub-Saharan Africa
2014,MWI,6,0.782,23741579636.13,16289550,16258467389928.8,1371860000,0,0,10394.818359375,10296.912855912018,10259.035976614803,34142956,157117229,0,0.5269892,0.875,-602822554.3,Sub-Saharan Africa
2015,MWI,6,0.778,24406343865.956,16745305,17403279549482.5,1379860000,283.0000109,0,10394.818359375,10296.912855912018,10259.035976614803,29604640,245961970,0,0.2327149,0.8412698,-292852668.8,Sub-Saharan Africa
2016,MWI,6,0.775,25012607362.8892,17205253,18595188781703.6,1387790000,11.99999998,0,10394.818359375,10296.912855912018,10259.035976614803,26116888,228239418,0,0.127715,0.7684211,-119915635.2,Sub-Saharan Africa
2017,MWI,6,0.78,26013119290.3345,17670193,19887033884256.7,1396215000,0,0,10394.818359375,10296.912855912018,10259.035976614803,27326144,261944326,0,0.1040249,0.701087,-95239519.28,Sub-Saharan Africa
2002,DOM,8,0.83,84550223231.9653,8724974,5152785033972.09,1280400000,3.999999981,0,13500.1572265625,13900.79489596405,13868.612543608357,1813615,105475504,0,0.1992899,0.8118812,-916800000,Latin America & Caribbean
2003,DOM,8,0.829,83412425648.447,8850317,5670023166308.18,1288400000,20.99999991,0,13500.1572265625,13900.79489596405,13868.612543608357,3514214,148144687,0,0.9136699,0.8681319,-612990000,Latin America & Caribbean
2004,DOM,8,0.821,85556236993.235,8974444,6243467841396.09,1296075000,704.0000216,0,13500.1572265625,13900.79489596405,13868.612543608357,15589746,232755639,0,0.8596028,0.8313253,-909040000,Latin America & Caribbean
2005,DOM,8,0.816,93622681739.7202,9097262,6954885516694.85,1303720000,1.000002718,0,13500.1572265625,13900.79489596405,13868.612543608357,29101514,264153586,0,0.7568865,0.8489583,-1122700000,Latin America & Caribbean
2006,DOM,8,0.814,102211959303.001,9218681,7839613419837.17,1311020000,1.000000004,0,13500.1572265625,13900.79489596405,13868.612543608357,94445041,401804950,0,0.9429456,0.837963,-1084600000,Latin America & Caribbean
2007,DOM,8,0.812,109791948851.678,9338856,8955257903305.3,1317885000,18.00000005,0,13500.1572265625,13900.79489596405,13868.612543608357,126341750,513619238,0,0.107783,0.9402174,-1667400000,Latin America & Caribbean
2008,DOM,8,0.811,113315726128.944,9458079,9819501089971.55,1324655000,2.000000024,0,13500.1572265625,13900.79489596405,13868.612543608357,146291065,657885720,0,0.2446571,0.8670213,-2870000000,Latin America & Caribbean
2009,DOM,8,0.81,114387868727.632,9576736,10742409055886.5,1331260000,10.00000001,0,13500.1572265625,13900.79489596405,13868.612543608357,98099720,592005147,0,0.0960752,0.9345238,-2165400000,Latin America & Caribbean
2010,DOM,8,0.807,123927417834.055,9695117,11884957832311.2,1337705000,8.999999952,0,13500.1572265625,13900.79489596405,13868.612543608357,130740815,904338206,0,0.2924854,0.9117647,-2023700000,Latin America & Caribbean
2011,DOM,8,0.803,127810588051.823,9813219,13020070209403.8,1345035000,12.00000016,0,13500.1572265625,13900.79489596405,13868.612543608357,292446748,967390797,0,0.222137,0.8776596,-2276700000,Latin America & Caribbean
2012,DOM,8,0.803,131283671940.134,9930916,14043934216102.1,1354190000,8.999999834,0,13500.1572265625,13900.79489596405,13868.612543608357,409574141,1029937082,0,0.39492,0.872093,-3142400000,Latin America & Caribbean
2013,DOM,8,0.796,137684020201.26,10048226,15134607226924.2,1363240000,1.000000013,0,13500.1572265625,13900.79489596405,13868.612543608357,290011342,1045514748,0,0.1279874,0.90625,-1990500000,Latin America & Caribbean
2014,DOM,8,0.796,147391382052.013,10165182,16258467389928.8,1371860000,1,0,13500.1572265625,13900.79489596405,13868.612543608357,273804720,1273625760,0,0.2572994,0.9166667,-2208500000,Latin America & Caribbean
2015,DOM,8,0.778,157601210754.509,10281675,17403279549482.5,1379860000,2.000000001,0,13500.1572265625,13900.79489596405,13868.612543608357,208014354,1557428446,0,0.4141482,0.8680556,-2204900000,Latin America & Caribbean
2016,DOM,7,0.767,168096190995.086,10397738,18595188781703.6,1387790000,14.99999992,0,13500.1572265625,13900.79489596405,13868.612543608357,130262747,1566927845,0,0.0425527,0.7905983,-2406700000,Latin America & Caribbean
2017,DOM,7,0.756,175940743802.656,10513111,19887033884256.7,1396215000,0,0,13500.1572265625,13900.79489596405,13868.612543608357,167587415,1702948057,0,0.2814338,0.7731092,-3570700000,Latin America & Caribbean
2002,GUM,NA,NA,NA,157173,5152785033972.09,1280400000,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2003,GUM,NA,NA,NA,157723,5670023166308.18,1288400000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2004,GUM,NA,NA,NA,158094,6243467841396.09,1296075000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2005,GUM,NA,NA,NA,158406,6954885516694.85,1303720000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2006,GUM,NA,NA,NA,158649,7839613419837.17,1311020000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2007,GUM,NA,NA,NA,158848,8955257903305.3,1317885000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2008,GUM,NA,NA,NA,159037,9819501089971.55,1324655000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2009,GUM,NA,NA,NA,159232,10742409055886.5,1331260000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2010,GUM,NA,NA,NA,159439,11884957832311.2,1337705000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2011,GUM,NA,NA,NA,159690,13020070209403.8,1345035000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2012,GUM,NA,NA,NA,159990,14043934216102.1,1354190000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2013,GUM,NA,NA,NA,160415,15134607226924.2,1363240000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2014,GUM,NA,NA,NA,161007,16258467389928.8,1371860000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2015,GUM,NA,NA,NA,161851,17403279549482.5,1379860000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2016,GUM,NA,NA,NA,162948,18595188781703.6,1387790000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2017,GUM,NA,NA,NA,164281,19887033884256.7,1396215000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,East Asia & Pacific
2002,SSD,NA,NA,NA,6688225,5152785033972.09,1280400000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2003,SSD,NA,NA,NA,6935665,5670023166308.18,1288400000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2004,SSD,NA,NA,NA,7213354,6243467841396.09,1296075000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2005,SSD,NA,NA,NA,7535931,6954885516694.85,1303720000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2006,SSD,NA,NA,NA,7907407,7839613419837.17,1311020000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2007,SSD,NA,NA,NA,8315144,8955257903305.3,1317885000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2008,SSD,NA,NA,NA,8736932,9819501089971.55,1324655000,17.00000005,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2009,SSD,NA,NA,NA,9142258,10742409055886.5,1331260000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2010,SSD,NA,NA,NA,9508372,11884957832311.2,1337705000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Sub-Saharan Africa
2011,SSD,0,0.426,NA,9830695,13020070209403.8,1345035000,0,1,NA,NA,NA,NA,NA,0,0.7240935,0.6904762,NA,Sub-Saharan Africa
2012,SSD,0,0.429,NA,10113648,14043934216102.1,1354190000,47.00000053,1,NA,NA,NA,499465321,34311988,0,1.124797,0.75,NA,Sub-Saharan Africa
2013,SSD,0,0.372,NA,10355030,15134607226924.2,1363240000,99.0000005,1,NA,NA,NA,2468344369,75086952,0,0.7854302,0.7361111,NA,Sub-Saharan Africa
2014,SSD,0,0.359,NA,10554882,16258467389928.8,1371860000,0,1,NA,NA,NA,4329242102,66078709,0,1.192761,0.6935484,-1035825.73,Sub-Saharan Africa
2015,SSD,0,0.365,NA,10715657,17403279549482.5,1379860000,0,0,NA,NA,NA,2326886670,155445271,0,0.3014881,0.7142857,-1180000,Sub-Saharan Africa
2016,SSD,0,0.343,NA,10832520,18595188781703.6,1387790000,0,0,NA,NA,NA,1459751408,46253291,0,0.6661194,0.7244898,5880000,Sub-Saharan Africa
2017,SSD,0,0.342,NA,10910774,19887033884256.7,1396215000,0,0,NA,NA,NA,1270049729,51942094,0,1.054586,0.6521739,40561000,Sub-Saharan Africa
2002,MNE,NA,0.71,7740109247.86738,609828,5152785033972.09,1280400000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Europe & Central Asia
2003,MNE,NA,0.727,7932269784.42759,612267,5670023166308.18,1288400000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Europe & Central Asia
2004,MNE,NA,0.74,8283356068.1314,613353,6243467841396.09,1296075000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Europe & Central Asia
2005,MNE,NA,0.741,8629650425.40019,614261,6954885516694.85,1303720000,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,Europe & Central Asia
2006,MNE,9,0.73,9368902355.33676,615025,7839613419837.17,1311020000,0,0,NA,NA,NA,NA,NA,0,1.832047,0.6989796,NA,Europe & Central Asia
2007,MNE,9,0.727,10006938670.8251,615875,8955257903305.3,1317885000,0,0,NA,NA,NA,1348652,53631574,0,1.552448,0.7055556,-778132752.2,Europe & Central Asia
2008,MNE,9,0.737,10729715093.0645,616969,9819501089971.55,1324655000,0,0,NA,NA,NA,2125379,86595277,0,1.564217,0.6702128,-864994187.5,Europe & Central Asia
2009,MNE,9,0.741,10107917696.1587,618294,10742409055886.5,1331260000,0,0,NA,NA,NA,744640,76822598,0,1.582616,0.6845238,-1504474111,Europe & Central Asia
2010,MNE,9,0.744,10384301631.502,619428,11884957832311.2,1337705000,0,0,NA,NA,NA,3063845,71082965,0,1.744757,0.7241379,-731120045.7,Europe & Central Asia
2011,MNE,9,0.744,10719553723.5075,620079,13020070209403.8,1345035000,0,0,NA,NA,NA,12055617,89981869,0,1.607924,0.6914894,-538667587,Europe & Central Asia
2012,MNE,9,0.743,10427575508.4614,620601,14043934216102.1,1354190000,0,0,NA,NA,NA,21458127,145761043,0,1.684562,0.7093023,-590272081.7,Europe & Central Asia
2013,MNE,9,0.727,10797648068.6123,621207,15134607226924.2,1363240000,0,0,NA,NA,NA,16142805,86383454,0,1.368801,0.671875,-428808173.3,Europe & Central Asia
2014,MNE,9,0.721,10990245564.0007,621810,16258467389928.8,1371860000,0,0,NA,NA,NA,53560445,157066329,0,1.616467,0.6794872,-469111631.6,Europe & Central Asia
2015,MNE,9,0.721,11362856805.1005,622159,17403279549482.5,1379860000,0,0,NA,NA,NA,24274424,134147473,0,1.044742,0.6597222,-687462796,Europe & Central Asia
2016,MNE,9,0.719,11697979304.7539,622303,18595188781703.6,1387790000,0,0,NA,NA,NA,32582358,108327938,0,1.611882,0.6173913,-411575993.6,Europe & Central Asia
2017,MNE,9,0.711,12249710436.6236,622373,19887033884256.7,1396215000,0,0,NA,NA,NA,66401113,132455707,0,1.426003,0.6666667,-549592541.5,Europe & Central Asia
2002,OMN,-8,0.3,90578090742.1801,2334860,5152785033972.09,1280400000,6.999999968,0,5658.03857421875,5884.110839759063,5828.676319949075,1446471075,60180274,0,0.6785985,0.94,-106631989.6,Middle East & North Africa
2003,OMN,-8,0.305,88160931866.0336,2386164,5670023166308.18,1288400000,30.0000019,0,5658.03857421875,5884.110839759063,5828.676319949075,1985754194,81959217,0,0.3794249,0.9505495,63459037.71,Middle East & North Africa
2004,OMN,-8,0.317,89300152435.7906,2445524,6243467841396.09,1296075000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,4278486598,111020889,0,0.3277879,0.952381,-69440832.25,Middle East & North Africa
2005,OMN,-8,0.317,91523923712.1787,2511254,6954885516694.85,1303720000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,4138912701,190992985,0,0.4730272,0.9484536,-1304811443,Middle East & North Africa
2006,OMN,-8,0.318,96440487187.2113,2580753,7839613419837.17,1311020000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,6129474240,339541394,0,0.2087483,0.952381,-1321456437,Middle East & North Africa
2007,OMN,-8,0.317,100734676910.57,2657162,8955257903305.3,1317885000,0,0,5658.03857421875,5884.110839759063,5828.676319949075,6722948583,548029426,0,0.7741516,0.9615385,-3369310793,Middle East & North Africa
