year,recipient_iso3,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2001,PNG,5.5,4,0.497,0.384,0.295,0.311,0.259,9596422233,5974627,2.81,2418250000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,14648190,1,East Asia & Pacific
2002,PNG,5.5,4,0.5,0.386,0.296,0.312,0.261,9581173467,6098621,2.75,2639120000000,41.00000002,0,6343.97412109375,5799.643192217254,5749.54247557981,20002210,1,East Asia & Pacific
2003,PNG,5,4,0.503,0.388,0.297,0.313,0.262,9788519882,6223378,2.66,2904040000000,13,0,6343.97412109375,5799.643192217254,5749.54247557981,41046344,1,East Asia & Pacific
2004,PNG,5,4,0.49,0.379,0.292,0.305,0.257,10054882711,6354247,2.54,3197740000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,31550634,1,East Asia & Pacific
2005,PNG,5,4,0.49,0.379,0.292,0.305,0.257,10692844499,6494902,2.41,3562110000000,2,0,6343.97412109375,5799.643192217254,5749.54247557981,40226304,1,East Asia & Pacific
2006,PNG,5,4,0.49,0.379,0.292,0.305,0.257,11271321408,6646891,2.25,4015240000000,15.00000001,0,6343.97412109375,5799.643192217254,5749.54247557981,75567520,1,East Asia & Pacific
2007,PNG,5,4,0.458,0.36,0.276,0.29,0.241,12152196505,6808503,2.11,4586650000000,171.9999994,0,6343.97412109375,5799.643192217254,5749.54247557981,117042608,1,East Asia & Pacific
2008,PNG,4.5,4,0.427,0.341,0.261,0.275,0.226,12116170365,6976200,2,5029290000000,10,0,6343.97412109375,5799.643192217254,5749.54247557981,205694208,1,East Asia & Pacific
2009,PNG,4,5,0.443,0.315,0.261,0.296,0.304,12940121017,7144774,2.06,5501980000000,19,0,6343.97412109375,5799.643192217254,5749.54247557981,366976736,1,East Asia & Pacific
2010,PNG,4,4,0.35,0.249,0.166,0.276,0.257,14250755231,7310512,2,6087160000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,251062096,1,East Asia & Pacific
2011,PNG,4,7,0.412,0.276,0.224,0.276,0.263,14408588562,7472196,2.62,6668540000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,310899616,1,East Asia & Pacific
2012,PNG,4,6,0.438,0.302,0.258,0.296,0.261,15079613764,7631003,2.63,7192930000000,65,0,6343.97412109375,5799.643192217254,5749.54247557981,445534656,1,East Asia & Pacific
2013,PNG,4,5,0.394,0.262,0.219,0.294,0.263,15656400897,7788388,2.63,7751550000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,389224128,1,East Asia & Pacific
2014,PNG,4,7,0.412,0.265,0.244,0.242,0.266,17776867922,7946733,2.59,8327160000000,0,0,6343.97412109375,5799.643192217254,5749.54247557981,425634016,1,East Asia & Pacific
2000,PRK,1,-9,0.085,0.014,0.043,0.009,0.088,241039000000,22929078,2.97,2232180000000,45.99999975,0,809.5382080078125,1123.9359151529789,839.8914007969321,2209203712,1,East Asia & Pacific
2001,PRK,1,-9,0.085,0.014,0.043,0.009,0.088,176238000000,23132982,2.96,2418250000000,124.0000002,0,809.5382080078125,1123.9359151529789,839.8914007969321,436053696,1,East Asia & Pacific
2002,PRK,1,-9,0.085,0.014,0.043,0.009,0.088,216408000000,23339453,2.99,2639120000000,3,0,809.5382080078125,1123.9359151529789,839.8914007969321,342979296,1,East Asia & Pacific
2003,PRK,1,-9,0.086,0.014,0.043,0.009,0.088,205899000000,23542434,2.99,2904040000000,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,423090752,1,East Asia & Pacific
2004,PRK,1,-9,0.087,0.014,0.043,0.009,0.088,217712000000,23732740,2.95,3197740000000,23.99999994,0,809.5382080078125,1123.9359151529789,839.8914007969321,477348768,1,East Asia & Pacific
2005,PRK,1,-9,0.087,0.014,0.043,0.009,0.088,169563000000,23904167,2.9,3562110000000,192.9999965,0,809.5382080078125,1123.9359151529789,839.8914007969321,656252096,1,East Asia & Pacific
2006,PRK,1,-9,0.087,0.014,0.043,0.009,0.088,178274000000,24054866,2.8,4015240000000,278.0000011,0,809.5382080078125,1123.9359151529789,839.8914007969321,736441216,1,East Asia & Pacific
2007,PRK,1,-9,0.087,0.014,0.043,0.009,0.088,178274000000,24188330,2.72,4586650000000,609.9999787,0,809.5382080078125,1123.9359151529789,839.8914007969321,765500800,1,East Asia & Pacific
2008,PRK,1,-9,0.087,0.014,0.043,0.009,0.088,213205000000,24310143,2.69,5029290000000,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,1216612480,1,East Asia & Pacific
2009,PRK,1,-9,0.09,0.017,0.044,0.011,0.088,218984000000,24428340,2.87,5501980000000,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,1335056768,1,East Asia & Pacific
2010,PRK,1.5,-9,0.088,0.026,0.054,0.03,0.096,176633000000,24548840,2.9,6087160000000,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,1621571712,1,East Asia & Pacific
2011,PRK,1,-9,0.088,0.023,0.049,0.03,0.096,193128000000,24673392,2.9,6668540000000,74.00000026,0,809.5382080078125,1123.9359151529789,839.8914007969321,2172953088,1,East Asia & Pacific
2012,PRK,1.5,-8,0.09,0.033,0.053,0.04,0.096,209752000000,24800638,2.9,7192930000000,147.0000001,0,809.5382080078125,1123.9359151529789,839.8914007969321,2399520256,1,East Asia & Pacific
2013,PRK,1,-9,0.088,0.023,0.048,0.03,0.096,180437000000,24929500,2.91,7751550000000,50.99999947,0,809.5382080078125,1123.9359151529789,839.8914007969321,2556213248,1,East Asia & Pacific
2014,PRK,1,-9,0.088,0.03,0.044,0.03,0.099,239059000000,25057793,2.86,8327160000000,0,0,809.5382080078125,1123.9359151529789,839.8914007969321,2354813696,1,East Asia & Pacific
2000,PSE,3.5,2,0.273,0.164,0.144,0.199,0.195,6218556724,2922153,10.63,2232180000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,14639272,0,Middle East & North Africa
2001,PSE,4.5,6,0.499,0.391,0.329,0.385,0.361,5639569408,2997784,21.49,2418250000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,24888412,0,Middle East & North Africa
2002,PSE,4,7,0.554,0.374,0.326,0.385,0.352,4935232770,3075373,27.47,2639120000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,2464278.75,0,Middle East & North Africa
2003,PSE,4,6,0.477,0.332,0.277,0.329,0.319,5626948357,3154969,23,2904040000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,98523472,0,Middle East & North Africa
2004,PSE,3.5,5,0.418,0.27,0.201,0.275,0.301,6860670261,3236626,23.22,3197740000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,232926896,0,Middle East & North Africa
2005,PSE,3.5,4,0.343,0.205,0.17,0.225,0.266,7635284609,3320396,20.02,3562110000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,115491528,0,Middle East & North Africa
2006,PSE,4.5,7,0.603,0.429,0.366,0.427,0.432,7559194714,3406334,19.01,4015240000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,120922048,0,Middle East & North Africa
2007,PSE,3.5,4,0.318,0.195,0.186,0.236,0.255,7845558291,3494496,18.28,4586650000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,99091120,0,Middle East & North Africa
2008,PSE,4.5,8,0.555,0.356,0.347,0.411,0.385,8428419115,3591977,22.91,5029290000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,146537504,0,Middle East & North Africa
2009,PSE,3.5,4,0.388,0.268,0.186,0.284,0.299,9152714543,3689099,20.45,5501980000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,659721216,0,Middle East & North Africa
2010,PSE,3.5,5,0.363,0.241,0.191,0.275,0.294,9681500000,3786161,21.42,6087160000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,675038080,0,Middle East & North Africa
2011,PSE,3.5,-1,0.38,0.232,0.149,0.281,0.272,10611002274,3882986,17.6,6668540000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,1684292736,0,Middle East & North Africa
2012,PSE,4,6,0.409,0.302,0.251,0.339,0.355,11257897418,3979998,19.2,7192930000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,265695424,0,Middle East & North Africa
2013,PSE,3,-3,0.288,0.166,0.141,0.209,0.218,11786857594,4076708,19.89,7751550000000,6.000000028,0,6690.988411458334,6938.296411221619,6848.292318994388,336879200,0,Middle East & North Africa
2014,PSE,3,3,0.334,0.197,0.159,0.25,0.255,11768250077,4173398,20.53,8327160000000,0,0,6690.988411458334,6938.296411221619,6848.292318994388,242126336,0,Middle East & North Africa
2000,ROU,6,8,0.613,0.434,0.382,0.405,0.486,109952000000,22442971,6.97,2232180000000,15.99999999,0,13158.0328125,13485.324814696603,13490.881935240139,325021120,0,Europe & Central Asia
2001,ROU,6,8,0.603,0.428,0.38,0.373,0.479,115690000000,22131970,6.56,2418250000000,11.00000002,0,13158.0328125,13485.324814696603,13490.881935240139,410496256,0,Europe & Central Asia
2002,ROU,6,8,0.603,0.429,0.378,0.373,0.479,122287000000,21730496,8.11,2639120000000,14,0,13158.0328125,13485.324814696603,13490.881935240139,384377088,0,Europe & Central Asia
2003,ROU,6,8,0.614,0.441,0.408,0.386,0.485,125150000000,21574326,6.95,2904040000000,5.000000008,0,13158.0328125,13485.324814696603,13490.881935240139,151502320,0,Europe & Central Asia
2004,ROU,5.5,9,0.609,0.449,0.403,0.383,0.483,138201000000,21451748,7.72,3197740000000,14.00000001,0,13158.0328125,13485.324814696603,13490.881935240139,563876224,0,Europe & Central Asia
2005,ROU,6,9,0.609,0.464,0.407,0.427,0.479,144652000000,21319685,7.17,3562110000000,8.000000004,0,13158.0328125,13485.324814696603,13490.881935240139,721723584,0,Europe & Central Asia
2006,ROU,6,9,0.619,0.472,0.415,0.434,0.488,156266000000,21193760,7.27,4015240000000,9.000000034,0,13158.0328125,13485.324814696603,13490.881935240139,660476928,0,Europe & Central Asia
2007,ROU,6,9,0.62,0.485,0.431,0.431,0.489,167570000000,20882982,6.41,4586650000000,13.00000001,0,13158.0328125,13485.324814696603,13490.881935240139,1349993088,0,Europe & Central Asia
2008,ROU,6,9,0.627,0.496,0.436,0.437,0.497,183167000000,20537875,5.79,5029290000000,5.999999998,0,13158.0328125,13485.324814696603,13490.881935240139,1598735616,0,Europe & Central Asia
2009,ROU,6,9,0.645,0.473,0.431,0.481,0.489,173061000000,20367487,6.86,5501980000000,11,0,13158.0328125,13485.324814696603,13490.881935240139,1598735616,0,Europe & Central Asia
2010,ROU,5,8,0.63,0.457,0.403,0.411,0.476,166309000000,20246871,6.96,6087160000000,2.999999987,0,13158.0328125,13485.324814696603,13490.881935240139,1331371264,0,Europe & Central Asia
2011,ROU,5.5,8,0.699,0.563,0.422,0.602,0.508,169479000000,20147528,7.18,6668540000000,0,0,13158.0328125,13485.324814696603,13490.881935240139,1335056768,0,Europe & Central Asia
2012,ROU,4,6,0.485,0.369,0.292,0.384,0.343,172938000000,20058035,6.79,7192930000000,0,0,13158.0328125,13485.324814696603,13490.881935240139,1995749504,0,Europe & Central Asia
2013,ROU,5.5,8,0.614,0.44,0.399,0.456,0.454,179459000000,19983693,7.1,7751550000000,4.999999967,0,13158.0328125,13485.324814696603,13490.881935240139,1736868224,0,Europe & Central Asia
2014,ROU,5.5,8,0.659,0.51,0.411,0.52,0.487,185935000000,19908979,6.8,8327160000000,5.000000002,0,13158.0328125,13485.324814696603,13490.881935240139,1548108160,0,Europe & Central Asia
2000,RWA,1.5,-4,0.115,0.104,0.117,0.116,0.171,2784680700,7933688,0.77,2232180000000,0,1,9845.181640625,9884.308272903441,9852.68484289601,8032569.5,0,Sub-Saharan Africa
2001,RWA,1.5,-4,0.115,0.102,0.133,0.116,0.171,3020948720,8231150,0.82,2418250000000,12.00000003,1,9845.181640625,9884.308272903441,9852.68484289601,2209072.25,0,Sub-Saharan Africa
2002,RWA,2,-4,0.115,0.102,0.132,0.116,0.169,3419474470,8427061,0.89,2639120000000,113.9999996,1,9845.181640625,9884.308272903441,9852.68484289601,2834496.75,0,Sub-Saharan Africa
2003,RWA,2.5,-3,0.146,0.11,0.148,0.124,0.178,3494783797,8557160,0.92,2904040000000,0,0,9845.181640625,9884.308272903441,9852.68484289601,2453011.5,0,Sub-Saharan Africa
2004,RWA,2.5,-3,0.2,0.124,0.187,0.15,0.192,3755064100,8680516,0.93,3197740000000,0,0,9845.181640625,9884.308272903441,9852.68484289601,3082306.75,0,Sub-Saharan Africa
2005,RWA,2.5,-3,0.199,0.123,0.186,0.15,0.196,4107210234,8840220,0.93,3562110000000,0,0,9845.181640625,9884.308272903441,9852.68484289601,7449337.5,0,Sub-Saharan Africa
2006,RWA,2.5,-3,0.198,0.123,0.185,0.15,0.195,4486185721,9043342,0.9,4015240000000,24.00000008,0,9845.181640625,9884.308272903441,9852.68484289601,7416750,0,Sub-Saharan Africa
2007,RWA,2.5,-3,0.197,0.123,0.185,0.15,0.195,4828628893,9273759,0.88,4586650000000,29.99999997,0,9845.181640625,9884.308272903441,9852.68484289601,19128524,0,Sub-Saharan Africa
2008,RWA,2.5,-3,0.202,0.125,0.186,0.153,0.197,5367563908,9524532,0.88,5029290000000,35.99999993,0,9845.181640625,9884.308272903441,9852.68484289601,52153552,0,Sub-Saharan Africa
2009,RWA,2,-1,0.23,0.115,0.141,0.145,0.162,5702943253,9782770,1.02,5501980000000,0,1,9845.181640625,9884.308272903441,9852.68484289601,40931132,0,Sub-Saharan Africa
2010,RWA,2,-2,0.246,0.109,0.163,0.147,0.153,6121234529,10039338,1.07,6087160000000,21.00000006,1,9845.181640625,9884.308272903441,9852.68484289601,35867568,0,Sub-Saharan Africa
2011,RWA,1.5,-2,0.251,0.1,0.134,0.123,0.143,6608387228,10293333,1.1,6668540000000,14.00000002,1,9845.181640625,9884.308272903441,9852.68484289601,45084508,0,Sub-Saharan Africa
2012,RWA,2.5,-5,0.238,0.12,0.159,0.17,0.165,7179451021,10549668,1.14,7192930000000,5.000000003,1,9845.181640625,9884.308272903441,9852.68484289601,62459392,0,Sub-Saharan Africa
2013,RWA,2.5,-2,0.303,0.134,0.17,0.185,0.133,7518310642,10811538,1.18,7751550000000,0,0,9845.181640625,9884.308272903441,9852.68484289601,94335280,0,Sub-Saharan Africa
2014,RWA,2.5,-2,0.248,0.117,0.165,0.147,0.171,7981977392,11083629,1.17,8327160000000,0,0,9845.181640625,9884.308272903441,9852.68484289601,77019440,0,Sub-Saharan Africa
2000,SDN,1,-7,0.127,0.017,0.073,0.041,0.045,34053062528,27275019,15.45,2232180000000,0,1,8402.046875,8611.825976777649,8568.908733861224,195058240,0,Sub-Saharan Africa
2001,SDN,1,-7,0.178,0.035,0.099,0.048,0.054,36266634327,27971077,15.41,2418250000000,3,1,8402.046875,8611.825976777649,8568.908733861224,173183744,0,Sub-Saharan Africa
2002,SDN,1,-6,0.177,0.035,0.099,0.048,0.054,38597590250,28704786,15.48,2639120000000,33.00000005,1,8402.046875,8611.825976777649,8568.908733861224,287925408,0,Sub-Saharan Africa
2003,SDN,1,-6,0.178,0.035,0.098,0.048,0.054,41582956268,29460517,15.48,2904040000000,19.99999996,1,8402.046875,8611.825976777649,8568.908733861224,236418480,0,Sub-Saharan Africa
2004,SDN,1,-6,0.188,0.038,0.099,0.05,0.057,43197750241,30214189,15.4,3197740000000,0,1,8402.046875,8611.825976777649,8568.908733861224,289248736,0,Sub-Saharan Africa
2005,SDN,1,-4,0.208,0.066,0.099,0.062,0.071,46433148617,30949514,15.28,3562110000000,5.000000001,1,8402.046875,8611.825976777649,8568.908733861224,760641664,0,Sub-Saharan Africa
2006,SDN,1,-4,0.21,0.066,0.099,0.062,0.074,51106323709,31661824,15.07,4015240000000,26.99999991,1,8402.046875,8611.825976777649,8568.908733861224,912748416,0,Sub-Saharan Africa
2007,SDN,1,-4,0.21,0.068,0.098,0.063,0.074,56994748348,32360619,14.88,4586650000000,149.9999996,1,8402.046875,8611.825976777649,8568.908733861224,1217549568,0,Sub-Saharan Africa
2008,SDN,1,-4,0.211,0.068,0.096,0.063,0.074,61441457716,33060844,14.8,5029290000000,0,1,8402.046875,8611.825976777649,8568.908733861224,1006707008,0,Sub-Saharan Africa
2009,SDN,1,-4,0.211,0.09,0.093,0.072,0.096,63433296122,33783779,13,5501980000000,20.00000004,1,8402.046875,8611.825976777649,8568.908733861224,1094677248,0,Sub-Saharan Africa
2010,SDN,2.5,-3,0.24,0.109,0.11,0.158,0.152,65633998265,34545014,15.17,6087160000000,36.00000002,1,8402.046875,8611.825976777649,8568.908733861224,1265448576,0,Sub-Saharan Africa
2011,SDN,1.5,-4,0.198,0.06,0.099,0.063,0.074,65622965329,35349676,17.44,6668540000000,19.99999998,1,8402.046875,8611.825976777649,8568.908733861224,1242302720,0,Sub-Saharan Africa
2012,SDN,1.5,-3,0.197,0.054,0.096,0.066,0.096,66074572472,36193781,17.45,7192930000000,35.00000009,1,8402.046875,8611.825976777649,8568.908733861224,1380099456,0,Sub-Saharan Africa
2013,SDN,2,-4,0.227,0.102,0.095,0.14,0.111,70565577554,37072555,17.47,7751550000000,75.99999959,1,8402.046875,8611.825976777649,8568.908733861224,1532864384,0,Sub-Saharan Africa
2014,SDN,1,-6,0.184,0.053,0.082,0.049,0.072,75535597230,37977657,17.36,8327160000000,38.99999977,1,8402.046875,8611.825976777649,8568.908733861224,1172080256,0,Sub-Saharan Africa
2000,SGP,3,-2,0.377,0.295,0.103,0.327,0.343,136347000000,4027887,3.7,2232180000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,6479434240,0,East Asia & Pacific
2001,SGP,3,-2,0.378,0.295,0.103,0.327,0.343,134889000000,4138012,3.76,2418250000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,4998285824,0,East Asia & Pacific
2002,SGP,3.5,-2,0.38,0.296,0.103,0.328,0.343,140170000000,4175950,5.65,2639120000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,5917627392,0,East Asia & Pacific
2003,SGP,3.5,-2,0.38,0.296,0.103,0.328,0.343,146528000000,4114826,5.93,2904040000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,6781657600,1,East Asia & Pacific
2004,SGP,3.5,-2,0.38,0.296,0.103,0.328,0.343,160916000000,4166664,5.84,3197740000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,8854014976,1,East Asia & Pacific
2005,SGP,3.5,-2,0.382,0.297,0.104,0.33,0.344,172758000000,4265762,5.59,3562110000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,11289259008,1,East Asia & Pacific
2006,SGP,3.5,-2,0.386,0.299,0.109,0.331,0.347,188315000000,4401365,4.48,4015240000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,14806107136,1,East Asia & Pacific
2007,SGP,3.5,-2,0.388,0.299,0.107,0.333,0.348,205305000000,4588599,3.9,4586650000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,15937580032,1,East Asia & Pacific
2008,SGP,3.5,-2,0.388,0.299,0.107,0.333,0.348,209141000000,4839396,3.96,5029290000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,18337691648,1,East Asia & Pacific
2009,SGP,2.5,-4,0.323,0.192,0.114,0.248,0.236,209394000000,4987573,5.86,5501980000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,16666978304,1,East Asia & Pacific
2010,SGP,3,-5,0.198,0.119,0.098,0.128,0.178,239809000000,5076732,4.12,6087160000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,21787734016,1,East Asia & Pacific
2011,SGP,3.5,-1,0.342,0.193,0.126,0.27,0.276,255008000000,5183688,3.89,6668540000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,23729840128,1,East Asia & Pacific
2012,SGP,3.5,-2,0.381,0.302,0.116,0.334,0.355,266386000000,5312437,3.72,7192930000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,24810186752,1,East Asia & Pacific
2013,SGP,3.5,-2,0.357,0.27,0.119,0.298,0.276,279272000000,5399162,3.86,7751550000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,27943847936,1,East Asia & Pacific
2014,SGP,2.5,-1,0.278,0.178,0.112,0.198,0.232,290269000000,5469724,3.74,8327160000000,0,0,4484.6572265625,4097.428653458023,3971.182457854183,26967349248,1,East Asia & Pacific
2000,SLE,3.5,0,0.235,0.09,0.161,0.257,0.138,1385751986,4584570,3.44,2232180000000,0,1,12570.8037109375,12798.737337236023,12784.731547878475,12768378,0,Sub-Saharan Africa
2001,SLE,3.5,2,0.235,0.09,0.16,0.257,0.147,1297819716,4754069,3.43,2418250000000,0,1,12570.8037109375,12798.737337236023,12784.731547878475,9164097,0,Sub-Saharan Africa
2002,SLE,4,5,0.436,0.236,0.298,0.372,0.272,1640668859,4965770,3.45,2639120000000,0,0,12570.8037109375,12798.737337236023,12784.731547878475,10576151,0,Sub-Saharan Africa
2003,SLE,4.5,5,0.568,0.363,0.365,0.448,0.332,1793466334,5201074,3.45,2904040000000,0,0,12570.8037109375,12798.737337236023,12784.731547878475,11187107,0,Sub-Saharan Africa
2004,SLE,4.5,5,0.568,0.364,0.386,0.441,0.332,1911798254,5433995,3.42,3197740000000,10.00000001,0,12570.8037109375,12798.737337236023,12784.731547878475,16965662,0,Sub-Saharan Africa
2005,SLE,4.5,5,0.568,0.357,0.385,0.443,0.332,1997926595,5645629,3.5,3562110000000,19.99999996,0,12570.8037109375,12798.737337236023,12784.731547878475,18610942,0,Sub-Saharan Africa
2006,SLE,4.5,5,0.568,0.355,0.384,0.443,0.332,2082317301,5829240,3.54,4015240000000,0,0,12570.8037109375,12798.737337236023,12784.731547878475,23303038,0,Sub-Saharan Africa
2007,SLE,5,7,0.551,0.346,0.373,0.43,0.321,2250113452,5989641,3.58,4586650000000,0,0,12570.8037109375,12798.737337236023,12784.731547878475,32146586,0,Sub-Saharan Africa
2008,SLE,5,7,0.521,0.324,0.353,0.412,0.297,2371580994,6133599,3.67,5029290000000,0,0,12570.8037109375,12798.737337236023,12784.731547878475,46946928,0,Sub-Saharan Africa
2009,SLE,4.5,6,0.551,0.384,0.343,0.422,0.376,2447188210,6272735,3.99,5501980000000,102.9999996,0,12570.8037109375,12798.737337236023,12784.731547878475,38800796,0,Sub-Saharan Africa
