year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human,frequencies_by_year,counts_by_year,relevant,govt_visits,mil_visits,total_visits,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2010,Panama,PAN,0,0,0,0,0,0.02,2,1,0,0,0,9,0.889,77747171345.3292,3642691,11884957832311.2,1337705000,7.999999886,0,14352.5576171875,14729.301462086489,14695.69344810926,25287167,11967279181,0,1.092248,0.8139535,-2406500000,Latin America & Caribbean
2010,Panama,PAN,0,0,0,0,0,0.25,29,1,0,0,0,9,0.889,77747171345.3292,3642691,11884957832311.2,1337705000,7.999999886,0,14352.5576171875,14729.301462086489,14695.69344810926,25287167,11967279181,0,1.092248,0.8139535,-2406500000,Latin America & Caribbean
2011,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.889,86543195466.7167,3706479,13020070209403.8,1345035000,4.99999987,0,14352.5576171875,14729.301462086489,14695.69344810926,42858083,14555810117,0,0.9872795,0.7634409,-2977000000,Latin America & Caribbean
2011,Panama,PAN,0,0,0,0,0,0.18,20,1,0,0,0,9,0.889,86543195466.7167,3706479,13020070209403.8,1345035000,4.99999987,0,14352.5576171875,14729.301462086489,14695.69344810926,42858083,14555810117,0,0.9872795,0.7634409,-2977000000,Latin America & Caribbean
2012,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.889,95006105422.4659,3770635,14043934216102.1,1354190000,7.999999932,0,14352.5576171875,14729.301462086489,14695.69344810926,53026287,15305692224,0,1.056427,0.7647059,-3484900000,Latin America & Caribbean
2012,Panama,PAN,0,0,0,0,0,0.05,5,1,0,0,0,9,0.889,95006105422.4659,3770635,14043934216102.1,1354190000,7.999999932,0,14352.5576171875,14729.301462086489,14695.69344810926,53026287,15305692224,0,1.056427,0.7647059,-3484900000,Latin America & Caribbean
2013,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.894,101564791850.356,3835447,15134607226924.2,1363240000,0,0,14352.5576171875,14729.301462086489,14695.69344810926,43943838,10992733699,0,0.7177533,0.7936508,-3236300000,Latin America & Caribbean
2013,Panama,PAN,0,0,0,0,0,0.26,20,1,0,0,0,9,0.894,101564791850.356,3835447,15134607226924.2,1363240000,0,0,14352.5576171875,14729.301462086489,14695.69344810926,43943838,10992733699,0,0.7177533,0.7936508,-3236300000,Latin America & Caribbean
2014,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.89,106710686814.377,3901311,16258467389928.8,1371860000,23.00000004,0,14352.5576171875,14729.301462086489,14695.69344810926,127495185,9307389343,0,0.9357909,0.8205128,-4129600000,Latin America & Caribbean
2014,Panama,PAN,0,0,0,0,0,0.07,5,1,0,0,0,9,0.89,106710686814.377,3901311,16258467389928.8,1371860000,23.00000004,0,14352.5576171875,14729.301462086489,14695.69344810926,127495185,9307389343,0,0.9357909,0.8205128,-4129600000,Latin America & Caribbean
2015,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.893,112828080059.42,3968490,17403279549482.5,1379860000,1.000000012,0,14352.5576171875,14729.301462086489,14695.69344810926,315212006,8518883418,0,0.2760873,0.7916667,-3972100000,Latin America & Caribbean
2015,Panama,PAN,0,0,0,0,0,0.15,8,1,0,0,0,9,0.893,112828080059.42,3968490,17403279549482.5,1379860000,1.000000012,0,14352.5576171875,14729.301462086489,14695.69344810926,315212006,8518883418,0,0.2760873,0.7916667,-3972100000,Latin America & Caribbean
2016,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.893,118416945602.324,4037073,18595188781703.6,1387790000,0,0,14352.5576171875,14729.301462086489,14695.69344810926,37653661,6343226427,0,0.398541,0.7347826,-4557227235,Latin America & Caribbean
2016,Panama,PAN,0,0,0,0,0,0.08,4,1,0,0,0,9,0.893,118416945602.324,4037073,18595188781703.6,1387790000,0,0,14352.5576171875,14729.301462086489,14695.69344810926,37653661,6343226427,0,0.398541,0.7347826,-4557227235,Latin America & Caribbean
2017,Panama,PAN,0,0,0,0,0,0,0,1,0,0,0,9,0.884,125038025703.772,4106764,19887033884256.7,1396215000,0.999999999,0,14352.5576171875,14729.301462086489,14695.69344810926,62027186,6626968671,0,0.2574056,0.7190083,-4420219175,Latin America & Caribbean
2017,Panama,PAN,0,0,0,0,0,0.13,7,1,0,0,0,9,0.884,125038025703.772,4106764,19887033884256.7,1396215000,0.999999999,0,14352.5576171875,14729.301462086489,14695.69344810926,62027186,6626968671,0,0.2574056,0.7190083,-4420219175,Latin America & Caribbean
2000,Nicaragua,NIC,0,0,0,0,0,0.08,4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Nicaragua,NIC,0,0,0,0,0,0.1,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Nicaragua,NIC,0,0,0,0,0,0.15,7,1,0,0,0,8,0.827,20871086099.542,5219324,5152785033972.09,1280400000,2.999999971,0,13785.5673828125,14135.460799157714,14099.552799202838,32437,49164647,0,0.309557,0.7816092,-203900000,Latin America & Caribbean
2003,Nicaragua,NIC,0,0,0,0,0,0.21,11,1,0,0,0,8,0.824,21397190431.8473,5292115,5670023166308.18,1288400000,0.999999983,0,13785.5673828125,14135.460799157714,14099.552799202838,364838,69310198,0,0.8917901,0.8651685,-201300000,Latin America & Caribbean
2004,Nicaragua,NIC,0,0,0,0,0,0.28,14,1,0,0,0,8,0.824,22533845693.7946,5364930,6243467841396.09,1296075000,0.999999953,0,13785.5673828125,14135.460799157714,14099.552799202838,2950109,101592978,0,0.8350361,0.8414634,-250000000,Latin America & Caribbean
2005,Nicaragua,NIC,0,0,0,0,0,0.24,12,1,0,0,0,8,0.824,23498834732.9822,5438692,6954885516694.85,1303720000,7.000000021,0,13785.5673828125,14135.460799157714,14099.552799202838,14167382,113997027,0,0.6882063,0.8888889,-241100000,Latin America & Caribbean
2006,Nicaragua,NIC,0,0,0,0,0,0.17,9,1,0,0,0,8,0.812,24474788235.0989,5513757,7839613419837.17,1311020000,0,0,13785.5673828125,14135.460799157714,14099.552799202838,763147,162719450,0,0.8247203,0.8592233,-265800000,Latin America & Caribbean
2007,Nicaragua,NIC,0,0,0,0,0,0.35,17,1,0,0,0,9,0.729,25717300225.6604,5590066,8955257903305.3,1317885000,135.9999815,0,13785.5673828125,14135.460799157714,14099.552799202838,3389883,212783917,0,0.1360178,0.9565217,-366400000,Latin America & Caribbean
2008,Nicaragua,NIC,0,0,0,0,0,0.47,21,1,0,0,0,9,0.717,26601042800.0842,5667436,9819501089971.55,1324655000,30.0000001,0,13785.5673828125,14135.460799157714,14099.552799202838,3465943,255613921,0,0.3557426,0.9247312,-608400000,Latin America & Caribbean
2009,Nicaragua,NIC,0,0,0,0,0,0.37,36,1,0,0,0,9,0.717,25725126424.1754,5745538,10742409055886.5,1331260000,0.999999993,0,13785.5673828125,14135.460799157714,14099.552799202838,3254535,193255586,0,0.5662085,0.945122,-463000000,Latin America & Caribbean
2010,Nicaragua,NIC,0,0,0,0,0,0.26,30,1,0,0,0,9,0.714,26859513303.6736,5824058,11884957832311.2,1337705000,77.00000047,0,13785.5673828125,14135.460799157714,14099.552799202838,7118511,299553520,0,0.2461217,0.8953488,-474800000,Latin America & Caribbean
2011,Nicaragua,NIC,0,0,0,0,0,0.31,34,1,0,0,0,9,0.705,28556356713.2933,5903035,13020070209403.8,1345035000,18.00000003,0,13785.5673828125,14135.460799157714,14099.552799202838,24355972,422029098,0,0.8275444,0.8631579,-928600000,Latin America & Caribbean
2012,Nicaragua,NIC,0,0,0,0,0,0.03,3,1,0,0,0,9,0.652,30411165761.3617,5982530,14043934216102.1,1354190000,8.999999992,0,13785.5673828125,14135.460799157714,14099.552799202838,115849948,466855864,0,0.79272,0.9127907,-712300000,Latin America & Caribbean
2013,Nicaragua,NIC,0,0,0,0,0,0.22,17,1,0,0,0,9,0.596,31909676824.4025,6062462,15134607226924.2,1363240000,31.99999982,0,13785.5673828125,14135.460799157714,14099.552799202838,91822281,522915343,0,1.070338,0.9285714,-815000000,Latin America & Caribbean
2014,Nicaragua,NIC,0,0,0,0,0,0.09,6,1,0,0,0,9,0.594,33436815297.801,6142734,16258467389928.8,1371860000,14.99999989,0,13785.5673828125,14135.460799157714,14099.552799202838,43368774,568133651,0,0.4459342,0.9166667,-982800000,Latin America & Caribbean
2015,Nicaragua,NIC,0,0,0,0,0,0.06,3,1,0,0,0,9,0.593,35039126467.4626,6223234,17403279549482.5,1379860000,3.000000035,0,13785.5673828125,14135.460799157714,14099.552799202838,34733258,666244686,0,1.292812,0.8819444,-922000000,Latin America & Caribbean
2016,Nicaragua,NIC,0,0,0,0,0,0.13,7,1,0,0,0,6,0.587,36638142395.6441,6303970,18595188781703.6,1387790000,0,0,13785.5673828125,14135.460799157714,14099.552799202838,17887411,624096977,0,1.034389,0.8421053,-923800000,Latin America & Caribbean
2017,Nicaragua,NIC,0,0,0,0,0,0.02,1,1,0,0,0,6,0.542,38334779852.6713,6384843,19887033884256.7,1396215000,15.00000001,0,13785.5673828125,14135.460799157714,14099.552799202838,28400491,624142254,0,0.9648728,0.8478261,-970900000,Latin America & Caribbean
2000,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,3,0.588,3818710320.63342,129205,5152785033972.09,1280400000,15.00000004,0,10139.374298095703,10156.928816813372,10108.920563333792,984859638,73108508,0,0.9732365,0.8571429,17496214.02,Latin America & Caribbean
2003,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,7,0.82,3829715264.05167,131897,5670023166308.18,1288400000,0,0,10139.374298095703,10156.928816813372,10108.920563333792,2867931121,302537574,0,0.6851182,0.8076923,-224600000,Latin America & Caribbean
2004,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,-1,0.5,3837698759.82485,134192,6243467841396.09,1296075000,7.999999998,0,10139.374298095703,10156.928816813372,10108.920563333792,557497229,157066329,0,0.790923,0.9047619,-764131962.5,Latin America & Caribbean
2005,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,-2,0.572,3863657961.88697,137658,6954885516694.85,1303720000,0,0,10139.374298095703,10156.928816813372,10108.920563333792,2277993501,175724820,0,0.8737564,0.8495575,-259284673.8,Latin America & Caribbean
2006,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,4,0.653,3926864866.56938,141239,7839613419837.17,1311020000,3.000000005,0,10139.374298095703,10156.928816813372,10108.920563333792,761107883,176865027,0,0.3668512,0.9096386,-108537544,Latin America & Caribbean
2007,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,3,0.672,4023856948.55491,144056,8955257903305.3,1317885000,0,0,10139.374298095703,10156.928816813372,10108.920563333792,1649822358,332669698,0,0.6099137,0.8541667,-228177862.9,Latin America & Caribbean
2008,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,6,0.775,4111900734.12154,145880,9819501089971.55,1324655000,8.999999834,0,10139.374298095703,10156.928816813372,10108.920563333792,6698877600,862092297,0,0.4755278,0.9090909,-82911241.94,Latin America & Caribbean
2009,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,6,0.743,4090053816.95796,146833,10742409055886.5,1331260000,16.99999998,0,10139.374298095703,10156.928816813372,10108.920563333792,1095795978,343598377,0,0.2019519,0.8785714,-166927616.8,Latin America & Caribbean
2010,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,7,0.844,4093420175.03156,148703,11884957832311.2,1337705000,23.99999994,0,10139.374298095703,10156.928816813372,10108.920563333792,7598890457,919816968,0,0.7114471,0.8263889,-188000000,Latin America & Caribbean
2011,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,5,0.668,4118496818.10952,150831,13020070209403.8,1345035000,15.99999994,0,10139.374298095703,10156.928816813372,10108.920563333792,199195,119342275,0,0.6857616,0.8370787,-99161452.51,Latin America & Caribbean
2012,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,9,0.735,4115783154.76302,152088,14043934216102.1,1354190000,5,0,10139.374298095703,10156.928816813372,10108.920563333792,146873,141784769,0,1.439254,0.6206897,-58157541.9,Latin America & Caribbean
2013,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,6,0.644,4082375876.20136,153822,15134607226924.2,1363240000,16.99999998,0,10139.374298095703,10156.928816813372,10108.920563333792,1461285,79626488,0,0.7710732,0.8813559,-14446927.37,Latin America & Caribbean
2014,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,9,0.76,4033331826.25312,155909,16258467389928.8,1371860000,0,0,10139.374298095703,10156.928816813372,10108.920563333792,25837,85521412,0,1.376666,0.6534653,-25452513.97,Latin America & Caribbean
2015,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,5,0.576,4045066750.97416,157980,17403279549482.5,1379860000,1.06860584,0,10139.374298095703,10156.928816813372,10108.920563333792,296132,91284925,0,0.5066957,0.8432836,-127804469.3,Latin America & Caribbean
2016,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,3,0.542,4009753016.28354,159664,18595188781703.6,1387790000,1,0,10139.374298095703,10156.928816813372,10108.920563333792,98412,72454298,0,0.7152136,0.805,-95363128.49,Latin America & Caribbean
2017,Curaçao,CUW,0,0,0,0,0,0,0,NA,0,0,0,5,0.667,3940295041.56587,160175,19887033884256.7,1396215000,33.00000007,0,10139.374298095703,10156.928816813372,10108.920563333792,52137,74013418,0,1.040902,0.7183908,-317955307.3,Latin America & Caribbean
2000,Honduras,HND,0,0,0,0,0,0.08,4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Honduras,HND,0,0,0,0,0,0.1,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Honduras,HND,0,0,0,0,0,0.13,6,1,0,0,0,7,0.779,28790587164.8006,6929267,5152785033972.09,1280400000,11,0,13543.2138671875,13804.165855545045,13766.95754609055,766016,58765564,0,0.3619595,0.7938144,-268667835.1,Latin America & Caribbean
2003,Honduras,HND,0,0,0,0,0,0.17,9,1,0,0,0,7,0.789,30099706118.4787,7106323,5670023166308.18,1288400000,10,0,13543.2138671875,13804.165855545045,13766.95754609055,3378563,77870566,0,1.181108,0.8081395,-390579688.7,Latin America & Caribbean
2004,Honduras,HND,0,0,0,0,0,0.16,8,1,0,0,0,7,0.789,31975610994.0599,7282953,6243467841396.09,1296075000,0,0,13543.2138671875,13804.165855545045,13766.95754609055,11663338,123139692,0,0.8950362,0.8116883,-552884521.8,Latin America & Caribbean
2005,Honduras,HND,0,0,0,0,0,0.18,9,1,0,0,0,7,0.786,33910327064.1473,7458982,6954885516694.85,1303720000,7.999999994,0,13543.2138671875,13804.165855545045,13766.95754609055,14174299,133804832,0,0.7710732,0.869863,-600806555.2,Latin America & Caribbean
2006,Honduras,HND,0,0,0,0,0,0.06,3,1,0,0,0,7,0.764,36137300831.6536,7634295,7839613419837.17,1311020000,3.999999999,0,13543.2138671875,13804.165855545045,13766.95754609055,18617199,223679114,0,0.8469574,0.8611111,-668507260.7,Latin America & Caribbean
2007,Honduras,HND,0,0,0,0,0,0.1,5,1,0,0,0,7,0.765,38373595236.3599,7808520,8955257903305.3,1317885000,6.000000001,0,13543.2138671875,13804.165855545045,13766.95754609055,16083790,274279500,0,0.4948384,0.8901099,-926080633.1,Latin America & Caribbean
2008,Honduras,HND,0,0,0,0,0,0.22,10,1,0,0,0,7,0.764,39997412334.6285,7980955,9819501089971.55,1324655000,66.99999962,0,13543.2138671875,13804.165855545045,13766.95754609055,16145947,323608995,0,0.5120776,0.8241758,-1007343559,Latin America & Caribbean
2009,Honduras,HND,0,0,0,0,0,0.68,66,1,0,0,0,7,0.722,39024824105.0691,8150780,10742409055886.5,1331260000,7.999999994,0,13543.2138671875,13804.165855545045,13766.95754609055,50340014,212157509,0,0.4351749,0.8880597,-505263098.5,Latin America & Caribbean
2010,Honduras,HND,0,0,0,0,0,0.24,27,1,0,0,0,7,0.681,40480895061.5572,8317467,11884957832311.2,1337705000,143.9999989,0,13543.2138671875,13804.165855545045,13766.95754609055,92628847,322142235,0,0.665948,0.8837209,-970575785.3,Latin America & Caribbean
2011,Honduras,HND,0,0,0,0,0,0.28,30,1,0,0,0,7,0.692,42033616973.3577,8480670,13020070209403.8,1345035000,33.00000011,0,13543.2138671875,13804.165855545045,13766.95754609055,146713590,421888542,0,0.6447782,0.8510638,-1012297708,Latin America & Caribbean
2012,Honduras,HND,0,0,0,0,0,0.06,6,1,0,0,0,7,0.688,43769053767.6593,8640692,14043934216102.1,1354190000,0.999999858,0,13543.2138671875,13804.165855545045,13766.95754609055,251073821,1056652554,0,0.9554166,0.8023256,-850958332.9,Latin America & Caribbean
2013,Honduras,HND,0,0,0,0,0,0.09,7,1,0,0,0,7,0.692,44990893058.8619,8798524,15134607226924.2,1363240000,0,0,13543.2138671875,13804.165855545045,13766.95754609055,234871499,799036771,0,0.4755278,0.8515625,-991605737,Latin America & Caribbean
2014,Honduras,HND,286927942.925112,0,0,286927942.925112,0,0.06,4,1,0,0,0,7,0.711,46366750814.2298,8955579,16258467389928.8,1371860000,3.999999998,0,13543.2138671875,13804.165855545045,13766.95754609055,161663898,686539344,0,0.8320401,0.8355263,-1314822449,Latin America & Caribbean
2015,Honduras,HND,0,0,0,0,0,0,0,1,0,0,0,7,0.707,48147271125.4224,9112904,17403279549482.5,1379860000,0,0,13543.2138671875,13804.165855545045,13766.95754609055,35484685,853791995,0,0.2277315,0.7535211,-951580322.1,Latin America & Caribbean
2016,Honduras,HND,0,6149954.39962561,0,0,0,0.04,2,1,0,0,0,7,0.704,50021631004.0765,9270794,18595188781703.6,1387790000,1,0,13543.2138671875,13804.165855545045,13766.95754609055,27846500,720486183,0,0.4852123,0.7217391,-900072751.5,Latin America & Caribbean
2017,Honduras,HND,0,4000000,0,0,0,0.02,1,1,0,0,0,7,0.707,52444135530.2339,9429016,19887033884256.7,1396215000,13.00000001,0,13543.2138671875,13804.165855545045,13766.95754609055,23937992,844819930,0,0.458064,0.6638655,-1035017037,Latin America & Caribbean
2000,Paraguay,PRY,0,0,0,0,0,0.08,4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Paraguay,PRY,0,0,0,0,0,0.19,9,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Paraguay,PRY,0,0,0,0,0,0.09,4,1,0,0,0,7,0.772,45019654248.4648,5531958,5152785033972.09,1280400000,1.000000003,0,18311.345703125,18567.043638035582,18553.678791960323,7873772,79031339,0,0.5271404,0.8069307,-5900000,Latin America & Caribbean
2003,Paraguay,PRY,0,0,0,0,0,0.19,10,1,0,0,0,8,0.787,46964838927.0002,5632983,5670023166308.18,1288400000,1.999999679,0,18311.345703125,18567.043638035582,18553.678791960323,12738574,126193000,0,0.8542543,0.8988764,-24900000,Latin America & Caribbean
2004,Paraguay,PRY,0,0,0,0,0,0.16,8,1,0,0,0,8,0.808,48870398926.0772,5730556,6243467841396.09,1296075000,1.000000031,0,18311.345703125,18567.043638035582,18553.678791960323,58288870,234939728,0,0.8074229,0.8674699,-27679000,Latin America & Caribbean
2005,Paraguay,PRY,0,0,0,0,0,0.2,10,1,0,0,0,8,0.808,49913044324.9159,5824095,6954885516694.85,1303720000,2.999999998,0,18311.345703125,18567.043638035582,18553.678791960323,58548738,252559844,0,0.6308634,0.8894737,-35500000,Latin America & Caribbean
2006,Paraguay,PRY,0,0,0,0,0,0.19,10,1,0,0,0,8,0.808,52312422860.0508,5913212,7839613419837.17,1311020000,1.000000072,0,18311.345703125,18567.043638035582,18553.678791960323,53668927,327496183,0,0.7423614,0.8899083,-114200000,Latin America & Caribbean
2007,Paraguay,PRY,0,0,0,0,0,0.17,8,1,0,0,0,8,0.808,55148605142.824,5998430,8955257903305.3,1317885000,0,0,18311.345703125,18567.043638035582,18553.678791960323,19675804,467840521,0,0.5200402,0.8846154,-202300000,Latin America & Caribbean
2008,Paraguay,PRY,0,0,0,0,0,0.04,2,1,0,0,0,8,0.804,58731219632.8468,6081296,9819501089971.55,1324655000,0.99999964,0,18311.345703125,18567.043638035582,18553.678791960323,25322919,763509266,0,0.4149984,0.844086,-262840000,Latin America & Caribbean
2009,Paraguay,PRY,0,0,0,0,0,0.13,13,1,0,0,0,8,0.828,58577850495.1486,6163970,10742409055886.5,1331260000,0.999999923,0,18311.345703125,18567.043638035582,18553.678791960323,27454101,513923533,0,0.303191,0.9177215,-71325000,Latin America & Caribbean
2010,Paraguay,PRY,0,0,0,0,0,0.21,24,1,0,0,0,8,0.834,65077198479.732,6248017,11884957832311.2,1337705000,1.00000005,0,18311.345703125,18567.043638035582,18553.678791960323,45614780,1050603918,0,0.5006009,0.8975904,-461965000,Latin America & Caribbean
2011,Paraguay,PRY,0,0,0,0,0,0.17,18,1,0,0,0,8,0.83,67866648777.7044,6333981,13020070209403.8,1345035000,1.999999783,0,18311.345703125,18567.043638035582,18553.678791960323,44493285,1248050527,0,0.3806622,0.9010989,-581242000,Latin America & Caribbean
2012,Paraguay,PRY,0,0,0,0,0,0.04,4,1,0,0,0,8,0.81,67386123645.4735,6421510,14043934216102.1,1354190000,10.99999906,0,18311.345703125,18567.043638035582,18553.678791960323,47841693,1335794864,0,0.6721349,0.8670886,-697081000,Latin America & Caribbean
2013,Paraguay,PRY,0,0,0,0,0,0.25,19,1,0,0,0,9,0.799,72974506422.6375,6510273,15134607226924.2,1363240000,4.999999851,0,18311.345703125,18567.043638035582,18553.678791960323,60670961,1356499622,0,0.6592397,0.78125,-245347000,Latin America & Caribbean
2014,Paraguay,PRY,0,0,0,0,0,0.01,1,1,0,0,0,9,0.806,76843059119.7061,6599524,16258467389928.8,1371860000,2.000000614,0,18311.345703125,18567.043638035582,18553.678791960323,55625086,1396244593,0,0.9108857,0.7987013,-411892000,Latin America & Caribbean
2015,Paraguay,PRY,0,0,0,0,0,0.04,2,1,0,0,0,9,0.798,79115424975.5924,6688746,17403279549482.5,1379860000,7.99999999,0,18311.345703125,18567.043638035582,18553.678791960323,41778476,1267967171,0,0.266356,0.7323944,-308129751.8,Latin America & Caribbean
2016,Paraguay,PRY,0,0,0,0,0,0.08,4,1,0,0,0,9,0.798,82492091751.5538,6777878,18595188781703.6,1387790000,5.999999972,0,18311.345703125,18567.043638035582,18553.678791960323,22380272,1169393366,0,0.4023778,0.7543103,-425334459,Latin America & Caribbean
2017,Paraguay,PRY,0,0,0,0,0,0.04,2,1,0,0,0,9,0.798,86460026414.3883,6867058,19887033884256.7,1396215000,0,0,18311.345703125,18567.043638035582,18553.678791960323,33021012,1560563591,0,0.3210186,0.6900826,-576181374.1,Latin America & Caribbean
2000,El Salvador,SLV,0,0,0,0,0,0.04,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,El Salvador,SLV,0,0,0,0,0,0.52,25,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,El Salvador,SLV,0,0,0,0,0,0.15,7,1,0,0,0,7,0.777,39680942588.3876,5962139,5152785033972.09,1280400000,6.000000047,0,13507.857421875,13861.81357170868,13825.13233552505,1899003,132573696,0,0.2207567,0.7944444,-495700000,Latin America & Caribbean
