year,recipient,recipient_iso3,aid,count,freq,govt_visits,mil_visits,total_visits,pmm_fh,pmm_polity,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,gdp,pop,unemp,china_gdp,disaster,civilwar,dist,distw,distwces,trade,atopally,region
2000,Afghanistan,AFG,1160240.731,640,0.28,0,0,0,1,-7,0.072,0.026,0.013,0.008,0.038,NA,20779957,11.65,2232180000000,0,1,4180.4375,4434.381992228317,4369.992802879414,NA,0,South Asia
2001,Afghanistan,AFG,10788366.174999999,4461,1.91,1,0,1,1,NA,0.079,0.03,0.018,0.013,0.04,NA,21606992,11.63,2418250000000,3.999999998,1,4180.4375,4434.381992228317,4369.992802879414,13193305,0,South Asia
2002,Afghanistan,AFG,8407855.5487,2966,1.24,4,0,4,2,NA,0.227,0.095,0.097,0.252,0.148,7465114629,22600774,11.68,2639120000000,1285.999798,1,4180.4375,4434.381992228317,4369.992802879414,14619456,0,South Asia
2003,Afghanistan,AFG,2956010.2216999996,2199,0.86,3,0,3,2,NA,0.233,0.096,0.101,0.257,0.158,8124454292,23680871,11.68,2904040000000,137.0000003,1,4180.4375,4434.381992228317,4369.992802879414,17839410,0,South Asia
2004,Afghanistan,AFG,42040199.923,2471,0.92,7,0,7,2.5,NA,0.257,0.105,0.116,0.265,0.165,8239343661,24726689,11.61,3197740000000,18.00000003,1,4180.4375,4434.381992228317,4369.992802879414,34308624,0,South Asia
2005,Afghanistan,AFG,0,2409,0.94,6,1,7,3,NA,0.336,0.13,0.141,0.301,0.203,9164598458,25654274,11.52,3562110000000,561.0000677,1,4180.4375,4434.381992228317,4369.992802879414,30974072,0,South Asia
2006,Afghanistan,AFG,1839410.993,3278,1.05,6,2,8,3,NA,0.399,0.225,0.161,0.336,0.231,9655582953,26433058,11.34,4015240000000,382.0000069,1,4180.4375,4434.381992228317,4369.992802879414,60167272,0,South Asia
2007,Afghanistan,AFG,19556249.5485,3786,1.27,6,2,8,3,NA,0.399,0.227,0.159,0.336,0.233,10990594707,27100542,11.18,4586650000000,296.0000261,1,4180.4375,4434.381992228317,4369.992802879414,93137512,0,South Asia
2008,Afghanistan,AFG,22364544.740000002,2629,0.81,7,0,7,2.5,NA,0.403,0.228,0.16,0.346,0.232,11421973771,27722281,11.11,5029290000000,0,1,4180.4375,4434.381992228317,4369.992802879414,91372144,0,South Asia
2009,Afghanistan,AFG,3104363.4768000003,8831,1.66,2,0,2,NA,NA,NA,NA,NA,NA,NA,13865194314,28394806,11.46,5501980000000,100.9999999,1,4180.4375,4434.381992228317,4369.992802879414,150735424,0,South Asia
2010,Afghanistan,AFG,20437593.93,10746,1.8,8,2,10,NA,NA,NA,NA,NA,NA,NA,15856574731,29185511,11.52,6087160000000,349.9999974,1,4180.4375,4434.381992228317,4369.992802879414,124604616,0,South Asia
2011,Afghanistan,AFG,4439949.303,7713,1.46,4,0,4,NA,NA,NA,NA,NA,NA,NA,15924179996,30117411,11.51,6668540000000,61.99999998,1,4180.4375,4434.381992228317,4369.992802879414,157945728,0,South Asia
2012,Afghanistan,AFG,721421.4609,5315,1.2,9,2,11,NA,NA,NA,NA,NA,NA,NA,17954877146,31161378,11.52,7192930000000,333.0000057,1,4180.4375,4434.381992228317,4369.992802879414,323427488,0,South Asia
2013,Afghanistan,AFG,32820949.66,3422,0.95,5,0,5,NA,NA,NA,NA,NA,NA,NA,18960483969,32269592,11.54,7751550000000,154.9999966,1,4180.4375,4434.381992228317,4369.992802879414,231473488,0,South Asia
2014,Afghanistan,AFG,0,3134,1.01,7,0,7,NA,NA,NA,NA,NA,NA,NA,19477070577,33370804,11.45,8327160000000,574.9999869,1,4180.4375,4434.381992228317,4369.992802879414,263119728,0,South Asia
2000,Angola,AGO,0,987,0.43,0,0,0,2,-3,0.161,0.09,0.066,0.059,0.068,36155384575,16395477,3.87,2232180000000,58.99999984,1,11769.5146484375,11829.967001156616,11803.086859800445,NA,0,Sub-Saharan Africa
2001,Angola,AGO,1364094.335,975,0.42,0,0,0,2,-3,0.162,0.093,0.067,0.062,0.064,37676079529,16945753,3.85,2418250000000,56.99999982,1,11769.5146484375,11829.967001156616,11803.086859800445,35068548,0,Sub-Saharan Africa
2002,Angola,AGO,331803106.2298,863,0.36,0,0,0,2.5,-2,0.165,0.101,0.058,0.066,0.064,42824774451,17519418,3.88,2639120000000,7.999999995,1,11769.5146484375,11829.967001156616,11803.086859800445,44992312,0,Sub-Saharan Africa
2003,Angola,AGO,24236231.27,793,0.31,0,0,0,2.5,-2,0.172,0.106,0.062,0.091,0.07,44105170975,18121477,3.88,2904040000000,14.99999998,0,11769.5146484375,11829.967001156616,11803.086859800445,98206208,0,Sub-Saharan Africa
2004,Angola,AGO,111074434.88,710,0.26,0,0,0,2.5,-2,0.172,0.107,0.062,0.091,0.071,48935949384,18758138,3.85,3197740000000,28.00000002,1,11769.5146484375,11829.967001156616,11803.086859800445,116163208,0,Sub-Saharan Africa
2005,Angola,AGO,2181261182.486,533,0.21,0,0,0,2.5,-2,0.173,0.108,0.063,0.092,0.071,56290491777,19433604,3.81,3562110000000,0,0,11769.5146484375,11829.967001156616,11803.086859800445,225581680,0,Sub-Saharan Africa
2006,Angola,AGO,2269775679.2086,858,0.27,0,0,0,2.5,-2,0.173,0.108,0.063,0.092,0.071,62790739427,20149905,3.73,4015240000000,0,0,11769.5146484375,11829.967001156616,11803.086859800445,534686304,0,Sub-Saharan Africa
2007,Angola,AGO,3015836272.1698,979,0.33,0,0,0,2.5,-2,0.173,0.109,0.06,0.092,0.071,71587733475,20905360,3.66,4586650000000,104.9999988,1,11769.5146484375,11829.967001156616,11803.086859800445,682033920,0,Sub-Saharan Africa
2008,Angola,AGO,724114837.85,667,0.21,0,0,0,2.5,-2,0.188,0.128,0.062,0.095,0.074,79581318823,21695636,3.63,5029290000000,7,0,11769.5146484375,11829.967001156616,11803.086859800445,1753681024,0,Sub-Saharan Africa
2009,Angola,AGO,0,1036,0.19,0,0,0,NA,NA,NA,NA,NA,NA,NA,80264693647,22514275,3.78,5501980000000,62.00000006,1,11769.5146484375,11829.967001156616,11803.086859800445,1684292736,0,Sub-Saharan Africa
2010,Angola,AGO,628849044,905,0.15,0,0,0,NA,NA,NA,NA,NA,NA,NA,83799496611,23356247,9.43,6087160000000,25.00000005,0,11769.5146484375,11829.967001156616,11803.086859800445,1426434432,0,Sub-Saharan Africa
2011,Angola,AGO,2220318223.607,694,0.13,0,0,0,NA,NA,NA,NA,NA,NA,NA,86708995310,24220660,7.36,6668540000000,129.9999994,0,11769.5146484375,11829.967001156616,11803.086859800445,1909677952,0,Sub-Saharan Africa
2012,Angola,AGO,1588553152.4,528,0.12,0,0,0,NA,NA,NA,NA,NA,NA,NA,94115840393,25107925,7.37,7192930000000,0,0,11769.5146484375,11829.967001156616,11803.086859800445,2816178944,0,Sub-Saharan Africa
2013,Angola,AGO,1374935389.66,382,0.11,0,0,0,NA,NA,NA,NA,NA,NA,NA,98778851724,26015786,7.38,7751550000000,8.999999996,0,11769.5146484375,11829.967001156616,11803.086859800445,2789779200,0,Sub-Saharan Africa
2014,Angola,AGO,2084256545.0933,385,0.12,0,0,0,NA,NA,NA,NA,NA,NA,NA,103543000000,26941773,7.31,8327160000000,0,0,11769.5146484375,11829.967001156616,11803.086859800445,3995155968,0,Sub-Saharan Africa
2000,Burundi,BDI,0,512,0.23,0,0,0,2,-1,0.183,0.159,0.138,0.219,0.172,1462076151,6378871,1.87,2232180000000,0,1,10011.623046875,9997.050326437378,9965.252117795892,NA,0,Sub-Saharan Africa
2001,Burundi,BDI,103949847.6,517,0.22,0,0,0,2,0,0.186,0.16,0.138,0.23,0.173,1492133616,6525546,1.86,2418250000000,0,1,10011.623046875,9997.050326437378,9965.252117795892,4152522.5,0,Sub-Saharan Africa
2002,Burundi,BDI,0,412,0.17,0,0,0,2.5,2,0.202,0.161,0.151,0.236,0.179,1558481627,6704118,1.89,2639120000000,0,1,10011.623046875,9997.050326437378,9965.252117795892,4295681.5,0,Sub-Saharan Africa
2003,Burundi,BDI,7985806.42,405,0.16,0,0,0,3,3,0.206,0.162,0.152,0.237,0.18,1539410052,6909161,1.89,2904040000000,0,1,10011.623046875,9997.050326437378,9965.252117795892,3997739.5,0,Sub-Saharan Africa
2004,Burundi,BDI,16300881.44,488,0.18,0,0,0,3,5,0.207,0.161,0.151,0.243,0.179,1613819866,7131688,1.85,3197740000000,3.000000005,1,10011.623046875,9997.050326437378,9965.252117795892,3466697.25,0,Sub-Saharan Africa
2005,Burundi,BDI,0,305,0.12,0,0,0,4,6,0.297,0.157,0.234,0.232,0.202,1628344244,7364857,1.81,3562110000000,0,1,10011.623046875,9997.050326437378,9965.252117795892,6427826.5,0,Sub-Saharan Africa
2006,Burundi,BDI,23075106.88,337,0.11,0,0,0,3.5,6,0.412,0.195,0.282,0.27,0.248,1716499661,7607850,1.73,4015240000000,21.99999997,1,10011.623046875,9997.050326437378,9965.252117795892,10203262,0,Sub-Saharan Africa
2007,Burundi,BDI,85624374.2128,367,0.12,0,0,0,3.5,6,0.407,0.193,0.285,0.27,0.246,1775752414,7862226,1.66,4586650000000,4.999999991,0,10011.623046875,9997.050326437378,9965.252117795892,6951129,0,Sub-Saharan Africa
2008,Burundi,BDI,20788769.7362,169,0.05,0,0,0,3.5,6,0.402,0.19,0.282,0.266,0.243,1862084400,8126104,1.63,5029290000000,9.000000043,1,10011.623046875,9997.050326437378,9965.252117795892,13142273,0,Sub-Saharan Africa
2009,Burundi,BDI,0,556,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1933080966,8397661,1.75,5501980000000,0,0,10011.623046875,9997.050326437378,9965.252117795892,21455694,0,Sub-Saharan Africa
2010,Burundi,BDI,0,719,0.12,0,0,0,NA,NA,NA,NA,NA,NA,NA,2032135191,8675606,1.74,6087160000000,8.999999956,0,10011.623046875,9997.050326437378,9965.252117795892,32990920,0,Sub-Saharan Africa
2011,Burundi,BDI,34092775.469000004,503,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2114083126,8958406,1.7,6668540000000,11.99999998,0,10011.623046875,9997.050326437378,9965.252117795892,39311332,0,Sub-Saharan Africa
2012,Burundi,BDI,1637872.766,476,0.11,0,0,0,NA,NA,NA,NA,NA,NA,NA,2208090234,9245992,1.67,7192930000000,0,0,10011.623046875,9997.050326437378,9965.252117795892,43414928,0,Sub-Saharan Africa
2013,Burundi,BDI,7625650.229,369,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2316820909,9540302,1.64,7751550000000,0,0,10011.623046875,9997.050326437378,9965.252117795892,35840336,0,Sub-Saharan Africa
2014,Burundi,BDI,47593877.0471,219,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,2415069213,9844301,1.57,8327160000000,96.00000037,1,10011.623046875,9997.050326437378,9965.252117795892,34496332,0,Sub-Saharan Africa
2000,Benin,BEN,21443104.73,114,0.05,0,0,0,6,6,0.626,0.512,0.342,0.564,0.466,6520843116,6865946,0.84,2232180000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,NA,0,Sub-Saharan Africa
2001,Benin,BEN,0,116,0.05,0,0,0,5.5,6,0.622,0.513,0.338,0.564,0.466,6868608529,7076728,0.75,2418250000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,32301318,0,Sub-Saharan Africa
2002,Benin,BEN,0,116,0.05,0,0,0,5.5,6,0.623,0.511,0.333,0.564,0.461,7187520143,7295400,0.69,2639120000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,30891556,0,Sub-Saharan Africa
2003,Benin,BEN,0,157,0.06,0,0,0,6,6,0.621,0.51,0.416,0.561,0.46,7435027918,7520556,0.73,2904040000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,38393788,0,Sub-Saharan Africa
2004,Benin,BEN,0,230,0.09,0,0,0,6,6,0.62,0.51,0.414,0.561,0.459,7764376201,7750003,0.77,3197740000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,43106004,0,Sub-Saharan Africa
2005,Benin,BEN,0,204,0.08,0,0,0,6,6,0.643,0.533,0.422,0.574,0.516,7897392742,7982223,0.8,3562110000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,32719490,0,Sub-Saharan Africa
2006,Benin,BEN,10553332.1,147,0.05,0,0,0,6,7,0.683,0.563,0.449,0.611,0.551,8208845286,8216893,0.81,4015240000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,868280256,0,Sub-Saharan Africa
2007,Benin,BEN,6418106.892,238,0.08,0,0,0,6,7,0.679,0.56,0.441,0.615,0.548,8700255441,8454790,0.82,4586650000000,9.999999984,0,11545.876953125,11663.807856619262,11645.768926344477,1083915520,0,Sub-Saharan Africa
2008,Benin,BEN,39688633.076000005,183,0.06,0,0,0,6,7,0.673,0.553,0.434,0.6,0.543,9126270155,8696915,0.85,5029290000000,15.00000007,0,11545.876953125,11663.807856619262,11645.768926344477,1378273792,0,Sub-Saharan Africa
2009,Benin,BEN,17244449.67,214,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,9337935021,8944713,0.97,5501980000000,9.999999989,0,11545.876953125,11663.807856619262,11645.768926344477,1378732928,0,Sub-Saharan Africa
2010,Benin,BEN,0,271,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,9535345011,9199254,1.04,6087160000000,46.00000018,0,11545.876953125,11663.807856619262,11645.768926344477,141065616,0,Sub-Saharan Africa
2011,Benin,BEN,0,249,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,9817949078,9460829,2.65,6668540000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,119999224,0,Sub-Saharan Africa
2012,Benin,BEN,0,321,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,10290312533,9729254,2.65,7192930000000,4,0,11545.876953125,11663.807856619262,11645.768926344477,121117080,0,Sub-Saharan Africa
2013,Benin,BEN,323206234.636,202,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,11030333538,10004594,2.66,7751550000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,189509168,0,Sub-Saharan Africa
2014,Benin,BEN,840000,114,0.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,11731606748,10286839,2.61,8327160000000,0,0,11545.876953125,11663.807856619262,11645.768926344477,170742944,0,Sub-Saharan Africa
2000,Bangladesh,BGD,704566201.13,1050,0.46,11,0,11,4.5,6,0.527,0.281,0.276,0.208,0.215,67013472134,127657862,3.27,2232180000000,142.0000001,0,3036.238037109375,2943.368114466095,2789.0724686328394,NA,0,South Asia
2001,Bangladesh,BGD,427643574.1,778,0.33,4,0,4,4.5,6,0.528,0.28,0.272,0.209,0.216,70415938962,130088709,3.59,2418250000000,247.0000001,0,3036.238037109375,2943.368114466095,2789.0724686328394,536548768,0,South Asia
2002,Bangladesh,BGD,43690957.18,811,0.34,11,0,11,4,6,0.476,0.233,0.243,0.188,0.195,73115069176,132478077,3.96,2639120000000,132,0,3036.238037109375,2943.368114466095,2789.0724686328394,607371072,0,South Asia
2003,Bangladesh,BGD,0,1042,0.41,8,1,9,4,6,0.487,0.24,0.246,0.194,0.197,76580407159,134791598,4.32,2904040000000,290.9999998,0,3036.238037109375,2943.368114466095,2789.0724686328394,668108992,0,South Asia
2004,Bangladesh,BGD,1948970.0624000002,1241,0.46,10,1,11,4,6,0.487,0.233,0.244,0.194,0.197,80592862795,136986429,4.3,3197740000000,1002,0,3036.238037109375,2943.368114466095,2789.0724686328394,789601536,0,South Asia
2005,Bangladesh,BGD,0,1329,0.52,13,2,15,4,6,0.487,0.233,0.242,0.194,0.199,85860367933,139035505,4.25,3562110000000,231.9999999,1,3036.238037109375,2943.368114466095,2789.0724686328394,1028688704,0,South Asia
2006,Bangladesh,BGD,397312774.5,1433,0.46,4,1,5,4,6,0.414,0.22,0.21,0.167,0.168,91588890099,140921154,3.59,4015240000000,153.9999999,1,3036.238037109375,2943.368114466095,2789.0724686328394,1267531264,0,South Asia
2007,Bangladesh,BGD,1651398.4647,1688,0.56,7,3,10,3.5,-6,0.21,0.107,0.127,0.087,0.102,98053782906,142660381,3.91,4586650000000,5504.999782,0,3036.238037109375,2943.368114466095,2789.0724686328394,1385188096,1,South Asia
2008,Bangladesh,BGD,73963593.24,1147,0.35,8,0,8,4,-6,0.213,0.11,0.127,0.087,0.104,103951000000,144304164,4.29,5029290000000,68.00000002,0,3036.238037109375,2943.368114466095,2789.0724686328394,1910098432,1,South Asia
2009,Bangladesh,BGD,1250279142.875,3716,0.7,10,3,13,NA,NA,NA,NA,NA,NA,NA,109195000000,145924795,5,5501980000000,23,0,3036.238037109375,2943.368114466095,2789.0724686328394,2262263808,1,South Asia
2010,Bangladesh,BGD,144346590.35,3554,0.6,10,2,12,NA,NA,NA,NA,NA,NA,NA,115279000000,147575433,3.38,6087160000000,107.0000001,0,3036.238037109375,2943.368114466095,2789.0724686328394,3029723136,1,South Asia
2011,Bangladesh,BGD,104677679.36299999,2248,0.43,5,4,9,NA,NA,NA,NA,NA,NA,NA,122731000000,149273134,3.71,6668540000000,40.00000001,0,3036.238037109375,2943.368114466095,2789.0724686328394,4103839232,1,South Asia
2012,Bangladesh,BGD,307967504.4,1566,0.35,2,0,2,NA,NA,NA,NA,NA,NA,NA,130735000000,151005733,4.06,7192930000000,272,0,3036.238037109375,2943.368114466095,2789.0724686328394,3856604416,1,South Asia
2013,Bangladesh,BGD,675124233.59,1355,0.37,7,2,9,NA,NA,NA,NA,NA,NA,NA,138597000000,152761413,4.43,7751550000000,50,0,3036.238037109375,2943.368114466095,2789.0724686328394,4460055552,1,South Asia
2014,Bangladesh,BGD,311000000,1003,0.32,5,3,8,NA,NA,NA,NA,NA,NA,NA,146997000000,154517385,4.39,8327160000000,79.00000002,0,3036.238037109375,2943.368114466095,2789.0724686328394,4768310272,1,South Asia
2000,Bulgaria,BGR,47801918.127,568,0.25,0,0,0,5.5,8,0.719,0.627,0.455,0.638,0.573,32555406324,8170172,16.22,2232180000000,10.00000006,0,7364.44677734375,7576.192204337311,7550.9865174545,NA,0,Europe & Central Asia
2001,Bulgaria,BGR,46947580.043,587,0.25,0,0,0,6,9,0.702,0.611,0.444,0.626,0.556,33798124235,8009142,19.92,2418250000000,2,0,7364.44677734375,7576.192204337311,7550.9865174545,60523900,0,Europe & Central Asia
2002,Bulgaria,BGR,0,601,0.25,0,0,0,6.5,9,0.72,0.622,0.457,0.635,0.572,35810138200,7837161,18.11,2639120000000,1,0,7364.44677734375,7576.192204337311,7550.9865174545,91246080,0,Europe & Central Asia
2003,Bulgaria,BGR,0,719,0.28,0,0,0,6.5,9,0.72,0.624,0.457,0.635,0.572,37655019586,7775327,13.73,2904040000000,1.999999999,0,7364.44677734375,7576.192204337311,7550.9865174545,170899888,0,Europe & Central Asia
2004,Bulgaria,BGR,0,712,0.27,0,0,0,6.5,9,0.717,0.627,0.454,0.63,0.569,40080703028,7716860,12.04,3197740000000,7.00000001,0,7364.44677734375,7576.192204337311,7550.9865174545,257336528,0,Europe & Central Asia
2005,Bulgaria,BGR,1178476.308,670,0.26,0,0,0,6.5,9,0.71,0.619,0.448,0.626,0.561,42947892705,7658972,10.08,3562110000000,0.999999989,0,7364.44677734375,7576.192204337311,7550.9865174545,386674976,0,Europe & Central Asia
2006,Bulgaria,BGR,0,862,0.28,0,0,0,6.5,9,0.711,0.622,0.449,0.62,0.563,45869280339,7601022,8.95,4015240000000,0.999999996,0,7364.44677734375,7576.192204337311,7550.9865174545,527797632,0,Europe & Central Asia
2007,Bulgaria,BGR,0,724,0.24,0,0,0,6.5,9,0.717,0.629,0.454,0.622,0.569,48876966228,7545338,6.88,4586650000000,13,0,7364.44677734375,7576.192204337311,7550.9865174545,419109312,0,Europe & Central Asia
2008,Bulgaria,BGR,0,974,0.3,0,0,0,6,9,0.72,0.632,0.456,0.624,0.565,51851436379,7492561,5.61,5029290000000,3.00000001,0,7364.44677734375,7576.192204337311,7550.9865174545,600424192,0,Europe & Central Asia
2009,Bulgaria,BGR,0,1082,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,50101534230,7444443,6.82,5501980000000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,405767904,0,Europe & Central Asia
2010,Bulgaria,BGR,0,1077,0.18,0,0,0,NA,NA,NA,NA,NA,NA,NA,50381825504,7395599,10.28,6087160000000,0.999999982,0,7364.44677734375,7576.192204337311,7550.9865174545,414966656,0,Europe & Central Asia
2011,Bulgaria,BGR,16649.80989,980,0.19,0,0,0,NA,NA,NA,NA,NA,NA,NA,51568094264,7348328,11.26,6668540000000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,577754176,0,Europe & Central Asia
2012,Bulgaria,BGR,10436.93146,910,0.21,0,0,0,NA,NA,NA,NA,NA,NA,NA,51751979376,7305888,12.27,7192930000000,5.999999997,0,7364.44677734375,7576.192204337311,7550.9865174545,608103040,0,Europe & Central Asia
2013,Bulgaria,BGR,0,694,0.19,0,0,0,NA,NA,NA,NA,NA,NA,NA,51920571507,7265115,12.94,7751550000000,0,0,7364.44677734375,7576.192204337311,7550.9865174545,645072576,0,Europe & Central Asia
2014,Bulgaria,BGR,0,704,0.23,0,0,0,NA,NA,NA,NA,NA,NA,NA,52899515523,7223938,11.42,8327160000000,4.000000002,0,7364.44677734375,7576.192204337311,7550.9865174545,690679040,0,Europe & Central Asia
2000,Barbados,BRB,2204457.389,105,0.05,0,0,0,7,NA,0.766,0.654,0.33,0.602,0.614,4227500000,271511,9.35,2232180000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,NA,0,Latin America & Caribbean
2001,Barbados,BRB,0,33,0.01,0,0,0,7,NA,0.766,0.654,0.33,0.602,0.614,4127500000,272494,9.85,2418250000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,15099785,0,Latin America & Caribbean
2002,Barbados,BRB,0,34,0.01,0,0,0,7,NA,0.766,0.654,0.33,0.602,0.614,4160000000,273423,10.32,2639120000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,17769682,0,Latin America & Caribbean
2003,Barbados,BRB,0,40,0.02,0,0,0,7,NA,0.766,0.655,0.33,0.623,0.615,4250500000,274331,11,2904040000000,1.000001956,0,14118.9873046875,14553.720781495666,14527.724532202421,19131850,0,Latin America & Caribbean
2004,Barbados,BRB,0,62,0.02,0,0,0,7,NA,0.766,0.655,0.331,0.624,0.616,4310500000,275283,9.57,3197740000000,1.00000002,0,14118.9873046875,14553.720781495666,14527.724532202421,21380272,0,Latin America & Caribbean
2005,Barbados,BRB,0,87,0.03,0,0,0,7,NA,0.766,0.655,0.331,0.652,0.636,4481000000,276320,9.08,3562110000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,25638322,0,Latin America & Caribbean
2006,Barbados,BRB,0,47,0.02,0,0,0,7,NA,0.766,0.654,0.331,0.652,0.636,4745500000,277475,8.73,4015240000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,26129932,0,Latin America & Caribbean
2007,Barbados,BRB,0,47,0.02,0,0,0,7,NA,0.766,0.656,0.331,0.652,0.636,4850000000,278701,7.41,4586650000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,19197792,0,Latin America & Caribbean
2008,Barbados,BRB,0,57,0.02,0,0,0,7,NA,0.786,0.673,0.342,0.671,0.652,4884000000,279946,8.12,5029290000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,16532160,0,Latin America & Caribbean
2009,Barbados,BRB,0,107,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,4636000000,281107,10.02,5501980000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,64647024,0,Latin America & Caribbean
2010,Barbados,BRB,0,130,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,4530000000,282131,10.69,6087160000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,50793392,0,Latin America & Caribbean
2011,Barbados,BRB,1875878.581,77,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,4499500000,282987,11.19,6668540000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,98768440,0,Latin America & Caribbean
2012,Barbados,BRB,0,36,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,4479000000,283698,11.59,7192930000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,66920664,0,Latin America & Caribbean
2013,Barbados,BRB,0,58,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,4416000000,284294,11.55,7751550000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,49406520,0,Latin America & Caribbean
2014,Barbados,BRB,32555.08188,65,0.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,4410500000,284825,12.17,8327160000000,0,0,14118.9873046875,14553.720781495666,14527.724532202421,47885904,0,Latin America & Caribbean
2000,Botswana,BWA,0,357,0.16,0,0,0,6,8,0.715,0.608,0.484,0.611,0.523,8563534760,1643333,15.88,2232180000000,2.999999999,0,11792.978515625,11577.53436309967,11540.955815879572,NA,0,Sub-Saharan Africa
2001,Botswana,BWA,0,335,0.14,0,0,0,6,8,0.715,0.608,0.484,0.611,0.523,8584992741,1674674,18.54,2418250000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,9883551,0,Sub-Saharan Africa
2002,Botswana,BWA,0,364,0.15,0,0,0,6,8,0.715,0.608,0.484,0.611,0.523,9106061525,1704637,21.13,2639120000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,12661890,0,Sub-Saharan Africa
2003,Botswana,BWA,53238709.47,328,0.13,0,0,0,6,8,0.715,0.608,0.484,0.611,0.523,9527298351,1734387,23.8,2904040000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,13985186,0,Sub-Saharan Africa
2004,Botswana,BWA,103129759.08,337,0.13,0,0,0,6,8,0.722,0.615,0.49,0.617,0.53,9785090060,1765533,21.76,3197740000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,27039188,0,Sub-Saharan Africa
2005,Botswana,BWA,0,217,0.08,0,0,0,6,8,0.731,0.623,0.495,0.627,0.537,10230961942,1799077,19.77,3562110000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,32183132,0,Sub-Saharan Africa
2006,Botswana,BWA,17554126.1492,353,0.11,0,0,0,6,8,0.727,0.619,0.49,0.624,0.535,11086666408,1835911,17.78,4015240000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,33549454,0,Sub-Saharan Africa
2007,Botswana,BWA,2139368.964,392,0.13,0,0,0,6,8,0.731,0.62,0.491,0.626,0.535,12004283599,1875458,17,4586650000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,58917124,0,Sub-Saharan Africa
2008,Botswana,BWA,222181.9612,167,0.05,0,0,0,6,8,0.725,0.615,0.483,0.596,0.532,12754003612,1915636,16.35,5029290000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,90364720,0,Sub-Saharan Africa
2009,Botswana,BWA,1125585133.600876,334,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,11778027692,1953495,16.17,5501980000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,106463552,0,Sub-Saharan Africa
2010,Botswana,BWA,51062542.37,421,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,12786654498,1987106,17.86,6087160000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,239150128,0,Sub-Saharan Africa
2011,Botswana,BWA,267908.39127900003,531,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,13560037580,2015406,17.85,6668540000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,384327904,0,Sub-Saharan Africa
2012,Botswana,BWA,0,510,0.12,0,0,0,NA,NA,NA,NA,NA,NA,NA,14164292445,2039551,17.86,7192930000000,0,0,11792.978515625,11577.53436309967,11540.955815879572,114939808,0,Sub-Saharan Africa
