receiving_country,year,confucius_institutes,sister_cities_established,government_visits,military_visits,total_elite_visits,ambassador_op_eds,journalist_visits,media_partnerships,outbound_chinese_students,inbound_students_to_china
"Papua New Guinea",2000,0,0,7,2,9,"N/A","N/A",0,0,"N/A"
"Papua New Guinea",2001,0,0,8,1,9,"N/A","N/A",0,0,"N/A"
"Papua New Guinea",2002,0,0,4,1,5,0,0,0,0,2
"Papua New Guinea",2003,0,0,8,0,8,0,0,0,0,5
"Papua New Guinea",2004,0,0,8,0,8,0,0,0,0,4
"Papua New Guinea",2005,0,0,9,1,10,0,0,0,0,9
"Papua New Guinea",2006,0,1,10,0,10,0,0,0,0,16
"Papua New Guinea",2007,0,0,3,0,3,0,0,0,0,30
"Papua New Guinea",2008,0,0,4,0,4,0,0,0,0,69
"Papua New Guinea",2009,0,0,6,2,8,0,1,0,0,81
"Papua New Guinea",2010,0,0,7,1,8,0,0,0,0,98
"Papua New Guinea",2011,0,0,9,0,9,0,0,0,0,106
"Papua New Guinea",2012,0,0,4,0,4,0,0,0,0,113
"Papua New Guinea",2013,0,0,6,0,6,1,0,0,0,144
"Papua New Guinea",2014,0,0,5,0,5,0,0,0,0,210
"Papua New Guinea",2015,0,0,2,0,2,0,0,0,0,287
"Papua New Guinea",2016,0,0,"N/A","N/A","N/A",0,0,0,0,348
"Papua New Guinea",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Papua New Guinea",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Philippines",2000,0,1,7,2,9,"N/A","N/A",0,0,"N/A"
"Philippines",2001,0,0,13,1,14,"N/A","N/A",0,568,"N/A"
"Philippines",2002,0,2,4,3,7,0,0,0,672,638
"Philippines",2003,0,1,11,1,12,0,0,0,1088,602
"Philippines",2004,0,3,9,2,11,0,0,0,851,1375
"Philippines",2005,0,2,11,2,13,0,1,0,1227,2176
"Philippines",2006,1,1,19,3,22,0,0,0,1050,1512
"Philippines",2007,0,5,25,2,27,0,0,0,0,1335
"Philippines",2008,1,0,0,0,0,0,2,1,550,2362
"Philippines",2009,0,1,7,1,8,0,1,0,0,2273
"Philippines",2010,0,1,6,0,6,0,0,0,0,2989
"Philippines",2011,1,2,4,1,5,0,0,0,0,2662
"Philippines",2012,0,0,8,0,8,0,0,0,0,2642
"Philippines",2013,0,0,2,1,3,0,0,0,0,2917
"Philippines",2014,0,0,1,0,1,0,0,0,0,2929
"Philippines",2015,1,0,2,0,2,0,0,0,0,3343
"Philippines",2016,0,2,"N/A","N/A","N/A",0,1,4,0,3061
"Philippines",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Philippines",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samoa",2000,0,0,6,0,6,"N/A","N/A",0,0,"N/A"
"Samoa",2001,0,0,4,0,4,"N/A","N/A",0,0,"N/A"
"Samoa",2002,0,0,6,0,6,0,0,0,0,7
"Samoa",2003,0,0,4,0,4,0,0,0,0,8
"Samoa",2004,0,0,9,0,9,0,0,0,0,9
"Samoa",2005,0,0,7,0,7,0,0,0,0,9
"Samoa",2006,0,0,8,0,8,0,0,0,0,10
"Samoa",2007,0,0,6,0,6,0,0,0,0,26
"Samoa",2008,0,0,8,0,8,0,0,0,0,37
"Samoa",2009,0,0,9,0,9,0,0,0,0,68
"Samoa",2010,0,0,6,0,6,0,0,0,0,67
"Samoa",2011,0,0,7,0,7,0,0,0,0,82
"Samoa",2012,0,0,6,0,6,0,0,0,0,97
"Samoa",2013,0,0,8,0,8,0,0,0,0,96
"Samoa",2014,0,0,7,0,7,0,0,0,0,113
"Samoa",2015,0,1,6,0,6,1,0,0,0,129
"Samoa",2016,0,0,"N/A","N/A","N/A",7,0,0,0,177
"Samoa",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samoa",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Singapore",2000,0,0,28,2,30,"N/A","N/A",0,0,"N/A"
"Singapore",2001,0,0,16,2,18,"N/A","N/A",0,0,"N/A"
"Singapore",2002,0,0,3,1,4,0,0,0,0,583
"Singapore",2003,0,0,4,0,4,0,0,0,0,551
"Singapore",2004,0,0,4,0,4,0,0,0,0,929
"Singapore",2005,0,0,4,0,4,0,1,0,0,1322
"Singapore",2006,1,0,9,1,10,0,0,0,0,1392
"Singapore",2007,0,0,15,0,15,0,0,0,0,1480
"Singapore",2008,0,0,9,1,10,0,2,0,0,2155
"Singapore",2009,0,0,16,0,16,0,1,0,0,3198
"Singapore",2010,0,0,17,0,17,0,0,0,0,3608
"Singapore",2011,0,0,6,1,7,0,0,0,0,4483
"Singapore",2012,0,0,5,2,7,0,0,0,0,4250
"Singapore",2013,0,0,7,3,10,0,0,0,0,5290
"Singapore",2014,0,0,9,0,9,0,0,0,0,5031
"Singapore",2015,0,0,9,2,11,1,0,0,0,4865
"Singapore",2016,0,0,"N/A","N/A","N/A",4,0,1,0,4983
"Singapore",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Singapore",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"South Korea",2000,0,8,19,3,22,"N/A","N/A",0,1182,"N/A"
"South Korea",2001,0,4,26,7,33,"N/A","N/A",0,1645,"N/A"
"South Korea",2002,0,2,6,0,6,0,0,0,2407,36093
"South Korea",2003,0,9,11,0,11,0,0,0,4025,35363
"South Korea",2004,1,3,8,0,8,0,1,0,6462,43617
"South Korea",2005,0,8,8,0,8,0,2,0,10093,54079
"South Korea",2006,3,6,6,1,7,0,1,0,15288,57504
"South Korea",2007,7,11,7,1,8,0,0,3,23097,64481
"South Korea",2008,1,4,14,0,14,0,1,0,30552,66806
"South Korea",2009,4,9,13,0,13,0,1,0,39309,64232
"South Korea",2010,0,4,13,0,13,0,0,0,45757,62957
"South Korea",2011,1,5,11,1,12,0,1,0,47477,62442
"South Korea",2012,1,13,14,0,14,1,2,0,43698,63488
"South Korea",2013,0,12,12,1,13,0,1,0,38109,63029
"South Korea",2014,2,8,9,0,9,0,1,0,34145,62923
"South Korea",2015,1,12,6,1,7,1,1,1,34513,66672
"South Korea",2016,1,12,"N/A","N/A","N/A",0,1,2,38568,70540
"South Korea",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"South Korea",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Sri Lanka",2000,0,1,5,"N/A",5,"N/A","N/A","N/A","N/A","N/A"
"Sri Lanka",2001,0,0,11,"N/A",11,"N/A","N/A","N/A","N/A","N/A"
"Sri Lanka",2002,0,0,7,"N/A",7,"N/A",0,"N/A","N/A",117
"Sri Lanka",2003,0,1,7,"N/A",7,"N/A",0,"N/A","N/A",106
"Sri Lanka",2004,0,0,9,"N/A",9,"N/A",0,"N/A","N/A",126
"Sri Lanka",2005,0,1,9,1,10,"N/A",1,"N/A","N/A",281
"Sri Lanka",2006,1,0,17,"N/A",17,"N/A",1,"N/A","N/A",449
"Sri Lanka",2007,0,1,6,"N/A",6,"N/A",1,"N/A","N/A",625
"Sri Lanka",2008,0,0,10,"N/A",10,"N/A",2,"N/A","N/A",768
"Sri Lanka",2009,0,1,14,1,15,"N/A",3,"N/A","N/A",901
"Sri Lanka",2010,0,0,2,1,3,"N/A",3,"N/A","N/A",1099
"Sri Lanka",2011,0,1,6,2,8,"N/A",3,"N/A","N/A",1079
"Sri Lanka",2012,0,0,1,4,5,"N/A",3,"N/A","N/A",1086
"Sri Lanka",2013,0,1,9,3,12,"N/A",3,"N/A","N/A",1331
"Sri Lanka",2014,1,1,6,2,8,"N/A",4,"N/A","N/A",1708
"Sri Lanka",2015,0,0,4,4,8,"N/A",4,"N/A","N/A",2109
"Sri Lanka",2016,0,1,4,"N/A",4,"N/A",4,"N/A","N/A",2311
"Sri Lanka",2017,0,0,3,"N/A",3,"N/A",4,"N/A","N/A",2829
"Sri Lanka",2018,0,0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Tajikistan",2000,0,1,9,"N/A",9,"N/A","N/A","N/A","N/A","N/A"
"Tajikistan",2001,0,0,13,"N/A",13,"N/A","N/A","N/A","N/A","N/A"
"Tajikistan",2002,0,0,6,"N/A",6,"N/A",0,"N/A","N/A",28
"Tajikistan",2003,0,0,5,1,6,"N/A",0,"N/A","N/A",29
"Tajikistan",2004,0,0,5,1,6,"N/A",0,"N/A","N/A",40
"Tajikistan",2005,0,1,8,4,12,"N/A",1,"N/A","N/A",66
"Tajikistan",2006,0,0,7,2,9,"N/A",1,"N/A","N/A",140
"Tajikistan",2007,0,0,6,"N/A",6,"N/A",1,"N/A","N/A",332
"Tajikistan",2008,1,0,5,1,6,"N/A",2,"N/A","N/A",554
"Tajikistan",2009,0,0,8,1,9,"N/A",3,"N/A","N/A",539
"Tajikistan",2010,0,0,7,"N/A",7,"N/A",3,"N/A","N/A",923
"Tajikistan",2011,0,0,6,2,8,"N/A",3,"N/A","N/A",1189
"Tajikistan",2012,0,0,5,2,7,"N/A",3,"N/A","N/A",1398
"Tajikistan",2013,0,1,5,"N/A",5,"N/A",3,"N/A","N/A",1944
"Tajikistan",2014,1,0,6,3,9,"N/A",3,"N/A","N/A",2015
"Tajikistan",2015,0,0,5,1,6,"N/A",3,"N/A","N/A",2309
"Tajikistan",2016,0,1,3,5,8,"N/A",3,"N/A","N/A",2606
"Tajikistan",2017,0,1,4,"N/A",4,"N/A",3,"N/A","N/A",3282
"Tajikistan",2018,0,0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Thailand",2000,0,0,19,3,22,"N/A","N/A",0,0,"N/A"
"Thailand",2001,0,1,23,4,27,"N/A","N/A",0,543,"N/A"
"Thailand",2002,0,2,14,0,14,0,0,0,944,1149
"Thailand",2003,0,0,16,0,16,0,1,0,0,1554
"Thailand",2004,0,2,14,1,15,0,0,0,1186,2371
"Thailand",2005,0,5,22,1,23,0,1,0,1189,3594
"Thailand",2006,8,1,15,4,19,0,0,0,1615,5522
"Thailand",2007,3,1,7,5,12,0,0,0,2698,7306
"Thailand",2008,0,4,8,3,11,0,1,0,4206,8476
"Thailand",2009,1,2,15,7,22,0,1,0,7301,11379
"Thailand",2010,0,1,12,2,14,0,0,0,8993,13177
"Thailand",2011,0,4,6,0,6,0,0,0,9329,14145
"Thailand",2012,0,0,13,1,14,0,0,1,8444,16675
"Thailand",2013,0,2,15,0,15,0,0,2,0,20106
"Thailand",2014,0,1,10,0,10,3,0,4,0,21296
"Thailand",2015,1,2,15,2,17,0,0,0,4544,19976
"Thailand",2016,1,1,"N/A","N/A","N/A",0,0,4,5305,23044
"Thailand",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Thailand",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Timor-Leste",2000,0,0,0,0,0,"N/A","N/A","N/A",0,"N/A"
"Timor-Leste",2001,0,0,0,0,0,"N/A","N/A","N/A",0,"N/A"
"Timor-Leste",2002,0,0,1,2,3,0,0,0,0,0
"Timor-Leste",2003,0,0,5,0,5,0,0,0,0,0
"Timor-Leste",2004,0,0,7,0,7,0,0,0,0,0
"Timor-Leste",2005,0,0,3,0,3,0,0,0,0,0
"Timor-Leste",2006,0,0,2,0,2,0,0,0,0,3
"Timor-Leste",2007,0,0,0,0,0,0,0,0,0,6
"Timor-Leste",2008,0,0,4,0,4,0,0,0,0,20
"Timor-Leste",2009,0,0,3,0,3,0,0,0,0,23
"Timor-Leste",2010,0,0,5,0,5,1,0,0,0,27
"Timor-Leste",2011,0,0,4,1,5,2,0,0,0,"N/A"
"Timor-Leste",2012,0,0,2,0,2,2,0,0,0,37
"Timor-Leste",2013,0,0,1,0,1,1,0,0,0,46
"Timor-Leste",2014,0,0,2,1,3,0,0,0,0,66
"Timor-Leste",2015,0,0,6,1,7,1,0,0,0,135
"Timor-Leste",2016,0,0,"N/A","N/A","N/A",0,0,0,0,152
"Timor-Leste",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Timor-Leste",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Tonga",2000,0,0,4,1,5,"N/A","N/A",0,0,"N/A"
"Tonga",2001,0,0,5,2,7,"N/A","N/A",0,0,"N/A"
"Tonga",2002,0,0,10,0,10,0,0,0,0,3
"Tonga",2003,0,0,4,0,4,0,0,0,0,7
"Tonga",2004,0,0,8,0,8,0,0,0,0,9
"Tonga",2005,0,0,11,0,11,0,0,0,0,14
"Tonga",2006,0,0,6,0,6,0,0,0,0,31
"Tonga",2007,0,0,9,0,9,0,0,0,0,46
"Tonga",2008,0,0,6,1,7,0,0,0,0,73
"Tonga",2009,0,0,3,0,3,0,0,0,0,90
"Tonga",2010,0,0,5,0,5,0,0,0,0,100
"Tonga",2011,0,0,4,0,4,0,0,0,0,107
"Tonga",2012,0,0,5,1,6,0,0,0,0,101
"Tonga",2013,0,0,5,1,6,1,0,0,0,94
"Tonga",2014,0,1,5,0,5,2,0,0,0,103
"Tonga",2015,0,0,5,3,8,2,0,0,0,100
"Tonga",2016,0,0,"N/A","N/A","N/A",1,0,0,0,105
"Tonga",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Tonga",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Turkmenistan",2000,0,0,5,"N/A",5,"N/A","N/A","N/A","N/A","N/A"
"Turkmenistan",2001,0,0,6,"N/A",6,"N/A","N/A","N/A","N/A","N/A"
"Turkmenistan",2002,0,0,2,"N/A",2,"N/A",0,"N/A","N/A",20
"Turkmenistan",2003,0,0,2,"N/A",2,"N/A",0,"N/A","N/A",19
"Turkmenistan",2004,0,0,3,"N/A",3,"N/A",0,"N/A","N/A",23
"Turkmenistan",2005,0,0,3,"N/A",3,"N/A",0,"N/A","N/A",31
"Turkmenistan",2006,0,0,6,1,7,"N/A",0,"N/A","N/A",49
"Turkmenistan",2007,0,0,9,1,10,"N/A",0,"N/A","N/A",91
"Turkmenistan",2008,0,0,10,"N/A",10,"N/A",0,"N/A","N/A",271
"Turkmenistan",2009,0,0,8,"N/A",8,"N/A",1,"N/A","N/A",547
"Turkmenistan",2010,0,0,5,1,6,"N/A",1,"N/A","N/A",928
"Turkmenistan",2011,0,0,4,"N/A",4,"N/A",1,"N/A","N/A",1123
"Turkmenistan",2012,0,0,9,1,10,"N/A",1,"N/A","N/A",1602
"Turkmenistan",2013,0,0,3,1,4,"N/A",2,"N/A","N/A",2089
"Turkmenistan",2014,0,0,4,"N/A",4,"N/A",2,"N/A","N/A",2002
"Turkmenistan",2015,0,0,4,"N/A",4,"N/A",3,"N/A","N/A",1967
"Turkmenistan",2016,0,0,3,"N/A",3,"N/A",3,"N/A","N/A",2149
"Turkmenistan",2017,0,0,4,"N/A",4,"N/A",3,"N/A","N/A",2601
"Turkmenistan",2018,0,0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Uzbekistan",2000,0,2,8,"N/A",8,"N/A","N/A","N/A","N/A","N/A"
"Uzbekistan",2001,0,0,9,"N/A",9,"N/A","N/A","N/A","N/A","N/A"
"Uzbekistan",2002,0,0,7,"N/A",7,"N/A",0,"N/A","N/A",74
"Uzbekistan",2003,0,0,11,"N/A",11,"N/A",0,"N/A","N/A",70
"Uzbekistan",2004,1,0,9,"N/A",9,"N/A",0,"N/A","N/A",176
"Uzbekistan",2005,0,0,10,2,12,"N/A",1,"N/A","N/A",109
"Uzbekistan",2006,0,0,11,1,12,"N/A",1,"N/A","N/A",423
"Uzbekistan",2007,0,0,7,1,8,"N/A",1,"N/A","N/A",340
"Uzbekistan",2008,0,0,6,"N/A",6,"N/A",2,"N/A","N/A",467
"Uzbekistan",2009,0,0,10,1,11,"N/A",3,"N/A","N/A",582
"Uzbekistan",2010,0,0,10,1,11,"N/A",3,"N/A","N/A",764
"Uzbekistan",2011,0,0,6,2,8,"N/A",3,"N/A","N/A",996
"Uzbekistan",2012,0,0,4,4,8,"N/A",3,"N/A","N/A",1347
"Uzbekistan",2013,1,1,4,"N/A",4,"N/A",3,"N/A","N/A",1805
"Uzbekistan",2014,0,0,6,1,7,"N/A",3,"N/A","N/A",2192
"Uzbekistan",2015,0,0,4,"N/A",4,"N/A",3,"N/A","N/A",2450
"Uzbekistan",2016,0,0,8,1,9,"N/A",3,"N/A","N/A",3129
"Uzbekistan",2017,0,1,13,"N/A",13,"N/A",4,"N/A","N/A",4171
"Uzbekistan",2018,0,0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Vanuatu",2000,0,0,5,0,5,"N/A","N/A",0,0,"N/A"
"Vanuatu",2001,0,0,7,0,7,"N/A","N/A",0,0,"N/A"
"Vanuatu",2002,0,0,3,0,3,0,0,0,0,0
"Vanuatu",2003,0,0,6,0,6,0,0,0,0,0
"Vanuatu",2004,0,0,7,0,7,0,0,0,0,3
"Vanuatu",2005,0,0,10,0,10,0,0,0,0,2
"Vanuatu",2006,0,0,13,0,13,0,0,0,0,5
"Vanuatu",2007,0,0,11,0,11,0,0,0,0,10
"Vanuatu",2008,0,0,9,0,9,0,0,0,0,18
"Vanuatu",2009,0,0,9,0,9,0,0,0,0,25
"Vanuatu",2010,0,0,12,1,13,0,0,0,0,27
"Vanuatu",2011,0,0,8,0,8,0,0,0,0,33
"Vanuatu",2012,0,0,3,0,3,0,0,0,0,42
"Vanuatu",2013,0,0,5,1,6,5,0,0,0,33
"Vanuatu",2014,0,1,6,0,6,0,0,0,0,50
"Vanuatu",2015,0,0,4,1,5,0,0,0,0,73
"Vanuatu",2016,0,0,"N/A","N/A","N/A",0,0,0,0,158
"Vanuatu",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Vanuatu",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Vietnam",2000,0,0,50,5,55,"N/A","N/A",0,0,"N/A"
"Vietnam",2001,0,3,77,9,86,"N/A","N/A",0,26,"N/A"
"Vietnam",2002,0,0,8,0,8,0,0,0,46,2336
"Vietnam",2003,0,0,8,1,9,0,0,0,2,3487
"Vietnam",2004,0,1,8,0,8,0,0,0,0,4382
"Vietnam",2005,0,1,5,1,6,0,1,0,102,5842
"Vietnam",2006,0,2,6,1,7,0,0,0,0,7310
"Vietnam",2007,0,2,9,0,9,0,0,0,445,9702
"Vietnam",2008,0,2,10,1,11,0,1,0,303,10396
"Vietnam",2009,0,2,11,2,13,0,1,0,0,12247
"Vietnam",2010,0,4,11,0,11,0,0,0,612,13018
"Vietnam",2011,0,2,8,1,9,0,0,0,902,13549
"Vietnam",2012,0,1,14,0,14,0,0,0,440,13038
"Vietnam",2013,0,5,9,1,10,0,0,0,388,12799
"Vietnam",2014,0,0,14,0,14,0,0,0,274,10658
"Vietnam",2015,0,4,13,3,16,0,0,0,281,10031
"Vietnam",2016,0,1,"N/A","N/A","N/A",0,0,0,131,10639
"Vietnam",2017,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Vietnam",2018,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
