recipient_iso3,year,frequencies_by_year,counts_by_year,relevant
MKD,2009,0,0,1
MKD,2010,0,0,1
MKD,2011,0,0,1
MKD,2012,0,0,1
MKD,2013,0,0,1
MKD,2014,0,0,1
MKD,2015,0.38,20,1
MKD,2016,0.62,33,1
MKD,2017,0.77,41,1
URY,2000,0.18,9,1
URY,2001,0.31,15,1
URY,2002,0.28,13,1
URY,2003,0.23,12,1
URY,2004,0.26,13,1
URY,2005,0.2,10,1
URY,2006,0.31,16,1
URY,2007,0.25,12,1
URY,2008,0.2,9,1
URY,2009,0.15,15,1
URY,2010,0.29,33,1
URY,2011,0.31,33,1
URY,2012,0.07,7,1
URY,2013,0.23,18,1
URY,2014,0.1,7,1
URY,2015,0.15,8,1
URY,2016,0.15,8,1
URY,2017,0.21,11,1
PAN,2000,0,0,1
PAN,2001,0,0,1
PAN,2002,0,0,1
PAN,2003,0,0,1
PAN,2004,0,0,1
PAN,2005,0,0,1
PAN,2006,0,0,1
PAN,2007,0.02,1,1
PAN,2008,0,0,1
PAN,2009,0,0,1
PAN,2010,0.02,2,1
PAN,2011,0,0,1
PAN,2012,0,0,1
PAN,2013,0,0,1
PAN,2014,0,0,1
PAN,2015,0,0,1
PAN,2016,0,0,1
PAN,2017,0,0,1
DZA,2000,0.18,9,1
DZA,2001,0.5,24,1
DZA,2002,0.55,25,1
DZA,2003,0.57,30,1
DZA,2004,0.48,24,1
DZA,2005,0.5,25,1
DZA,2006,0.39,20,1
DZA,2007,0.35,17,1
DZA,2008,0.56,25,1
DZA,2009,0.32,31,1
DZA,2010,0.43,49,1
DZA,2011,0.52,56,1
DZA,2012,0.46,43,1
DZA,2013,0.4,31,1
DZA,2014,0.4,27,1
DZA,2015,0.3,16,1
DZA,2016,0.34,18,1
DZA,2017,0.36,19,1
BOL,2000,0.24,12,1
BOL,2001,0.19,9,1
BOL,2002,0.15,7,1
BOL,2003,0.49,26,1
BOL,2004,0.24,12,1
BOL,2005,0.42,21,1
BOL,2006,0.37,19,1
BOL,2007,0.31,15,1
BOL,2008,0.81,36,1
BOL,2009,0.41,40,1
BOL,2010,0.51,59,1
BOL,2011,0.26,28,1
BOL,2012,0.15,14,1
BOL,2013,0.34,26,1
BOL,2014,0.31,21,1
BOL,2015,0.11,6,1
BOL,2016,0.28,15,1
BOL,2017,0.15,8,1
PYF,2000,0,0,1
PYF,2001,0.02,1,1
PYF,2002,0,0,1
PYF,2003,0.02,1,1
PYF,2004,0,0,1
PYF,2005,0,0,1
PYF,2006,0.02,1,1
PYF,2007,0,0,1
PYF,2008,0,0,1
PYF,2009,0.07,7,1
PYF,2010,0,0,1
PYF,2011,0,0,1
PYF,2012,0.02,2,1
PYF,2013,0.03,2,1
PYF,2014,0.03,2,1
PYF,2015,0,0,1
PYF,2016,0,0,1
PYF,2017,0,0,1
ALB,2000,0.33,16,1
ALB,2001,0.13,6,1
ALB,2002,0.04,2,1
ALB,2003,0.13,7,1
ALB,2004,0.12,6,1
ALB,2005,0.14,7,1
ALB,2006,0.14,7,1
ALB,2007,0.15,7,1
ALB,2008,0.11,5,1
ALB,2009,0.12,12,1
ALB,2010,0.25,29,1
ALB,2011,0.17,18,1
ALB,2012,0.16,15,1
ALB,2013,0.68,52,1
ALB,2014,0.99,66,1
ALB,2015,0.84,44,1
ALB,2016,0.93,49,1
ALB,2017,1.07,57,1
AGO,2000,1.61,79,1
AGO,2001,1.46,70,1
AGO,2002,1.31,60,1
AGO,2003,1.55,82,1
AGO,2004,1.39,70,1
AGO,2005,0.8,40,1
AGO,2006,0.91,47,1
AGO,2007,1.06,51,1
AGO,2008,0.4,18,1
AGO,2009,0.82,80,1
AGO,2010,0.44,51,1
AGO,2011,0.37,40,1
AGO,2012,0.24,22,1
AGO,2013,0.2,15,1
AGO,2014,0.64,43,1
AGO,2015,0.44,23,1
AGO,2016,0.34,18,1
AGO,2017,0.37,20,1
ARM,2000,0.1,5,1
ARM,2001,0.1,5,1
ARM,2002,0.07,3,1
ARM,2003,0.08,4,1
ARM,2004,0.04,2,1
ARM,2005,0.1,5,1
ARM,2006,0.04,2,1
ARM,2007,0.02,1,1
ARM,2008,0.11,5,1
ARM,2009,0.16,16,1
ARM,2010,0.12,14,1
ARM,2011,0.18,20,1
ARM,2012,0.18,17,1
ARM,2013,0.21,16,1
ARM,2014,0.1,7,1
ARM,2015,0.25,13,1
ARM,2016,0.32,17,1
ARM,2017,0.28,15,1
AZE,2000,0.16,8,1
AZE,2001,0.13,6,1
AZE,2002,0.04,2,1
AZE,2003,0.11,6,1
AZE,2004,0.08,4,1
AZE,2005,0.14,7,1
AZE,2006,0.17,9,1
AZE,2007,0.17,8,1
AZE,2008,0.16,7,1
AZE,2009,0.17,17,1
AZE,2010,0.1,12,1
AZE,2011,0.24,26,1
AZE,2012,0.34,32,1
AZE,2013,0.27,21,1
AZE,2014,0.18,12,1
AZE,2015,0.4,21,1
AZE,2016,0.28,15,1
AZE,2017,0.21,11,1
BLR,2000,0.1,5,1
BLR,2001,0.1,5,1
BLR,2002,0.04,2,1
BLR,2003,0.08,4,1
BLR,2004,0.1,5,1
BLR,2005,0.16,8,1
BLR,2006,0.1,5,1
BLR,2007,0.1,5,1
BLR,2008,0.11,5,1
BLR,2009,0.22,21,1
BLR,2010,0.22,25,1
BLR,2011,0.26,28,1
BLR,2012,0.26,24,1
BLR,2013,0.42,32,1
BLR,2014,0.36,24,1
BLR,2015,0.59,31,1
BLR,2016,0.44,23,1
BLR,2017,0.54,29,1
BEN,2000,0.08,4,1
BEN,2001,0.13,6,1
BEN,2002,0.2,9,1
BEN,2003,0.13,7,1
BEN,2004,0.28,14,1
BEN,2005,0.1,5,1
BEN,2006,0.08,4,1
BEN,2007,0.27,13,1
BEN,2008,0.07,3,1
BEN,2009,0.15,15,1
BEN,2010,0.22,25,1
BEN,2011,0.14,15,1
BEN,2012,0.15,14,1
BEN,2013,0.12,9,1
BEN,2014,0.37,25,1
BEN,2015,0.23,12,1
BEN,2016,0.21,11,1
BEN,2017,0.09,5,1
BWA,2000,0.84,41,1
BWA,2001,0.84,40,1
BWA,2002,0.74,34,1
BWA,2003,0.72,38,1
BWA,2004,0.57,29,1
BWA,2005,0.32,16,1
BWA,2006,0.45,23,1
BWA,2007,0.37,18,1
BWA,2008,0.13,6,1
BWA,2009,0.54,53,1
BWA,2010,0.17,20,1
BWA,2011,0.31,33,1
BWA,2012,0.37,35,1
BWA,2013,0.21,16,1
BWA,2014,0.12,8,1
BWA,2015,0.32,17,1
BWA,2016,0.13,7,1
BWA,2017,0.26,14,1
BGR,2000,0.16,8,1
BGR,2001,0.4,19,1
BGR,2002,0.2,9,1
BGR,2003,0.66,35,1
BGR,2004,0.1,5,1
BGR,2005,0.32,16,1
BGR,2006,0.35,18,1
BGR,2007,0.31,15,1
BGR,2008,0.65,29,1
BGR,2009,0.44,43,1
BGR,2010,0.46,53,1
BGR,2011,0.34,37,1
BGR,2012,0.39,36,1
BGR,2013,0.43,33,1
BGR,2014,0.43,29,1
BGR,2015,0.53,28,1
BGR,2016,0.45,24,1
BGR,2017,0.6,32,1
BDI,2000,0.49,24,1
BDI,2001,0.86,41,1
BDI,2002,0.55,25,1
BDI,2003,0.55,29,1
BDI,2004,0.87,44,1
BDI,2005,0.52,26,1
BDI,2006,0.46,24,1
BDI,2007,0.37,18,1
BDI,2008,0.13,6,1
BDI,2009,0.34,33,1
BDI,2010,0.29,33,1
BDI,2011,0.43,46,1
BDI,2012,0.31,29,1
BDI,2013,0.48,37,1
BDI,2014,0.3,20,1
BDI,2015,0.65,34,1
BDI,2016,0.55,29,1
BDI,2017,0.54,29,1
CPV,2000,0.12,6,1
CPV,2001,0.13,6,1
CPV,2002,0.22,10,1
CPV,2003,0.13,7,1
CPV,2004,0.12,6,1
CPV,2005,0.12,6,1
CPV,2006,0.17,9,1
CPV,2007,0.17,8,1
CPV,2008,0.11,5,1
CPV,2009,0.09,9,1
CPV,2010,0.15,17,1
CPV,2011,0.07,8,1
CPV,2012,0.02,2,1
CPV,2013,0.09,7,1
CPV,2014,0.16,11,1
CPV,2015,0,0,1
CPV,2016,0,0,1
CPV,2017,0,0,1
CMR,2000,0.1,5,1
CMR,2001,0.25,12,1
CMR,2002,0.22,10,1
CMR,2003,0.34,18,1
CMR,2004,0.22,11,1
CMR,2005,0.2,10,1
CMR,2006,0.21,11,1
CMR,2007,0.37,18,1
CMR,2008,0.07,3,1
CMR,2009,0.33,32,1
CMR,2010,0.13,15,1
CMR,2011,0.15,16,1
CMR,2012,0.18,17,1
CMR,2013,0.16,12,1
CMR,2014,0.4,27,1
CMR,2015,0.42,22,1
CMR,2016,0.38,20,1
CMR,2017,0.19,10,1
TCD,2000,0.1,5,1
TCD,2001,0.08,4,1
TCD,2002,0.11,5,1
TCD,2003,0.19,10,1
TCD,2004,0.93,47,1
TCD,2005,0.24,12,1
TCD,2006,0.39,20,1
TCD,2007,0.52,25,1
TCD,2008,0.38,17,1
TCD,2009,0.33,32,1
TCD,2010,0.3,34,1
TCD,2011,0.14,15,1
TCD,2012,0.19,18,1
TCD,2013,0.36,28,1
TCD,2014,0.57,38,1
TCD,2015,0.3,16,1
TCD,2016,0.44,23,1
TCD,2017,0.3,16,1
CHL,2000,0.41,20,1
CHL,2001,0.59,28,1
CHL,2002,0.42,19,1
CHL,2003,0.85,45,1
CHL,2004,0.79,40,1
CHL,2005,0.56,28,1
CHL,2006,0.56,29,1
CHL,2007,0.44,21,1
CHL,2008,1.05,47,1
CHL,2009,0.63,61,1
CHL,2010,1.8,207,1
CHL,2011,1.04,113,1
CHL,2012,0.43,40,1
CHL,2013,0.81,62,1
CHL,2014,0.28,19,1
CHL,2015,0.59,31,1
CHL,2016,0.64,34,1
CHL,2017,0.41,22,1
COL,2000,0.75,37,1
COL,2001,0.71,34,1
COL,2002,0.92,42,1
COL,2003,0.74,39,1
COL,2004,0.69,35,1
COL,2005,0.58,29,1
COL,2006,0.45,23,1
COL,2007,0.56,27,1
COL,2008,0.94,42,1
COL,2009,0.7,68,1
COL,2010,0.63,72,1
COL,2011,0.42,45,1
COL,2012,0.33,31,1
COL,2013,0.43,33,1
COL,2014,0.19,13,1
COL,2015,0.55,29,1
COL,2016,0.74,39,1
COL,2017,0.3,16,1
CRI,2000,0.16,8,1
CRI,2001,0.15,7,1
CRI,2002,0.11,5,1
CRI,2003,0.23,12,1
CRI,2004,0.16,8,1
CRI,2005,0.2,10,1
CRI,2006,0.17,9,1
CRI,2007,0.15,7,1
CRI,2008,0.18,8,1
CRI,2009,0.42,41,1
CRI,2010,0.2,23,1
CRI,2011,0.22,24,1
CRI,2012,0.22,21,1
CRI,2013,0.25,19,1
CRI,2014,0.03,2,1
CRI,2015,0.02,1,1
CRI,2016,0.17,9,1
CRI,2017,0.13,7,1
CUB,2000,0.61,30,1
CUB,2001,0.54,26,1
CUB,2002,0.28,13,1
CUB,2003,0.25,13,1
CUB,2004,0.65,33,1
CUB,2005,0.48,24,1
CUB,2006,0.25,13,1
CUB,2007,0.21,10,1
CUB,2008,0.94,42,1
CUB,2009,0.66,64,1
CUB,2010,0.54,62,1
CUB,2011,0.61,66,1
CUB,2012,0.58,54,1
CUB,2013,0.79,61,1
CUB,2014,0.96,64,1
CUB,2015,0.69,36,1
CUB,2016,0.89,47,1
CUB,2017,0.84,45,1
DJI,2000,0.61,30,1
DJI,2001,0.08,4,1
DJI,2002,0.2,9,1
DJI,2003,0.11,6,1
DJI,2004,0.24,12,1
DJI,2005,0.16,8,1
DJI,2006,0.54,28,1
DJI,2007,0.1,5,1
DJI,2008,0.18,8,1
DJI,2009,0.2,19,1
DJI,2010,0.2,23,1
DJI,2011,0.55,60,1
DJI,2012,0.16,15,1
DJI,2013,0.25,19,1
DJI,2014,0.18,12,1
DJI,2015,0.42,22,1
DJI,2016,0.25,13,1
DJI,2017,0.73,39,1
ECU,2000,0.43,21,1
ECU,2001,0.25,12,1
ECU,2002,0.33,15,1
ECU,2003,0.32,17,1
ECU,2004,0.32,16,1
ECU,2005,0.36,18,1
ECU,2006,0.23,12,1
ECU,2007,0.27,13,1
ECU,2008,0.72,32,1
ECU,2009,0.28,27,1
ECU,2010,0.39,45,1
ECU,2011,0.26,28,1
ECU,2012,0.11,10,1
ECU,2013,0.18,14,1
ECU,2014,0.15,10,1
ECU,2015,0.19,10,1
ECU,2016,0.85,45,1
ECU,2017,0.11,6,1
SLV,2000,0.04,2,1
SLV,2001,0.52,25,1
SLV,2002,0.15,7,1
SLV,2003,0.17,9,1
SLV,2004,0.1,5,1
SLV,2005,0.28,14,1
SLV,2006,0.08,4,1
SLV,2007,0.1,5,1
SLV,2008,0.11,5,1
SLV,2009,0.34,33,1
SLV,2010,0.35,40,1
SLV,2011,0.34,37,1
SLV,2012,0.02,2,1
SLV,2013,0.05,4,1
SLV,2014,0.12,8,1
SLV,2015,0,0,1
SLV,2016,0.08,4,1
SLV,2017,0,0,1
GIN,2000,0,0,1
GIN,2001,0,0,1
GIN,2002,0.04,2,1
GIN,2003,0.06,3,1
GIN,2004,0.1,5,1
GIN,2005,0.08,4,1
GIN,2006,0.12,6,1
GIN,2007,0.17,8,1
GIN,2008,0.13,6,1
GIN,2009,0.11,11,1
GIN,2010,0.02,2,1
GIN,2011,0.12,13,1
GIN,2012,0.13,12,1
GIN,2013,0.05,4,1
GIN,2014,0.07,5,1
GIN,2015,0.19,10,1
GIN,2016,0.13,7,1
GIN,2017,0.09,5,1
FJI,2000,0.16,8,1
FJI,2001,0.02,1,1
FJI,2002,0.02,1,1
FJI,2003,0.09,5,1
FJI,2004,0.26,13,1
FJI,2005,0.12,6,1
FJI,2006,0.29,15,1
FJI,2007,0.21,10,1
FJI,2008,0.18,8,1
FJI,2009,0.38,37,1
FJI,2010,0.22,25,1
FJI,2011,0.51,55,1
FJI,2012,0.75,70,1
FJI,2013,0.59,45,1
FJI,2014,0.39,26,1
FJI,2015,0.21,11,1
FJI,2016,0.38,20,1
FJI,2017,0.24,13,1
GHA,2000,0.55,27,1
GHA,2001,0.5,24,1
GHA,2002,0.63,29,1
GHA,2003,0.23,12,1
GHA,2004,0.57,29,1
GHA,2005,0.52,26,1
GHA,2006,0.79,41,1
GHA,2007,0.79,38,1
GHA,2008,0.4,18,1
GHA,2009,0.4,39,1
GHA,2010,0.39,45,1
GHA,2011,0.6,65,1
GHA,2012,0.81,76,1
GHA,2013,0.65,50,1
GHA,2014,0.85,57,1
GHA,2015,0.59,31,1
GHA,2016,0.83,44,1
GHA,2017,1.07,57,1
GNB,2000,0.02,1,1
GNB,2001,0.02,1,1
GNB,2002,0.02,1,1
GNB,2003,0.06,3,1
GNB,2004,0,0,1
GNB,2005,0.04,2,1
GNB,2006,0.04,2,1
GNB,2007,0.06,3,1
GNB,2008,0,0,1
GNB,2009,0.04,4,1
GNB,2010,0.13,15,1
GNB,2011,0.04,4,1
GNB,2012,0.02,2,1
GNB,2013,0.13,10,1
GNB,2014,0.12,8,1
GNB,2015,0,0,1
GNB,2016,0,0,1
GNB,2017,0,0,1
GIN,2000,0.37,18,1
GIN,2001,0.29,14,1
GIN,2002,0.22,10,1
GIN,2003,0.51,27,1
GIN,2004,0.52,26,1
GIN,2005,0.26,13,1
GIN,2006,0.43,22,1
GIN,2007,0.31,15,1
GIN,2008,0.16,7,1
GIN,2009,0.27,26,1
GIN,2010,0.37,42,1
GIN,2011,0.27,29,1
GIN,2012,0.2,19,1
GIN,2013,0.2,15,1
GIN,2014,1.47,98,1
GIN,2015,0.55,29,1
GIN,2016,0.36,19,1
GIN,2017,0.28,15,1
HTI,2000,0.02,1,1
HTI,2001,0.08,4,1
HTI,2002,0.09,4,1
HTI,2003,0.08,4,1
HTI,2004,1.27,64,1
HTI,2005,0.26,13,1
HTI,2006,0.29,15,1
HTI,2007,0.1,5,1
HTI,2008,0.34,15,1
HTI,2009,0.33,32,1
HTI,2010,5.29,607,1
HTI,2011,0.54,58,1
HTI,2012,0.32,30,1
HTI,2013,0.4,31,1
HTI,2014,0.28,19,1
HTI,2015,0.19,10,1
HTI,2016,0.36,19,1
HTI,2017,0.15,8,1
HND,2000,0.08,4,1
HND,2001,0.1,5,1
HND,2002,0.13,6,1
HND,2003,0.17,9,1
HND,2004,0.16,8,1
HND,2005,0.18,9,1
HND,2006,0.06,3,1
HND,2007,0.1,5,1
HND,2008,0.22,10,1
HND,2009,0.68,66,1
HND,2010,0.24,27,1
HND,2011,0.28,30,1
HND,2012,0.06,6,1
HND,2013,0.09,7,1
HND,2014,0.06,4,1
HND,2015,0,0,1
HND,2016,0.04,2,1
HND,2017,0.02,1,1
IND,2000,2.31,113,1
IND,2001,2.74,131,1
IND,2002,3.41,156,1
IND,2003,3.24,172,1
IND,2004,3.81,192,1
IND,2005,5.35,268,1
IND,2006,3.81,197,1
IND,2007,3.39,163,1
IND,2008,2.36,105,1
IND,2009,3.87,377,1
IND,2010,3.84,441,1
IND,2011,4.07,440,1
IND,2012,4.59,429,1
IND,2013,4.54,349,1
IND,2014,4.13,276,1
IND,2015,4.14,217,1
IND,2016,2.71,143,1
IND,2017,2.86,153,1
IDN,2000,2.08,102,1
IDN,2001,1.53,73,1
IDN,2002,3.48,159,1
IDN,2003,2.83,150,1
IDN,2004,3.23,163,1
IDN,2005,5.37,269,1
IDN,2006,4.03,108,1
IDN,2007,3.12,150,1
IDN,2008,1.62,72,1
IDN,2009,3.74,364,1
IDN,2010,3.61,414,1
IDN,2011,4.25,460,1
IDN,2012,3.43,321,1
IDN,2013,3.28,252,1
IDN,2014,1.94,130,1
IDN,2015,2.29,120,1
IDN,2016,1.63,86,1
IDN,2017,1.46,78,1
IRQ,2000,0.96,47,1
IRQ,2001,1.17,56,1
IRQ,2002,2.38,109,1
IRQ,2003,12.04,638,1
IRQ,2004,6.56,331,1
IRQ,2005,2.71,136,1
IRQ,2006,2.3,119,1
IRQ,2007,3.26,157,1
IRQ,2008,1.17,52,1
IRQ,2009,0.95,92,1
IRQ,2010,0.59,68,1
IRQ,2011,0.49,53,1
IRQ,2012,0.7,65,1
IRQ,2013,0.82,63,1
IRQ,2014,2.53,169,1
IRQ,2015,1.85,97,1
IRQ,2016,1.36,72,1
IRQ,2017,1.25,67,1
KAZ,2000,0.2,10,1
KAZ,2001,0.15,7,1
KAZ,2002,0.26,12,1
KAZ,2003,0.19,10,1
KAZ,2004,0.2,10,1
KAZ,2005,0.4,20,1
KAZ,2006,0.33,17,1
KAZ,2007,0.42,20,1
KAZ,2008,0.58,26,1
KAZ,2009,0.52,51,1
KAZ,2010,0.24,27,1
KAZ,2011,0.65,70,1
KAZ,2012,0.5,47,1
KAZ,2013,0.78,60,1
KAZ,2014,0.79,53,1
KAZ,2015,0.84,44,1
KAZ,2016,0.53,28,1
KAZ,2017,0.62,33,1
KEN,2000,3.35,164,1
KEN,2001,2.93,140,1
KEN,2002,1.62,74,1
KEN,2003,2.49,132,1
KEN,2004,2.28,115,1
KEN,2005,2.47,124,1
KEN,2006,2.75,142,1
KEN,2007,2.45,118,1
KEN,2008,1.84,82,1
KEN,2009,1.79,174,1
KEN,2010,1.2,138,1
KEN,2011,2.57,278,1
KEN,2012,1.9,178,1
KEN,2013,2.04,157,1
KEN,2014,2.39,160,1
KEN,2015,2.97,156,1
KEN,2016,3.54,187,1
KEN,2017,4.36,233,1
LBR,2000,0.16,8,1
LBR,2001,0.31,15,1
LBR,2002,0.2,9,1
LBR,2003,0.57,30,1
LBR,2004,0.38,19,1
LBR,2005,0.38,19,1
LBR,2006,0.35,18,1
LBR,2007,0.17,8,1
LBR,2008,0.2,9,1
LBR,2009,0.28,27,1
LBR,2010,0.29,33,1
LBR,2011,0.3,32,1
LBR,2012,0.2,19,1
LBR,2013,0.17,13,1
LBR,2014,1.6,107,1
LBR,2015,0.69,36,1
LBR,2016,0.27,14,1
LBR,2017,0.19,10,1
MDG,2000,0.12,6,1
MDG,2001,0.04,2,1
MDG,2002,0.18,8,1
MDG,2003,0.17,9,1
MDG,2004,0.28,14,1
MDG,2005,0.14,7,1
MDG,2006,0.15,8,1
MDG,2007,0.79,38,1
MDG,2008,0.13,6,1
MDG,2009,0.43,42,1
MDG,2010,0.05,6,1
MDG,2011,0.12,13,1
MDG,2012,0.15,14,1
MDG,2013,0.12,9,1
MDG,2014,0.27,18,1
MDG,2015,0.21,11,1
MDG,2016,0.28,15,1
MDG,2017,0.26,14,1
MWI,2000,0.59,29,1
MWI,2001,0.79,38,1
MWI,2002,1.58,72,1
MWI,2003,0.85,45,1
MWI,2004,1.01,51,1
MWI,2005,0.54,27,1
MWI,2006,0.77,40,1
MWI,2007,0.58,28,1
MWI,2008,0.13,6,1
MWI,2009,0.48,47,1
MWI,2010,0.26,30,1
MWI,2011,0.18,19,1
MWI,2012,0.26,24,1
MWI,2013,0.09,7,1
MWI,2014,0.13,9,1
MWI,2015,0.27,14,1
MWI,2016,0.3,16,1
MWI,2017,0.17,9,1
MDV,2000,0.08,4,1
MDV,2001,0.06,3,1
MDV,2002,0.15,7,1
MDV,2003,0.09,5,1
MDV,2004,0.87,44,1
MDV,2005,0.76,38,1
MDV,2006,0.04,2,1
MDV,2007,0.12,6,1
MDV,2008,0,0,1
MDV,2009,0.06,6,1
MDV,2010,0.17,20,1
MDV,2011,0.05,5,1
MDV,2012,0.16,15,1
MDV,2013,0.09,7,1
MDV,2014,0.54,36,1
MDV,2015,0.29,15,1
MDV,2016,0.11,6,1
MDV,2017,0.07,4,1
MLI,2000,0.22,11,1
MLI,2001,0.33,16,1
MLI,2002,0.15,7,1
MLI,2003,0.21,11,1
MLI,2004,0.36,18,1
MLI,2005,0.26,13,1
MLI,2006,0.17,9,1
MLI,2007,0.4,19,1
MLI,2008,0.27,12,1
MLI,2009,0.42,41,1
MLI,2010,0.32,37,1
MLI,2011,0.26,28,1
MLI,2012,0.85,79,1
MLI,2013,1.37,105,1
MLI,2014,0.7,47,1
MLI,2015,0.67,35,1
MLI,2016,0.28,15,1
MLI,2017,0.32,17,1
MUS,2000,0.18,9,1
MUS,2001,0.15,7,1
MUS,2002,0.39,18,1
MUS,2003,0.26,14,1
MUS,2004,0.48,24,1
MUS,2005,0.42,21,1
MUS,2006,0.29,15,1
MUS,2007,0.27,13,1
MUS,2008,0.16,7,1
MUS,2009,0.25,24,1
MUS,2010,0.17,20,1
MUS,2011,0.11,12,1
MUS,2012,0.18,17,1
MUS,2013,0.18,14,1
MUS,2014,0.12,8,1
MUS,2015,0.19,10,1
MUS,2016,0.19,10,1
MUS,2017,0.09,5,1
MDA,2000,0.14,7,1
MDA,2001,0.04,2,1
MDA,2002,0.09,4,1
MDA,2003,0.04,2,1
MDA,2004,0.02,1,1
MDA,2005,0.1,5,1
MDA,2006,0.1,5,1
MDA,2007,0.1,5,1
MDA,2008,0.2,9,1
MDA,2009,0.17,17,1
MDA,2010,0.3,35,1
MDA,2011,0.02,2,1
MDA,2012,0.1,9,1
MDA,2013,0.23,18,1
MDA,2014,0.31,21,1
MDA,2015,0.13,7,1
MDA,2016,0.08,4,1
MDA,2017,0.19,10,1
MOZ,2000,2.35,115,1
MOZ,2001,1.53,73,1
MOZ,2002,1.88,86,1
MOZ,2003,1.72,91,1
MOZ,2004,1.51,76,1
MOZ,2005,1.2,60,1
MOZ,2006,0.72,37,1
MOZ,2007,1.02,49,1
MOZ,2008,0.31,14,1
MOZ,2009,0.79,77,1
MOZ,2010,0.46,53,1
MOZ,2011,0.73,79,1
MOZ,2012,0.47,44,1
MOZ,2013,0.42,32,1
MOZ,2014,0.4,27,1
MOZ,2015,0.42,22,1
MOZ,2016,0.42,22,1
MOZ,2017,0.39,21,1
"NAM",2000,0.71,35,1
"NAM",2001,0.67,32,1
"NAM",2002,0.57,26,1
"NAM",2003,0.4,21,1
"NAM",2004,0.56,28,1
"NAM",2005,0.26,13,1
"NAM",2006,0.35,18,1
"NAM",2007,0.5,24,1
"NAM",2008,0.2,9,1
"NAM",2009,0.23,22,1
"NAM",2010,0.15,17,1
"NAM",2011,0.11,12,1
"NAM",2012,0.06,6,1
"NAM",2013,0.17,13,1
"NAM",2014,0.18,12,1
"NAM",2015,0.38,20,1
"NAM",2016,0.85,45,1
"NAM",2017,0.69,37,1
NIC,2000,0.08,4,1
NIC,2001,0.1,5,1
NIC,2002,0.15,7,1
NIC,2003,0.21,11,1
NIC,2004,0.28,14,1
NIC,2005,0.24,12,1
NIC,2006,0.17,9,1
NIC,2007,0.35,17,1
NIC,2008,0.47,21,1
NIC,2009,0.37,36,1
NIC,2010,0.26,30,1
NIC,2011,0.31,34,1
NIC,2012,0.03,3,1
NIC,2013,0.22,17,1
NIC,2014,0.09,6,1
NIC,2015,0.06,3,1
NIC,2016,0.13,7,1
NIC,2017,0.02,1,1
NER,2000,0.12,6,1
NER,2001,0.1,5,1
NER,2002,0.11,5,1
NER,2003,0.23,12,1
NER,2004,0.3,15,1
NER,2005,0.58,29,1
NER,2006,0.27,14,1
NER,2007,0.5,24,1
NER,2008,0.07,3,1
NER,2009,0.41,40,1
NER,2010,0.38,44,1
NER,2011,0.27,29,1
NER,2012,0.44,41,1
NER,2013,0.38,29,1
NER,2014,0.15,10,1
NER,2015,0.34,18,1
NER,2016,0.36,19,1
NER,2017,0.3,16,1
PAN,2000,0.18,9,1
PAN,2001,0.21,10,1
PAN,2002,0.18,8,1
PAN,2003,0.19,10,1
PAN,2004,0.16,8,1
PAN,2005,0.24,12,1
PAN,2006,0.31,16,1
PAN,2007,0.17,8,1
PAN,2008,0.43,19,1
PAN,2009,0.23,22,1
PAN,2010,0.25,29,1
PAN,2011,0.18,20,1
PAN,2012,0.05,5,1
PAN,2013,0.26,20,1
PAN,2014,0.07,5,1
PAN,2015,0.15,8,1
PAN,2016,0.08,4,1
PAN,2017,0.13,7,1
PRY,2000,0.08,4,1
PRY,2001,0.19,9,1
PRY,2002,0.09,4,1
PRY,2003,0.19,10,1
PRY,2004,0.16,8,1
PRY,2005,0.2,10,1
PRY,2006,0.19,10,1
PRY,2007,0.17,8,1
PRY,2008,0.04,2,1
PRY,2009,0.13,13,1
PRY,2010,0.21,24,1
PRY,2011,0.17,18,1
PRY,2012,0.04,4,1
PRY,2013,0.25,19,1
PRY,2014,0.01,1,1
PRY,2015,0.04,2,1
PRY,2016,0.08,4,1
PRY,2017,0.04,2,1
PER,2000,0.53,26,1
PER,2001,0.5,24,1
PER,2002,0.55,25,1
PER,2003,0.58,31,1
PER,2004,0.5,25,1
PER,2005,0.52,26,1
PER,2006,0.43,22,1
PER,2007,0.81,39,1
PER,2008,1.48,66,1
PER,2009,0.3,29,1
PER,2010,0.68,78,1
PER,2011,0.59,64,1
PER,2012,0.31,29,1
PER,2013,0.61,47,1
PER,2014,0.31,21,1
PER,2015,0.91,48,1
PER,2016,0.95,50,1
PER,2017,0.58,31,1
RWA,2000,0.84,41,1
RWA,2001,1.23,59,1
RWA,2002,1.23,56,1
RWA,2003,1.11,59,1
RWA,2004,1.61,81,1
RWA,2005,0.74,37,1
RWA,2006,0.45,23,1
RWA,2007,0.5,24,1
RWA,2008,0.36,16,1
RWA,2009,0.39,38,1
RWA,2010,0.3,35,1
RWA,2011,0.27,29,1
RWA,2012,0.3,28,1
RWA,2013,0.57,44,1
RWA,2014,0.61,41,1
RWA,2015,1.07,56,1
RWA,2016,1.1,58,1
RWA,2017,1.38,74,1
SEN,2000,0.43,21,1
SEN,2001,0.48,23,1
SEN,2002,0.61,28,1
SEN,2003,0.57,30,1
SEN,2004,0.67,34,1
SEN,2005,0.38,19,1
SEN,2006,0.5,26,1
SEN,2007,0.71,34,1
SEN,2008,0.58,26,1
SEN,2009,0.36,35,1
SEN,2010,0.25,29,1
SEN,2011,0.18,20,1
SEN,2012,0.25,23,1
