,country_mentioned,country_matched,recipient_iso,year,frequncies_by_year,counts_by_year,relevant
36696,"Kingdom of Morocco, Morocco",Morocco,MAR,2011,0.16,17,1
36697,"Kingdom of Morocco, Morocco",Morocco,MAR,2012,0.45,42,1
36698,"Kingdom of Morocco, Morocco",Morocco,MAR,2013,0.44,34,1
36699,"Kingdom of Morocco, Morocco",Morocco,MAR,2014,0.3,20,1
36700,"Kingdom of Morocco, Morocco",Morocco,MAR,2015,0.4,21,1
36701,"Kingdom of Morocco, Morocco",Morocco,MAR,2016,0.81,43,1
36702,"Kingdom of Morocco, Morocco",Morocco,MAR,2017,1.05,56,1
36883,"Kingdom of Thailand, Thailand",Thailand,THA,2000,2.9,142,1
36884,"Kingdom of Thailand, Thailand",Thailand,THA,2001,2.88,138,1
36885,"Kingdom of Thailand, Thailand",Thailand,THA,2002,5.05,231,1
36886,"Kingdom of Thailand, Thailand",Thailand,THA,2003,3.55,188,1
36887,"Kingdom of Thailand, Thailand",Thailand,THA,2004,4.4,222,1
36888,"Kingdom of Thailand, Thailand",Thailand,THA,2005,4.09,205,1
36889,"Kingdom of Thailand, Thailand",Thailand,THA,2006,2.3,119,1
36890,"Kingdom of Thailand, Thailand",Thailand,THA,2007,2.06,99,1
36891,"Kingdom of Thailand, Thailand",Thailand,THA,2008,1.66,74,1
36892,"Kingdom of Thailand, Thailand",Thailand,THA,2009,2.33,227,1
36893,"Kingdom of Thailand, Thailand",Thailand,THA,2010,2.04,234,1
36894,"Kingdom of Thailand, Thailand",Thailand,THA,2011,2.7,292,1
36895,"Kingdom of Thailand, Thailand",Thailand,THA,2012,2.48,232,1
36896,"Kingdom of Thailand, Thailand",Thailand,THA,2013,2.28,175,1
36897,"Kingdom of Thailand, Thailand",Thailand,THA,2014,1.76,118,1
36898,"Kingdom of Thailand, Thailand",Thailand,THA,2015,1.85,97,1
36899,"Kingdom of Thailand, Thailand",Thailand,THA,2016,1.08,57,1
36900,"Kingdom of Thailand, Thailand",Thailand,THA,2017,1.22,65,1
36955,"Kingdom of Tonga, Tonga",Tonga,TON,2000,0.04,2,1
36956,"Kingdom of Tonga, Tonga",Tonga,TON,2001,0.02,1,1
36957,"Kingdom of Tonga, Tonga",Tonga,TON,2002,0.02,1,1
36958,"Kingdom of Tonga, Tonga",Tonga,TON,2003,0.06,3,1
36959,"Kingdom of Tonga, Tonga",Tonga,TON,2004,0.12,6,1
36960,"Kingdom of Tonga, Tonga",Tonga,TON,2005,0.18,9,1
36961,"Kingdom of Tonga, Tonga",Tonga,TON,2006,0.23,12,1
36962,"Kingdom of Tonga, Tonga",Tonga,TON,2007,0.06,3,1
36963,"Kingdom of Tonga, Tonga",Tonga,TON,2008,0.11,5,1
36964,"Kingdom of Tonga, Tonga",Tonga,TON,2009,0.22,21,1
36965,"Kingdom of Tonga, Tonga",Tonga,TON,2010,0.05,6,1
36966,"Kingdom of Tonga, Tonga",Tonga,TON,2011,0.15,16,1
36967,"Kingdom of Tonga, Tonga",Tonga,TON,2012,0.15,14,1
36968,"Kingdom of Tonga, Tonga",Tonga,TON,2013,0.13,10,1
36969,"Kingdom of Tonga, Tonga",Tonga,TON,2014,0.07,5,1
36970,"Kingdom of Tonga, Tonga",Tonga,TON,2015,0.06,3,1
36971,"Kingdom of Tonga, Tonga",Tonga,TON,2016,0.15,8,1
36972,"Kingdom of Tonga, Tonga",Tonga,TON,2017,0.15,8,1
38053,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2000,0.18,9,1
38054,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2001,0.17,8,1
38055,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2002,0.2,9,1
38056,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2003,0.09,5,1
38057,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2004,0.06,3,1
38058,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2005,0.3,15,1
38059,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2006,0.27,14,1
38060,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2007,0.27,13,1
38061,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2008,0.31,14,1
38062,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2009,0.27,26,1
38063,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2010,1.13,130,1
38064,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2011,0.52,56,1
38065,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2012,0.26,24,1
38066,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2013,0.3,23,1
38067,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2014,0.27,18,1
38068,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2015,NA,NA,1
38069,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2016,NA,NA,1
38070,"Kyrgyz Republic, Kyrgyzstan",Kyrgyzstan,KGZ,2017,NA,NA,1
38863,"Lao People's Democratic Republic, Laos",Laos,LAO,2000,0.69,34,1
38864,"Lao People's Democratic Republic, Laos",Laos,LAO,2001,0.44,21,1
38865,"Lao People's Democratic Republic, Laos",Laos,LAO,2002,0.85,39,1
38866,"Lao People's Democratic Republic, Laos",Laos,LAO,2003,0.94,50,1
38867,"Lao People's Democratic Republic, Laos",Laos,LAO,2004,0.81,41,1
38868,"Lao People's Democratic Republic, Laos",Laos,LAO,2005,1.22,61,1
38869,"Lao People's Democratic Republic, Laos",Laos,LAO,2006,0.93,48,1
38870,"Lao People's Democratic Republic, Laos",Laos,LAO,2007,1.1,53,1
38871,"Lao People's Democratic Republic, Laos",Laos,LAO,2008,0.52,23,1
38872,"Lao People's Democratic Republic, Laos",Laos,LAO,2009,0.88,86,1
38873,"Lao People's Democratic Republic, Laos",Laos,LAO,2010,0.64,74,1
38874,"Lao People's Democratic Republic, Laos",Laos,LAO,2011,1.19,129,1
38875,"Lao People's Democratic Republic, Laos",Laos,LAO,2012,0.94,88,1
38876,"Lao People's Democratic Republic, Laos",Laos,LAO,2013,0.94,72,1
38877,"Lao People's Democratic Republic, Laos",Laos,LAO,2014,1,67,1
38878,"Lao People's Democratic Republic, Laos",Laos,LAO,2015,NA,NA,1
38879,"Lao People's Democratic Republic, Laos",Laos,LAO,2016,NA,NA,1
38880,"Lao People's Democratic Republic, Laos",Laos,LAO,2017,NA,NA,1
39187,Lebanon,Lebanon,LBN,2000,1.04,51,1
39188,Lebanon,Lebanon,LBN,2001,0.96,46,1
39189,Lebanon,Lebanon,LBN,2002,0.79,36,1
39190,Lebanon,Lebanon,LBN,2003,0.34,18,1
39191,Lebanon,Lebanon,LBN,2004,0.46,23,1
39192,Lebanon,Lebanon,LBN,2005,0.6,30,1
39193,Lebanon,Lebanon,LBN,2006,4.24,219,1
39194,Lebanon,Lebanon,LBN,2007,1.52,73,1
39195,Lebanon,Lebanon,LBN,2008,0.81,36,1
39196,Lebanon,Lebanon,LBN,2009,0.91,89,1
39197,Lebanon,Lebanon,LBN,2010,0.87,100,1
39198,Lebanon,Lebanon,LBN,2011,0.48,52,1
39199,Lebanon,Lebanon,LBN,2012,1.38,129,1
39200,Lebanon,Lebanon,LBN,2013,1.84,141,1
39201,Lebanon,Lebanon,LBN,2014,1.24,83,1
39202,Lebanon,Lebanon,LBN,2015,1.3,68,1
39203,Lebanon,Lebanon,LBN,2016,1.08,57,1
39204,Lebanon,Lebanon,LBN,2017,0.82,44,1
39745,Libya,Libya,LBY,2000,0.24,12,1
39746,Libya,Libya,LBY,2001,0.36,17,1
39747,Libya,Libya,LBY,2002,0.2,9,1
39748,Libya,Libya,LBY,2003,0.04,2,1
39749,Libya,Libya,LBY,2004,0.46,23,1
39750,Libya,Libya,LBY,2005,0.58,29,1
39751,Libya,Libya,LBY,2006,0.31,16,1
39752,Libya,Libya,LBY,2007,0.48,23,1
39753,Libya,Libya,LBY,2008,0.4,18,1
39754,Libya,Libya,LBY,2009,0.36,35,1
39755,Libya,Libya,LBY,2010,0.37,43,1
39756,Libya,Libya,LBY,2011,3.86,417,1
39757,Libya,Libya,LBY,2012,0.53,50,1
39758,Libya,Libya,LBY,2013,0.33,25,1
39759,Libya,Libya,LBY,2014,0.75,50,1
39760,Libya,Libya,LBY,2015,0.65,34,1
39761,Libya,Libya,LBY,2016,0.66,35,1
39762,Libya,Libya,LBY,2017,1.22,65,1
42391,Malaysia,Malaysia,MYS,2000,2.41,118,1
42392,Malaysia,Malaysia,MYS,2001,1.78,85,1
42393,Malaysia,Malaysia,MYS,2002,2.19,100,1
42394,Malaysia,Malaysia,MYS,2003,2.51,133,1
42395,Malaysia,Malaysia,MYS,2004,2.44,123,1
42396,Malaysia,Malaysia,MYS,2005,2.69,135,1
42397,Malaysia,Malaysia,MYS,2006,2.5,129,1
42398,Malaysia,Malaysia,MYS,2007,2.39,115,1
42399,Malaysia,Malaysia,MYS,2008,1.35,60,1
42400,Malaysia,Malaysia,MYS,2009,2.2,214,1
42401,Malaysia,Malaysia,MYS,2010,2.21,254,1
42402,Malaysia,Malaysia,MYS,2011,1.91,207,1
42403,Malaysia,Malaysia,MYS,2012,1.71,160,1
42404,Malaysia,Malaysia,MYS,2013,2.17,167,1
42405,Malaysia,Malaysia,MYS,2014,1.94,130,1
42406,Malaysia,Malaysia,MYS,2015,1.47,77,1
42407,Malaysia,Malaysia,MYS,2016,0.81,43,1
42408,Malaysia,Malaysia,MYS,2017,1.14,61,1
44587,Mexico,Mexico,MEX,2000,0.83,41,1
44588,Mexico,Mexico,MEX,2001,1.2,58,1
44589,Mexico,Mexico,MEX,2002,1.58,72,1
44590,Mexico,Mexico,MEX,2003,1.58,84,1
44591,Mexico,Mexico,MEX,2004,0.91,47,1
44592,Mexico,Mexico,MEX,2005,1.13,57,1
44593,Mexico,Mexico,MEX,2006,0.68,35,1
44594,Mexico,Mexico,MEX,2007,1.1,53,1
44595,Mexico,Mexico,MEX,2008,2.02,86,1
44596,Mexico,Mexico,MEX,2009,2,195,1
44597,Mexico,Mexico,MEX,2010,1.99,228,1
44598,Mexico,Mexico,MEX,2011,0.84,91,1
44599,Mexico,Mexico,MEX,2012,1.03,96,1
44600,Mexico,Mexico,MEX,2013,0.76,58,1
44601,Mexico,Mexico,MEX,2014,0.67,45,1
44602,Mexico,Mexico,MEX,2015,0.74,39,1
44603,Mexico,Mexico,MEX,2016,0.81,43,1
44604,Mexico,Mexico,MEX,2017,1.51,81,1
45847,Mongolia,Mongolia,MNG,2000,0.41,20,1
45848,Mongolia,Mongolia,MNG,2001,0.4,19,1
45849,Mongolia,Mongolia,MNG,2002,0.35,16,1
45850,Mongolia,Mongolia,MNG,2003,0.15,8,1
45851,Mongolia,Mongolia,MNG,2004,0.12,6,1
45852,Mongolia,Mongolia,MNG,2005,0.22,11,1
45853,Mongolia,Mongolia,MNG,2006,0.43,22,1
45854,Mongolia,Mongolia,MNG,2007,0.31,15,1
45855,Mongolia,Mongolia,MNG,2008,0.47,21,1
45856,Mongolia,Mongolia,MNG,2009,0.31,30,1
45857,Mongolia,Mongolia,MNG,2010,0.46,53,1
45858,Mongolia,Mongolia,MNG,2011,0.65,70,1
45859,Mongolia,Mongolia,MNG,2012,0.71,66,1
45860,Mongolia,Mongolia,MNG,2013,0.43,33,1
45861,Mongolia,Mongolia,MNG,2014,0.48,32,1
45862,Mongolia,Mongolia,MNG,2015,0.38,20,1
45863,Mongolia,Mongolia,MNG,2016,0.45,24,1
45864,Mongolia,Mongolia,MNG,2017,0.37,20,1
45883,Montenegro,Montenegro,MNE,2000,0.08,4,1
45884,Montenegro,Montenegro,MNE,2001,0.04,2,1
45885,Montenegro,Montenegro,MNE,2002,0.02,1,1
45886,Montenegro,Montenegro,MNE,2003,0.06,3,1
45887,Montenegro,Montenegro,MNE,2004,0.12,6,1
45888,Montenegro,Montenegro,MNE,2005,0.2,10,1
45889,Montenegro,Montenegro,MNE,2006,0.17,9,1
45890,Montenegro,Montenegro,MNE,2007,0.08,4,1
45891,Montenegro,Montenegro,MNE,2008,0.09,4,1
45892,Montenegro,Montenegro,MNE,2009,0.11,11,1
45893,Montenegro,Montenegro,MNE,2010,0.16,18,1
45894,Montenegro,Montenegro,MNE,2011,0.07,8,1
45895,Montenegro,Montenegro,MNE,2012,0.11,10,1
45896,Montenegro,Montenegro,MNE,2013,0.14,11,1
45897,Montenegro,Montenegro,MNE,2014,0.22,15,1
45898,Montenegro,Montenegro,MNE,2015,0.19,10,1
45899,Montenegro,Montenegro,MNE,2016,0.15,8,1
45900,Montenegro,Montenegro,MNE,2017,0.22,12,1
48259,Nauru,Nauru,NRU,2000,0.04,2,1
48260,Nauru,Nauru,NRU,2001,NA,NA,1
48261,Nauru,Nauru,NRU,2002,0.02,1,1
48262,Nauru,Nauru,NRU,2003,0.02,1,1
48263,Nauru,Nauru,NRU,2004,0.14,7,1
48264,Nauru,Nauru,NRU,2005,0.04,2,1
48265,Nauru,Nauru,NRU,2006,0.04,2,1
48266,Nauru,Nauru,NRU,2007,0.08,4,1
48267,Nauru,Nauru,NRU,2008,0.04,2,1
48268,Nauru,Nauru,NRU,2009,0.04,4,1
48269,Nauru,Nauru,NRU,2010,0.05,6,1
48270,Nauru,Nauru,NRU,2011,0.07,8,1
48271,Nauru,Nauru,NRU,2012,0.11,10,1
48272,Nauru,Nauru,NRU,2013,0.04,3,1
48273,Nauru,Nauru,NRU,2014,NA,NA,1
48274,Nauru,Nauru,NRU,2015,0.08,4,1
48275,Nauru,Nauru,NRU,2016,NA,NA,1
48276,Nauru,Nauru,NRU,2017,NA,NA,1
49645,Niue,Niue,NIU,2000,0.02,1,1
49646,Niue,Niue,NIU,2001,0.02,1,1
49647,Niue,Niue,NIU,2002,NA,NA,1
49648,Niue,Niue,NIU,2003,NA,NA,1
49649,Niue,Niue,NIU,2004,0.1,5,1
49650,Niue,Niue,NIU,2005,0.06,3,1
49651,Niue,Niue,NIU,2006,0.08,4,1
49652,Niue,Niue,NIU,2007,0.08,4,1
49653,Niue,Niue,NIU,2008,0.04,2,1
49654,Niue,Niue,NIU,2009,0.07,7,1
49655,Niue,Niue,NIU,2010,0.02,2,1
49656,Niue,Niue,NIU,2011,0.1,11,1
49657,Niue,Niue,NIU,2012,0.13,12,1
49658,Niue,Niue,NIU,2013,0.03,2,1
49659,Niue,Niue,NIU,2014,0.06,4,1
49660,Niue,Niue,NIU,2015,0.04,2,1
49661,Niue,Niue,NIU,2016,0.04,2,1
49662,Niue,Niue,NIU,2017,NA,NA,1
50149,North Macedonia,North Macedonia,MKD,2000,NA,NA,1
50150,North Macedonia,North Macedonia,MKD,2001,NA,NA,1
50151,North Macedonia,North Macedonia,MKD,2002,NA,NA,1
50152,North Macedonia,North Macedonia,MKD,2003,NA,NA,1
50153,North Macedonia,North Macedonia,MKD,2004,NA,NA,1
50154,North Macedonia,North Macedonia,MKD,2005,NA,NA,1
50155,North Macedonia,North Macedonia,MKD,2006,NA,NA,1
50156,North Macedonia,North Macedonia,MKD,2007,NA,NA,1
50157,North Macedonia,North Macedonia,MKD,2008,NA,NA,1
50158,North Macedonia,North Macedonia,MKD,2009,NA,NA,1
50159,North Macedonia,North Macedonia,MKD,2010,NA,NA,1
50160,North Macedonia,North Macedonia,MKD,2011,NA,NA,1
50161,North Macedonia,North Macedonia,MKD,2012,NA,NA,1
50162,North Macedonia,North Macedonia,MKD,2013,NA,NA,1
50163,North Macedonia,North Macedonia,MKD,2014,NA,NA,1
50164,North Macedonia,North Macedonia,MKD,2015,0.38,20,1
50165,North Macedonia,North Macedonia,MKD,2016,0.62,33,1
50166,North Macedonia,North Macedonia,MKD,2017,0.77,41,1
52147,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2000,0.18,9,1
52148,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2001,0.31,15,1
52149,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2002,0.28,13,1
52150,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2003,0.23,12,1
52151,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2004,0.26,13,1
52152,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2005,0.2,10,1
52153,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2006,0.31,16,1
52154,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2007,0.25,12,1
52155,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2008,0.2,9,1
52156,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2009,0.15,15,1
52157,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2010,0.29,33,1
52158,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2011,0.31,33,1
52159,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2012,0.07,7,1
52160,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2013,0.23,18,1
52161,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2014,0.1,7,1
52162,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2015,0.15,8,1
52163,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2016,0.15,8,1
52164,"Oriental Republic of Uruguay, Uruguay",Uruguay,URY,2017,0.21,11,1
53551,Panama City,Panama,PAN,2000,NA,NA,1
53553,Panama City,Panama,PAN,2001,NA,NA,1
53555,Panama City,Panama,PAN,2002,NA,NA,1
53557,Panama City,Panama,PAN,2003,NA,NA,1
53559,Panama City,Panama,PAN,2004,NA,NA,1
53561,Panama City,Panama,PAN,2005,NA,NA,1
53563,Panama City,Panama,PAN,2006,NA,NA,1
53565,Panama City,Panama,PAN,2007,0.02,1,1
53567,Panama City,Panama,PAN,2008,NA,NA,1
53569,Panama City,Panama,PAN,2009,NA,NA,1
53571,Panama City,Panama,PAN,2010,0.02,2,1
53573,Panama City,Panama,PAN,2011,NA,NA,1
53575,Panama City,Panama,PAN,2012,NA,NA,1
53577,Panama City,Panama,PAN,2013,NA,NA,1
53579,Panama City,Panama,PAN,2014,NA,NA,1
53581,Panama City,Panama,PAN,2015,NA,NA,1
53583,Panama City,Panama,PAN,2016,NA,NA,1
53585,Panama City,Panama,PAN,2017,NA,NA,1
54523,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2000,0.18,9,1
54524,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2001,0.5,24,1
54525,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2002,0.55,25,1
54526,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2003,0.57,30,1
54527,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2004,0.48,24,1
54528,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2005,0.5,25,1
54529,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2006,0.39,20,1
54530,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2007,0.35,17,1
54531,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2008,0.56,25,1
54532,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2009,0.32,31,1
54533,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2010,0.43,49,1
54534,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2011,0.52,56,1
54535,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2012,0.46,43,1
54536,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2013,0.4,31,1
54537,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2014,0.4,27,1
54538,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2015,0.3,16,1
54539,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2016,0.34,18,1
54540,"People's Democratic Republic of Algeria, Algeria",Algeria,DZA,2017,0.36,19,1
55549,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2000,0.24,12,1
55550,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2001,0.19,9,1
55551,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2002,0.15,7,1
55552,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2003,0.49,26,1
55553,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2004,0.24,12,1
55554,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2005,0.42,21,1
55555,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2006,0.37,19,1
55556,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2007,0.31,15,1
55557,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2008,0.81,36,1
55558,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2009,0.41,40,1
55559,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2010,0.51,59,1
55560,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2011,0.26,28,1
55561,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2012,0.15,14,1
55562,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2013,0.34,26,1
55563,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2014,0.31,21,1
55564,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2015,0.11,6,1
55565,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2016,0.28,15,1
55566,"Plurinational State of Bolivia, Bolivia",Bolivia,BOL,2017,0.15,8,1
55657,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2000,NA,NA,1
55658,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2001,0.02,1,1
55659,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2002,NA,NA,1
55660,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2003,0.02,1,1
55661,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2004,NA,NA,1
55662,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2005,NA,NA,1
55663,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2006,0.02,1,1
55664,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2007,NA,NA,1
55665,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2008,NA,NA,1
55666,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2009,0.07,7,1
55667,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2010,NA,NA,1
55668,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2011,NA,NA,1
55669,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2012,0.02,2,1
55670,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2013,0.03,2,1
55671,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2014,0.03,2,1
55672,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2015,NA,NA,1
55673,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2016,NA,NA,1
55674,"Polynesie Francaise, French Polynesia",French Polynesia,PYF,2017,NA,NA,1
58897,"Republic of Albania, Albania",Albania,ALB,2000,0.33,16,1
58898,"Republic of Albania, Albania",Albania,ALB,2001,0.13,6,1
58899,"Republic of Albania, Albania",Albania,ALB,2002,0.04,2,1
58900,"Republic of Albania, Albania",Albania,ALB,2003,0.13,7,1
58901,"Republic of Albania, Albania",Albania,ALB,2004,0.12,6,1
58902,"Republic of Albania, Albania",Albania,ALB,2005,0.14,7,1
58903,"Republic of Albania, Albania",Albania,ALB,2006,0.14,7,1
58904,"Republic of Albania, Albania",Albania,ALB,2007,0.15,7,1
58905,"Republic of Albania, Albania",Albania,ALB,2008,0.11,5,1
58906,"Republic of Albania, Albania",Albania,ALB,2009,0.12,12,1
58907,"Republic of Albania, Albania",Albania,ALB,2010,0.25,29,1
58908,"Republic of Albania, Albania",Albania,ALB,2011,0.17,18,1
58909,"Republic of Albania, Albania",Albania,ALB,2012,0.16,15,1
58910,"Republic of Albania, Albania",Albania,ALB,2013,0.68,52,1
58911,"Republic of Albania, Albania",Albania,ALB,2014,0.99,66,1
58912,"Republic of Albania, Albania",Albania,ALB,2015,0.84,44,1
58913,"Republic of Albania, Albania",Albania,ALB,2016,0.93,49,1
58914,"Republic of Albania, Albania",Albania,ALB,2017,1.07,57,1
58933,"Republic of Angola, Angola",Angola,AGO,2000,1.61,79,1
58934,"Republic of Angola, Angola",Angola,AGO,2001,1.46,70,1
58935,"Republic of Angola, Angola",Angola,AGO,2002,1.31,60,1
58936,"Republic of Angola, Angola",Angola,AGO,2003,1.55,82,1
58937,"Republic of Angola, Angola",Angola,AGO,2004,1.39,70,1
58938,"Republic of Angola, Angola",Angola,AGO,2005,0.8,40,1
58939,"Republic of Angola, Angola",Angola,AGO,2006,0.91,47,1
58940,"Republic of Angola, Angola",Angola,AGO,2007,1.06,51,1
58941,"Republic of Angola, Angola",Angola,AGO,2008,0.4,18,1
58942,"Republic of Angola, Angola",Angola,AGO,2009,0.82,80,1
58943,"Republic of Angola, Angola",Angola,AGO,2010,0.44,51,1
58944,"Republic of Angola, Angola",Angola,AGO,2011,0.37,40,1
58945,"Republic of Angola, Angola",Angola,AGO,2012,0.24,22,1
58946,"Republic of Angola, Angola",Angola,AGO,2013,0.2,15,1
58947,"Republic of Angola, Angola",Angola,AGO,2014,0.64,43,1
58948,"Republic of Angola, Angola",Angola,AGO,2015,0.44,23,1
58949,"Republic of Angola, Angola",Angola,AGO,2016,0.34,18,1
58950,"Republic of Angola, Angola",Angola,AGO,2017,0.37,20,1
58969,"Republic of Armenia, Armenia",Armenia,ARM,2000,0.1,5,1
58970,"Republic of Armenia, Armenia",Armenia,ARM,2001,0.1,5,1
58971,"Republic of Armenia, Armenia",Armenia,ARM,2002,0.07,3,1
58972,"Republic of Armenia, Armenia",Armenia,ARM,2003,0.08,4,1
58973,"Republic of Armenia, Armenia",Armenia,ARM,2004,0.04,2,1
58974,"Republic of Armenia, Armenia",Armenia,ARM,2005,0.1,5,1
58975,"Republic of Armenia, Armenia",Armenia,ARM,2006,0.04,2,1
58976,"Republic of Armenia, Armenia",Armenia,ARM,2007,0.02,1,1
58977,"Republic of Armenia, Armenia",Armenia,ARM,2008,0.11,5,1
58978,"Republic of Armenia, Armenia",Armenia,ARM,2009,0.16,16,1
58979,"Republic of Armenia, Armenia",Armenia,ARM,2010,0.12,14,1
58980,"Republic of Armenia, Armenia",Armenia,ARM,2011,0.18,20,1
58981,"Republic of Armenia, Armenia",Armenia,ARM,2012,0.18,17,1
58982,"Republic of Armenia, Armenia",Armenia,ARM,2013,0.21,16,1
58983,"Republic of Armenia, Armenia",Armenia,ARM,2014,0.1,7,1
58984,"Republic of Armenia, Armenia",Armenia,ARM,2015,0.25,13,1
58985,"Republic of Armenia, Armenia",Armenia,ARM,2016,0.32,17,1
58986,"Republic of Armenia, Armenia",Armenia,ARM,2017,0.28,15,1
59041,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2000,0.16,8,1
59042,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2001,0.13,6,1
59043,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2002,0.04,2,1
59044,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2003,0.11,6,1
59045,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2004,0.08,4,1
59046,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2005,0.14,7,1
59047,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2006,0.17,9,1
59048,"Republic of Azerbaijan, Azerbaijan",Azerbaijan,AZE,2007,0.17,8,1
